dataset,country,province,city,author_loc_ref,lon,lat,sample_type,sam_Y,sam_M,ABX_cat,ABX_subcat,ABX_subcat_abbre,ABX_conc_mean,unit
Zhang_2022,China,NA,NA,the Hai River,117.116667,39.166667,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.183333,39.166667,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,1.71,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.116667,39.15,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.216667,39.1,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.316667,39.066667,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.65,39.016667,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.733333,39.116667,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.816667,42.416667,sediments,2008,7,Sulfonamides,Sulfadiazine,SDZ,1.1,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.833333,42.333333,sediments,2008,7,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.633333,42.283333,sediments,2008,7,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.066667,41.183333,sediments,2008,7,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,121.9,41.116667,sediments,2008,7,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,124.066667,41.9,sediments,2008,7,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.916667,41.866667,sediments,2008,7,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.783333,41.866667,sediments,2008,7,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.433333,41.75,sediments,2008,7,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.95,41.5,sediments,2008,7,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.583333,41.15,sediments,2008,7,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,124.033333,41.366667,sediments,2008,7,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.766667,41.316667,sediments,2008,7,Sulfonamides,Sulfadiazine,SDZ,1.13,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.35,41.233333,sediments,2008,7,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.2,41.266667,sediments,2008,7,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.866667,41.35,sediments,2008,7,Sulfonamides,Sulfadiazine,SDZ,3.92,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.683333,41.116667,sediments,2008,7,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.416667,41.133333,sediments,2008,7,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.133333,40.816667,sediments,2008,7,Sulfonamides,Sulfadiazine,SDZ,1.16,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.816667,42.416667,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,3.32,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.833333,42.333333,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.633333,42.283333,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.533333,41.283333,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.066667,41.183333,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,121.9,41.116667,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,124.066667,41.9,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.916667,41.866667,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.783333,41.866667,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.433333,41.75,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.95,41.5,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.583333,41.15,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,11,μg/kg
Zhang_2022,China,NA,NA,the Liao River,124.033333,41.366667,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.766667,41.316667,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.75,41.3,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.35,41.233333,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.2,41.266667,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.866667,41.35,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.683333,41.116667,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.416667,41.133333,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,5.69,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.133333,40.816667,sediments,2008,11,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,103.316667,35.933333,sediments,2008,7,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,103.616667,36.133333,sediments,2008,7,Tetracyclines,Tetracycline,TC,1.63,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,103.816667,36.066667,sediments,2008,7,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,103.933333,36.05,sediments,2008,7,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,104.233333,36.366667,sediments,2008,7,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,104.4,36.433333,sediments,2008,7,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,104.6,36.783333,sediments,2008,7,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,110.333333,34.6,sediments,2008,7,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,110.166667,34.8,sediments,2008,7,Tetracyclines,Tetracycline,TC,1.87,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,112.616667,34.85,sediments,2008,7,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,113.516667,34.983333,sediments,2008,7,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,113.666667,34.916667,sediments,2008,7,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,113.566667,34.916667,sediments,2008,7,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,115.116667,35.416667,sediments,2008,7,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,116.1,36.116667,sediments,2008,7,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,103.316667,35.933333,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,103.616667,36.133333,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,103.816667,36.066667,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,103.933333,36.05,sediments,2008,11,Tetracyclines,Tetracycline,TC,14.8,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,104.233333,36.366667,sediments,2008,11,Tetracyclines,Tetracycline,TC,1.7,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,104.4,36.433333,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,104.6,36.783333,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,110.333333,34.6,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,110.166667,34.8,sediments,2008,11,Tetracyclines,Tetracycline,TC,18,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,112.616667,34.85,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,113.516667,34.983333,sediments,2008,11,Tetracyclines,Tetracycline,TC,3.2,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,113.666667,34.916667,sediments,2008,11,Tetracyclines,Tetracycline,TC,1.76,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,113.566667,34.916667,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,115.116667,35.416667,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,116.1,36.116667,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.116667,39.25,sediments,2008,7,Tetracyclines,Tetracycline,TC,2.4,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.383333,39.283333,sediments,2008,7,Tetracyclines,Tetracycline,TC,1.79,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.8,39.25,sediments,2008,7,Tetracyclines,Tetracycline,TC,135,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.116667,39.166667,sediments,2008,7,Tetracyclines,Tetracycline,TC,1.34,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.183333,39.166667,sediments,2008,7,Tetracyclines,Tetracycline,TC,2.05,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.116667,39.15,sediments,2008,7,Tetracyclines,Tetracycline,TC,2.26,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.216667,39.1,sediments,2008,7,Tetracyclines,Tetracycline,TC,1.76,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.316667,39.066667,sediments,2008,7,Tetracyclines,Tetracycline,TC,1.06,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.65,39.016667,sediments,2008,7,Tetracyclines,Tetracycline,TC,10.7,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.733333,39.116667,sediments,2008,7,Tetracyclines,Tetracycline,TC,1.2,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.116667,39.25,sediments,2008,11,Tetracyclines,Tetracycline,TC,1.88,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.383333,39.283333,sediments,2008,11,Tetracyclines,Tetracycline,TC,8.64,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.8,39.25,sediments,2008,11,Tetracyclines,Tetracycline,TC,33.5,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.166667,39.183333,sediments,2008,11,Tetracyclines,Tetracycline,TC,5.27,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.116667,39.166667,sediments,2008,11,Tetracyclines,Tetracycline,TC,1.19,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.183333,39.166667,sediments,2008,11,Tetracyclines,Tetracycline,TC,1.37,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.116667,39.15,sediments,2008,11,Tetracyclines,Tetracycline,TC,2.51,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.216667,39.1,sediments,2008,11,Tetracyclines,Tetracycline,TC,2.01,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.316667,39.066667,sediments,2008,11,Tetracyclines,Tetracycline,TC,1.38,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.65,39.016667,sediments,2008,11,Tetracyclines,Tetracycline,TC,9.15,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.733333,39.116667,sediments,2008,11,Tetracyclines,Tetracycline,TC,1.48,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.816667,42.416667,sediments,2008,7,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.833333,42.333333,sediments,2008,7,Tetracyclines,Tetracycline,TC,2.85,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.633333,42.283333,sediments,2008,7,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.066667,41.183333,sediments,2008,7,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,121.9,41.116667,sediments,2008,7,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,124.066667,41.9,sediments,2008,7,Tetracyclines,Tetracycline,TC,4.31,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.916667,41.866667,sediments,2008,7,Tetracyclines,Tetracycline,TC,1.85,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.783333,41.866667,sediments,2008,7,Tetracyclines,Tetracycline,TC,4.82,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.433333,41.75,sediments,2008,7,Tetracyclines,Tetracycline,TC,1.02,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.95,41.5,sediments,2008,7,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.583333,41.15,sediments,2008,7,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,124.033333,41.366667,sediments,2008,7,Tetracyclines,Tetracycline,TC,1.26,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.766667,41.316667,sediments,2008,7,Tetracyclines,Tetracycline,TC,1.42,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.35,41.233333,sediments,2008,7,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.2,41.266667,sediments,2008,7,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.866667,41.35,sediments,2008,7,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.683333,41.116667,sediments,2008,7,Tetracyclines,Tetracycline,TC,1,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.416667,41.133333,sediments,2008,7,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.133333,40.816667,sediments,2008,7,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.816667,42.416667,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.833333,42.333333,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.633333,42.283333,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.533333,41.283333,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.066667,41.183333,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,121.9,41.116667,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,124.066667,41.9,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.916667,41.866667,sediments,2008,11,Tetracyclines,Tetracycline,TC,2.63,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.783333,41.866667,sediments,2008,11,Tetracyclines,Tetracycline,TC,1.76,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.433333,41.75,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.95,41.5,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.583333,41.15,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,124.033333,41.366667,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.766667,41.316667,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.75,41.3,sediments,2008,11,Tetracyclines,Tetracycline,TC,4.33,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.35,41.233333,sediments,2008,11,Tetracyclines,Tetracycline,TC,1.82,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.2,41.266667,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.866667,41.35,sediments,2008,11,Tetracyclines,Tetracycline,TC,1.51,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.683333,41.116667,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.416667,41.133333,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.133333,40.816667,sediments,2008,11,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,103.316667,35.933333,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,2.31,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,103.616667,36.133333,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,103.816667,36.066667,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,1.15,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,103.933333,36.05,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,2.18,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,104.233333,36.366667,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,1.35,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,104.4,36.433333,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,104.6,36.783333,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,2.68,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,110.333333,34.6,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,110.166667,34.8,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,112.616667,34.85,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,113.516667,34.983333,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,113.666667,34.916667,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,113.566667,34.916667,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,115.116667,35.416667,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,116.1,36.116667,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,103.316667,35.933333,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,103.616667,36.133333,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,103.816667,36.066667,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,103.933333,36.05,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,184,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,104.233333,36.366667,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,7.42,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,104.4,36.433333,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,2.62,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,104.6,36.783333,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,1.66,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,110.333333,34.6,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,110.166667,34.8,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,1.17,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,112.616667,34.85,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,113.516667,34.983333,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,113.666667,34.916667,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,113.566667,34.916667,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,115.116667,35.416667,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,NA,NA,the Yellow River,116.1,36.116667,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.116667,39.25,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,2.55,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.383333,39.283333,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,3.26,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.8,39.25,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,422,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.116667,39.166667,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.183333,39.166667,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,2.15,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.116667,39.15,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,5.35,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.216667,39.1,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,3.24,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.316667,39.066667,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,3.15,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.65,39.016667,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,11.7,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.733333,39.116667,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.116667,39.25,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,3.66,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.383333,39.283333,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,2.03,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.8,39.25,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,91.6,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.166667,39.183333,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,48.5,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.116667,39.166667,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,2.4,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.183333,39.166667,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,1.89,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.116667,39.15,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,3.21,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.216667,39.1,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,5.2,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.316667,39.066667,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,3.61,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.65,39.016667,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,9.22,μg/kg
Zhang_2022,China,NA,NA,the Hai River,117.733333,39.116667,sediments,2008,11,Tetracyclines,Oxytetracycline,OTC,1.48,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.816667,42.416667,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,4.09,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.833333,42.333333,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,2.38,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.633333,42.283333,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,122.066667,41.183333,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,NA,NA,the Liao River,121.9,41.116667,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,3.58,μg/kg
Zhang_2022,China,NA,NA,the Liao River,124.066667,41.9,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,14.6,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.916667,41.866667,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,76.59999999999998,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.783333,41.866667,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,25,μg/kg
Zhang_2022,China,NA,NA,the Liao River,123.433333,41.75,sediments,2008,7,Tetracyclines,Oxytetracycline,OTC,16.3,μg/kg
