dataset,country,province,city,author_loc_ref,lon,lat,sample_type,sam_Y,sam_M,ABX_cat,ABX_subcat,ABX_subcat_abbre,ABX_conc_mean,unit
Zhang_2022,China,Jiangsu,Nanjing,Lake Wulongtan,118.766202,32.045926,sediments,2012,1,Sulfonamides,Sulfadiazine,SDZ,0.14,μg/kg
Zhang_2022,China,Jiangsu,Nanjing,Lake Xuanwu,118.810868,32.07633,sediments,2012,1,Sulfonamides,Sulfadiazine,SDZ,0.08,μg/kg
Zhang_2022,China,Jiangsu,Nanjing,Lake Xuanwu,118.810868,32.07633,sediments,2012,1,Sulfonamides,Sulfadiazine,SDZ,0.49,μg/kg
Zhang_2022,China,Jiangsu,Nanjing,Lake Wulongtan,118.766202,32.045926,sediments,2012,1,Tetracyclines,Tetracycline,TC,0.32,μg/kg
Zhang_2022,China,Jiangsu,Nanjing,Lake Wulongtan,118.766202,32.045926,sediments,2012,1,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,Jiangsu,Nanjing,Lake Xuanwu,118.810868,32.07633,sediments,2012,1,Tetracyclines,Tetracycline,TC,NA,μg/kg
Zhang_2022,China,Jiangsu,Nanjing,Lake Xuanwu,118.810868,32.07633,sediments,2012,1,Tetracyclines,Tetracycline,TC,3.32,μg/kg
Zhang_2022,China,Jiangsu,Nanjing,Lake Wulongtan,118.766202,32.045926,sediments,2012,1,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,Jiangsu,Nanjing,Lake Wulongtan,118.766202,32.045926,sediments,2012,1,Tetracyclines,Oxytetracycline,OTC,0.14,μg/kg
Zhang_2022,China,Jiangsu,Nanjing,Lake Xuanwu,118.810868,32.07633,sediments,2012,1,Tetracyclines,Oxytetracycline,OTC,NA,μg/kg
Zhang_2022,China,Jiangsu,Nanjing,Lake Xuanwu,118.810868,32.07633,sediments,2012,1,Tetracyclines,Oxytetracycline,OTC,0.12,μg/kg
Zhang_2022,China,Jiangsu,Nanjing,Lake Wulongtan,118.766202,32.045926,sediments,2012,1,β-lactams,Ceftriaxone,CRO,0.44,μg/kg
Zhang_2022,China,Jiangsu,Nanjing,Lake Wulongtan,118.766202,32.045926,sediments,2012,1,β-lactams,Ceftriaxone,CRO,22.94,μg/kg
Zhang_2022,China,Jiangsu,Nanjing,Lake Xuanwu,118.810868,32.07633,sediments,2012,1,β-lactams,Ceftriaxone,CRO,0.74,μg/kg
Zhang_2022,China,Jiangsu,Nanjing,Lake Xuanwu,118.810868,32.07633,sediments,2012,1,β-lactams,Ceftriaxone,CRO,2.38,μg/kg
Zhang_2022,China,Jiangsu,Nanjing,Lake Wulongtan,118.766202,32.045926,sediments,2012,1,β-lactams,Cefazolin,CEZ,NA,μg/kg
Zhang_2022,China,Jiangsu,Nanjing,Lake Wulongtan,118.766202,32.045926,sediments,2012,1,β-lactams,Cefazolin,CEZ,4.52,μg/kg
Zhang_2022,China,Jiangsu,Nanjing,Lake Xuanwu,118.810868,32.07633,sediments,2012,1,β-lactams,Cefazolin,CEZ,NA,μg/kg
Zhang_2022,China,Jiangsu,Nanjing,Lake Xuanwu,118.810868,32.07633,sediments,2012,1,β-lactams,Cefazolin,CEZ,1.52,μg/kg
Zhang_2022,China,Shandong,NA,Yellow River Delta,119,38,sediments,2014,4,Fluoroquinolones,Ofloxacin,OFX,16.26,μg/kg
Zhang_2022,China,Shandong,NA,Yellow River Delta,119,38,sediments,2014,9,Fluoroquinolones,Ofloxacin,OFX,9.29,μg/kg
Zhang_2022,China,Shandong,NA,Yellow River Delta,119,38,sediments,2014,4,Fluoroquinolones,Norfloxacin,NFX,22.37,μg/kg
Zhang_2022,China,Shandong,NA,Yellow River Delta,119,38,sediments,2014,9,Fluoroquinolones,Norfloxacin,NFX,19.21,μg/kg
Zhang_2022,China,Shandong,NA,Yellow River Delta,119,38,sediments,2014,4,Fluoroquinolones,Enrofloxacin,EFX,7.04,μg/kg
Zhang_2022,China,Shandong,NA,Yellow River Delta,119,38,sediments,2014,9,Fluoroquinolones,Enrofloxacin,EFX,7.21,μg/kg
Zhang_2022,China,Shandong,NA,Yellow River Delta,119,38,sediments,2014,4,Fluoroquinolones,Ciprofloxacin,CFX,26.62,μg/kg
Zhang_2022,China,Shandong,NA,Yellow River Delta,119,38,sediments,2014,9,Fluoroquinolones,Ciprofloxacin,CFX,38.27,μg/kg
Zhang_2022,China,Shandong,NA,Yellow River Delta,119,38,sediments,2014,4,Macrolides,Roxithromycin,RTM,1.14,μg/kg
Zhang_2022,China,Shandong,NA,Yellow River Delta,119,38,sediments,2014,9,Macrolides,Roxithromycin,RTM,1.6,μg/kg
Zhang_2022,China,Shandong,NA,Yellow River Delta,119,38,sediments,2014,4,Macrolides,Erythromycin-H2O,ETM-H2O,2.11,μg/kg
Zhang_2022,China,Shandong,NA,Yellow River Delta,119,38,sediments,2014,9,Macrolides,Erythromycin-H2O,ETM-H2O,2.55,μg/kg
Zhang_2022,China,Shandong,NA,Yellow River Delta,119,38,sediments,2014,4,Tetracyclines,Tetracycline,TC,9.17,μg/kg
Zhang_2022,China,Shandong,NA,Yellow River Delta,119,38,sediments,2014,9,Tetracyclines,Tetracycline,TC,9.79,μg/kg
Zhang_2022,China,Shandong,NA,Yellow River Delta,119,38,sediments,2014,4,Tetracyclines,Oxytetracycline,OTC,3.31,μg/kg
Zhang_2022,China,Shandong,NA,Yellow River Delta,119,38,sediments,2014,9,Tetracyclines,Oxytetracycline,OTC,4.86,μg/kg
Zhang_2022,China,Guangdong,Zhanjiang,Gaoqiao mangrove national nature reserve,109.76,21.56,sediments,2012,NA,Fluoroquinolones,Ofloxacin,OFX,137.34555555555556,μg/kg
Zhang_2022,China,Guangdong,Zhanjiang,Gaoqiao mangrove national nature reserve,109.76,21.56,sediments,2012,NA,Fluoroquinolones,Norfloxacin,NFX,72.42722222222221,μg/kg
Zhang_2022,China,Guangdong,Zhanjiang,Gaoqiao mangrove national nature reserve,109.76,21.56,sediments,2012,NA,Fluoroquinolones,Enrofloxacin,EFX,100.32222222222222,μg/kg
Zhang_2022,China,Guangdong,Zhanjiang,Gaoqiao mangrove national nature reserve,109.76,21.56,sediments,2012,NA,Fluoroquinolones,Ciprofloxacin,CFX,85.99444444444445,μg/kg
Zhang_2022,China,Guangdong,Zhanjiang,Gaoqiao mangrove national nature reserve,109.76,21.56,sediments,2012,NA,Other,Florfenicol,FF,0.29333333333333333,μg/kg
Zhang_2022,China,Guangdong,Zhanjiang,Gaoqiao mangrove national nature reserve,109.76,21.56,sediments,2012,NA,Other,Chloramphenicol,CAP,0.4694444444444444,μg/kg
Zhang_2022,China,Guangdong,Zhanjiang,Gaoqiao mangrove national nature reserve,109.76,21.56,sediments,2012,NA,Sulfonamides,Sulfaquinoxaline,SQX,0.0711111111111111,μg/kg
Zhang_2022,China,Guangdong,Zhanjiang,Gaoqiao mangrove national nature reserve,109.76,21.56,sediments,2012,NA,Sulfonamides,Sulfamethazine,SMZ,12.996111111111112,μg/kg
Zhang_2022,China,Guangdong,Zhanjiang,Gaoqiao mangrove national nature reserve,109.76,21.56,sediments,2012,NA,Sulfonamides,Sulfamethazine,SMZ,0.33944444444444444,μg/kg
Zhang_2022,China,Guangdong,Zhanjiang,Gaoqiao mangrove national nature reserve,109.76,21.56,sediments,2012,NA,Sulfonamides,Sulfamethoxazole,SMX,0.4799999999999999,μg/kg
Zhang_2022,China,Guangdong,Zhanjiang,Gaoqiao mangrove national nature reserve,109.76,21.56,sediments,2012,NA,Sulfonamides,Sulfadiazine,SDZ,0.5611111111111112,μg/kg
Zhang_2022,China,Guangdong,Zhanjiang,Gaoqiao mangrove national nature reserve,109.76,21.56,sediments,2012,NA,Sulfonamides,Sulfadimethoxypyrimidine,SDT,0.0266666666666667,μg/kg
Zhang_2022,China,Guangdong,Zhanjiang,Gaoqiao mangrove national nature reserve,109.76,21.56,sediments,2012,NA,Tetracyclines,Tetracycline,TC,4.378333333333334,μg/kg
Zhang_2022,China,Guangdong,Zhanjiang,Gaoqiao mangrove national nature reserve,109.76,21.56,sediments,2012,NA,Tetracyclines,Oxytetracycline,OTC,4.520555555555555,μg/kg
Zhang_2022,China,Guangdong,Zhanjiang,Gaoqiao mangrove national nature reserve,109.76,21.56,sediments,2012,NA,Tetracyclines,Chlortetracycline,CTC,7.0488888888888885,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Fluoroquinolones,Sarafloxacin,SAR,1.2,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Fluoroquinolones,Sarafloxacin,SAR,1.55,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Fluoroquinolones,Pefloxacin,PEF,0.55,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Fluoroquinolones,Pefloxacin,PEF,1.14,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Fluoroquinolones,Ofloxacin,OFX,1.05,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Fluoroquinolones,Ofloxacin,OFX,3.31,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Fluoroquinolones,Norfloxacin,NFX,2.3,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Fluoroquinolones,Norfloxacin,NFX,2.35,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Fluoroquinolones,Marbofloxacin,MAR,0.11,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Fluoroquinolones,Marbofloxacin,MAR,0.54,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Fluoroquinolones,Lomefloxacin,LFX,0.39,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Fluoroquinolones,Lomefloxacin,LFX,1.16,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Fluoroquinolones,Fleroxacin,FL,0.17,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Fluoroquinolones,Fleroxacin,FL,3.02,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Fluoroquinolones,Enrofloxacin,EFX,3.25,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Fluoroquinolones,Enrofloxacin,EFX,7.73,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Fluoroquinolones,Difloxacin,DIF,0.58,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Fluoroquinolones,Difloxacin,DIF,5.4,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Fluoroquinolones,Danofloxacin,DAN,0.4,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Fluoroquinolones,Danofloxacin,DAN,4.14,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Fluoroquinolones,Ciprofloxacin,CFX,2.17,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Fluoroquinolones,Ciprofloxacin,CFX,10.6,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Macrolides,Roxithromycin,RTM,0.35,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Macrolides,Roxithromycin,RTM,0.12,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Macrolides,Leucomycin,LCM,NA,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Macrolides,Leucomycin,LCM,0.03,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Macrolides,Erythromycin-H2O,ETM-H2O,0.04,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Macrolides,Erythromycin-H2O,ETM-H2O,NA,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Macrolides,Azithromycin,AZM,NA,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Macrolides,Azithromycin,AZM,NA,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Other,Narasin,NRS,NA,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Other,Narasin,NRS,0.03,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Other,Lincomycin,LIN,NA,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Other,Lincomycin,LIN,NA,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Other,Florfenicol,FF,NA,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Other,Florfenicol,FF,0.02,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Sulfonamides,Trimethoprim,TMP,0.17,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Sulfonamides,Trimethoprim,TMP,0.03,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Sulfonamides,Sulfathiazole,STZ,NA,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Sulfonamides,Sulfathiazole,STZ,NA,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Sulfonamides,Sulfaquinoxaline,SQX,0.01,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Sulfonamides,Sulfaquinoxaline,SQX,NA,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Sulfonamides,Sulfapyridine,SPD,0.01,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Sulfonamides,Sulfapyridine,SPD,0.01,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Sulfonamides,Sulfamethazine,SMZ,0.03,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Sulfonamides,Sulfamethazine,SMZ,0.01,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Sulfonamides,Sulfamethoxazole,SMX,0.01,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Sulfonamides,Sulfamethoxazole,SMX,NA,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Sulfonamides,Sulfamonomethoxine,SMM,0.05,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Sulfonamides,Sulfamonomethoxine,SMM,0.02,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Sulfonamides,Sulfadoxine,SDX,0.08,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Sulfonamides,Sulfadoxine,SDX,0.01,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Sulfonamides,Sulfachloryridazine,SCP,NA,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Sulfonamides,Sulfachloryridazine,SCP,0.01,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Sulfonamides,Sulfacetamide,SCM,NA,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Sulfonamides,Sulfacetamide,SCM,NA,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Tetracyclines,Tetracycline,TC,1.03,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Tetracyclines,Tetracycline,TC,0.2,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Tetracyclines,Oxytetracycline,OTC,0.46,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Tetracyclines,Oxytetracycline,OTC,0.14,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Tetracyclines,Doxycycline,DXC,2.15,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Tetracyclines,Doxycycline,DXC,1.15,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2014,5,Tetracyclines,Chlortetracycline,CTC,0.48,μg/kg
Zhang_2022,China,Jiangsu,NA,Lake Taihu,120.162041,31.217356,sediments,2013,11,Tetracyclines,Chlortetracycline,CTC,0.62,μg/kg
Zhang_2022,China,Heilongjiang,Harbin,NA,126.534967,45.803775,municipal sludge,NA,NA,Sulfonamides,Sulfaquinoxaline,SQX,2.795,μg/kg
Zhang_2022,China,Heilongjiang,Harbin,NA,126.534967,45.803775,municipal sludge,NA,NA,Sulfonamides,Sulfaphenazole,SPZ,0,μg/kg
Zhang_2022,China,Heilongjiang,Harbin,NA,126.534967,45.803775,municipal sludge,NA,NA,Sulfonamides,Sulfapyridine,SPD,7.9049999999999985,μg/kg
Zhang_2022,China,Heilongjiang,Harbin,NA,126.534967,45.803775,municipal sludge,NA,NA,Sulfonamides,Sulfanitran,SNT,0,μg/kg
Zhang_2022,China,Heilongjiang,Harbin,NA,126.534967,45.803775,municipal sludge,NA,NA,Sulfonamides,Sulfamerazine,SMZ1,0,μg/kg
Zhang_2022,China,Heilongjiang,Harbin,NA,126.534967,45.803775,municipal sludge,NA,NA,Sulfonamides,Sulfamethoxazole,SMX,6.905,μg/kg
Zhang_2022,China,Heilongjiang,Harbin,NA,126.534967,45.803775,municipal sludge,NA,NA,Sulfonamides,Sulfamonomethoxine,SMM,0,μg/kg
Zhang_2022,China,Heilongjiang,Harbin,NA,126.534967,45.803775,municipal sludge,NA,NA,Sulfonamides,Sulfameter,SME,0,μg/kg
Zhang_2022,China,Heilongjiang,Harbin,NA,126.534967,45.803775,municipal sludge,NA,NA,Sulfonamides,Sulfadiazine,SDZ,11.329999999999998,μg/kg
Zhang_2022,China,Heilongjiang,Harbin,NA,126.534967,45.803775,municipal sludge,NA,NA,Sulfonamides,Sulfadimidine,SDMD,17.06,μg/kg
Zhang_2022,China,Heilongjiang,NA,Songhua River,127.386601,45.915739,sediments,NA,NA,Sulfonamides,Sulfaquinoxaline,SQX,NA,μg/kg
Zhang_2022,China,Heilongjiang,NA,Songhua River,127.386601,45.915739,sediments,NA,NA,Sulfonamides,Sulfaphenazole,SPZ,NA,μg/kg
Zhang_2022,China,Heilongjiang,NA,Songhua River,127.386601,45.915739,sediments,NA,NA,Sulfonamides,Sulfapyridine,SPD,NA,μg/kg
Zhang_2022,China,Heilongjiang,NA,Songhua River,127.386601,45.915739,sediments,NA,NA,Sulfonamides,Sulfanitran,SNT,NA,μg/kg
Zhang_2022,China,Heilongjiang,NA,Songhua River,127.386601,45.915739,sediments,NA,NA,Sulfonamides,Sulfamerazine,SMZ1,NA,μg/kg
Zhang_2022,China,Heilongjiang,NA,Songhua River,127.386601,45.915739,sediments,NA,NA,Sulfonamides,Sulfamethoxazole,SMX,NA,μg/kg
Zhang_2022,China,Heilongjiang,NA,Songhua River,127.386601,45.915739,sediments,NA,NA,Sulfonamides,Sulfamonomethoxine,SMM,NA,μg/kg
Zhang_2022,China,Heilongjiang,NA,Songhua River,127.386601,45.915739,sediments,NA,NA,Sulfonamides,Sulfameter,SME,NA,μg/kg
Zhang_2022,China,Heilongjiang,NA,Songhua River,127.386601,45.915739,sediments,NA,NA,Sulfonamides,Sulfadiazine,SDZ,0.5775,μg/kg
Zhang_2022,China,Heilongjiang,NA,Songhua River,127.386601,45.915739,sediments,NA,NA,Sulfonamides,Sulfadimidine,SDMD,0.4125,μg/kg
Zhang_2022,China,Jilin,Changchun,NA,125.323544,43.817071,soil,NA,NA,Sulfonamides,Sulfaquinoxaline,SQX,NA,μg/kg
Zhang_2022,China,Jilin,Changchun,NA,125.323544,43.817071,soil,NA,NA,Sulfonamides,Sulfaphenazole,SPZ,NA,μg/kg
Zhang_2022,China,Jilin,Changchun,NA,125.323544,43.817071,soil,NA,NA,Sulfonamides,Sulfapyridine,SPD,NA,μg/kg
Zhang_2022,China,Jilin,Changchun,NA,125.323544,43.817071,soil,NA,NA,Sulfonamides,Sulfanitran,SNT,NA,μg/kg
Zhang_2022,China,Jilin,Changchun,NA,125.323544,43.817071,soil,NA,NA,Sulfonamides,Sulfamerazine,SMZ1,NA,μg/kg
Zhang_2022,China,Jilin,Changchun,NA,125.323544,43.817071,soil,NA,NA,Sulfonamides,Sulfamethoxazole,SMX,NA,μg/kg
Zhang_2022,China,Jilin,Changchun,NA,125.323544,43.817071,soil,NA,NA,Sulfonamides,Sulfamonomethoxine,SMM,NA,μg/kg
Zhang_2022,China,Jilin,Changchun,NA,125.323544,43.817071,soil,NA,NA,Sulfonamides,Sulfameter,SME,NA,μg/kg
Zhang_2022,China,Jilin,Changchun,NA,125.323544,43.817071,soil,NA,NA,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,Jilin,Changchun,NA,125.323544,43.817071,soil,NA,NA,Sulfonamides,Sulfadimidine,SDMD,NA,μg/kg
Zhang_2022,China,Jilin,Yanbian Korean Autonomous Prefecture,NA,128.232013,43.372413,soil,NA,NA,Sulfonamides,Sulfaquinoxaline,SQX,NA,μg/kg
Zhang_2022,China,Jilin,Yanbian Korean Autonomous Prefecture,NA,128.232013,43.372413,soil,NA,NA,Sulfonamides,Sulfaphenazole,SPZ,NA,μg/kg
Zhang_2022,China,Jilin,Yanbian Korean Autonomous Prefecture,NA,128.232013,43.372413,soil,NA,NA,Sulfonamides,Sulfapyridine,SPD,NA,μg/kg
Zhang_2022,China,Jilin,Yanbian Korean Autonomous Prefecture,NA,128.232013,43.372413,soil,NA,NA,Sulfonamides,Sulfanitran,SNT,NA,μg/kg
Zhang_2022,China,Jilin,Yanbian Korean Autonomous Prefecture,NA,128.232013,43.372413,soil,NA,NA,Sulfonamides,Sulfamerazine,SMZ1,NA,μg/kg
Zhang_2022,China,Jilin,Yanbian Korean Autonomous Prefecture,NA,128.232013,43.372413,soil,NA,NA,Sulfonamides,Sulfamethoxazole,SMX,NA,μg/kg
Zhang_2022,China,Jilin,Yanbian Korean Autonomous Prefecture,NA,128.232013,43.372413,soil,NA,NA,Sulfonamides,Sulfamonomethoxine,SMM,NA,μg/kg
Zhang_2022,China,Jilin,Yanbian Korean Autonomous Prefecture,NA,128.232013,43.372413,soil,NA,NA,Sulfonamides,Sulfameter,SME,NA,μg/kg
Zhang_2022,China,Jilin,Yanbian Korean Autonomous Prefecture,NA,128.232013,43.372413,soil,NA,NA,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,Jilin,Yanbian Korean Autonomous Prefecture,NA,128.232013,43.372413,soil,NA,NA,Sulfonamides,Sulfadimidine,SDMD,NA,μg/kg
Zhang_2022,China,Jiangsu,NA,NA,120,33.75,soil,2009,4,Fluoroquinolones,Enrofloxacin,EFX,NA,μg/kg
Zhang_2022,China,Jiangsu,NA,NA,120,33.75,soil,2009,4,Fluoroquinolones,Ciprofloxacin,CFX,9,μg/kg
Zhang_2022,China,Jiangsu,NA,NA,120,33.75,soil,2009,4,Other,Florfenicol,FF,4,μg/kg
Zhang_2022,China,Jiangsu,NA,NA,120,33.75,soil,2009,4,Other,Cyromazine,CY,7.6,μg/kg
Zhang_2022,China,Jiangsu,NA,NA,120,33.75,soil,2009,4,Sulfonamides,Sulfaquinoxaline,SQX,NA,μg/kg
Zhang_2022,China,Jiangsu,NA,NA,120,33.75,soil,2009,4,Sulfonamides,Sulfamethazine,SMZ,15.3,μg/kg
Zhang_2022,China,Jiangsu,NA,NA,120,33.75,soil,2009,4,Sulfonamides,Sulfamethoxazole,SMX,5.9,μg/kg
Zhang_2022,China,Jiangsu,NA,NA,120,33.75,soil,2009,4,Sulfonamides,Sulfadiazine,SDZ,NA,μg/kg
Zhang_2022,China,Jiangsu,NA,NA,120,33.75,soil,2009,4,Sulfonamides,Sulfadoxine,SDX,NA,μg/kg
Zhang_2022,China,Jiangsu,NA,NA,120,33.75,soil,2009,4,Tetracyclines,Tetracycline,TC,26,μg/kg
Zhang_2022,China,Jiangsu,NA,NA,120,33.75,soil,2009,4,Tetracyclines,Oxytetracycline,OTC,34.4,μg/kg
Zhang_2022,China,Jiangsu,NA,NA,120,33.75,soil,2009,4,Tetracyclines,Doxycycline,DXC,7,μg/kg
Zhang_2022,China,Jiangsu,NA,NA,120,33.75,soil,2009,4,Tetracyclines,Chlortetracycline,CTC,256,μg/kg
Zhang_2022,China,Henan,NA,Weihe River,114.446667,35.585278,sediments,2014,8,Fluoroquinolones,Ofloxacin,OFX,10.6,μg/kg
Zhang_2022,China,Henan,NA,Weihe River,114.446667,35.585278,sediments,2014,8,Fluoroquinolones,Norfloxacin,NFX,16.4,μg/kg
Zhang_2022,China,Henan,NA,Weihe River,114.446667,35.585278,sediments,2014,8,Fluoroquinolones,Enrofloxacin,EFX,4.1,μg/kg
Zhang_2022,China,Henan,NA,Weihe River,114.446667,35.585278,sediments,2014,8,Fluoroquinolones,Ciprofloxacin,CFX,4.3,μg/kg
Zhang_2022,China,Henan,NA,Weihe River,114.446667,35.585278,sediments,2014,8,Sulfonamides,Sulfamethazine,SMZ,5.2,μg/kg
Zhang_2022,China,Henan,NA,Weihe River,114.446667,35.585278,sediments,2014,8,Sulfonamides,Sulfamethoxazole,SMX,13.3,μg/kg
Zhang_2022,China,Henan,NA,Weihe River,114.446667,35.585278,sediments,2014,8,Sulfonamides,Sulfadiazine,SDZ,4.5,μg/kg
Zhang_2022,China,Henan,NA,Weihe River,114.446667,35.585278,sediments,2014,8,Sulfonamides,Sulfachloropyridazine,SCP,2.2,μg/kg
