dataset,country,province,city,author_loc_ref,lon,lat,sample_type,sam_Y,sam_M,ABX_cat,ABX_subcat,ABX_subcat_clean,ABX_subcat_abbre,ABX_conc_mean,unit,abx
Zhang_2022,China,Shandong,Yantai,NA,121.119055,36.651358,sediments,2018,11,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,24.36,μg/kg,enrofloxacin
Zhang_2022,China,Shandong,Yantai,NA,121.045599,36.621305,sediments,2018,11,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,1,μg/kg,enrofloxacin
Zhang_2022,China,Shandong,Yantai,NA,121.006167,36.640879,sediments,2018,11,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,0.23,μg/kg,enrofloxacin
Zhang_2022,China,Shandong,Yantai,NA,121.013829,36.640111,sediments,2018,11,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,0.47,μg/kg,enrofloxacin
Zhang_2022,China,Shandong,Yantai,NA,121.008671,36.647354,sediments,2018,11,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,0.2,μg/kg,enrofloxacin
Zhang_2022,China,Shandong,Yantai,NA,121.006167,36.640879,sediments,2018,8,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,0.26,μg/kg,ciprofloxacin
Zhang_2022,China,Shandong,Yantai,NA,121.008671,36.647354,sediments,2018,8,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,0.4,μg/kg,ciprofloxacin
Zhang_2022,China,Shandong,Yantai,NA,121.119055,36.651358,sediments,2018,11,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,5.75,μg/kg,ciprofloxacin
Zhang_2022,China,Shandong,Yantai,NA,121.045599,36.621305,sediments,2018,11,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,0.22,μg/kg,ciprofloxacin
Zhang_2022,China,Shandong,Yantai,NA,121.013829,36.640111,sediments,2018,11,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,0.54,μg/kg,ciprofloxacin
Zhang_2022,China,Shandong,Yantai,NA,121.008671,36.647354,sediments,2018,11,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,0.22,μg/kg,ciprofloxacin
Zhang_2022,China,Shandong,Yantai,NA,121.153602,36.680283,sediments,2018,11,Macrolides,Roxithromycin,roxithromycin,RTM,5,μg/kg,roxithromycin
Zhang_2022,China,Shandong,Yantai,NA,121.153602,36.680283,sediments,2018,11,Macrolides,Clarithromycin,clarithromycin,CTM,0.43,μg/kg,clarithromycin
Zhang_2022,China,Shandong,Yantai,NA,121.110786,36.648311,sediments,2018,8,Sulfonamides,Trimethoprim,trimethoprim,TMP,0.46,μg/kg,trimethoprim
Zhang_2022,China,Shandong,Yantai,NA,121.110786,36.648224,sediments,2018,8,Sulfonamides,Trimethoprim,trimethoprim,TMP,0.09,μg/kg,trimethoprim
Zhang_2022,China,Shandong,Yantai,NA,121.153602,36.680283,sediments,2018,11,Sulfonamides,Trimethoprim,trimethoprim,TMP,0.11,μg/kg,trimethoprim
Zhang_2022,China,Shandong,Yantai,NA,121.110786,36.648224,sediments,2018,11,Sulfonamides,Trimethoprim,trimethoprim,TMP,6.58,μg/kg,trimethoprim
Zhang_2022,China,Shandong,Yantai,NA,121.119055,36.651358,sediments,2018,11,Sulfonamides,Trimethoprim,trimethoprim,TMP,0.07,μg/kg,trimethoprim
Zhang_2022,China,Shandong,Yantai,NA,121.006167,36.640879,sediments,2018,11,Sulfonamides,Trimethoprim,trimethoprim,TMP,0.27,μg/kg,trimethoprim
Zhang_2022,China,Shandong,Yantai,NA,121.013829,36.640111,sediments,2018,11,Sulfonamides,Trimethoprim,trimethoprim,TMP,0.07,μg/kg,trimethoprim
Zhang_2022,China,Shandong,Yantai,NA,121.045599,36.621305,sediments,2018,8,Sulfonamides,Sulfaquinoxaline,sulfaquinoxaline,SQX,0.19,μg/kg,sulfaquinoxaline
Zhang_2022,China,Shandong,Yantai,NA,121.110786,36.648224,sediments,2018,11,Sulfonamides,Sulfaquinoxaline,sulfaquinoxaline,SQX,0.16,μg/kg,sulfaquinoxaline
Zhang_2022,China,Shandong,Yantai,NA,121.110786,36.648224,sediments,2018,8,Sulfonamides,sulfamethazine,sulfamethazine,SMZ,0.08,μg/kg,sulfamethazine
Zhang_2022,China,Shandong,Yantai,NA,121.110786,36.648224,sediments,2018,11,Sulfonamides,sulfamethazine,sulfamethazine,SMZ,0.08,μg/kg,sulfamethazine
Zhang_2022,China,Shandong,Yantai,NA,121.110786,36.648311,sediments,2018,8,Sulfonamides,Sulfamethoxazole,sulfamethoxazole,SMX,0.09,μg/kg,sulfamethoxazole
Zhang_2022,China,Shandong,Yantai,NA,121.110786,36.648224,sediments,2018,8,Sulfonamides,Sulfamethoxazole,sulfamethoxazole,SMX,0.09,μg/kg,sulfamethoxazole
Zhang_2022,China,Shandong,Yantai,NA,121.153602,36.680283,sediments,2018,11,Sulfonamides,Sulfamethoxazole,sulfamethoxazole,SMX,0.09,μg/kg,sulfamethoxazole
Zhang_2022,China,Shandong,Yantai,NA,121.110786,36.648224,sediments,2018,11,Sulfonamides,Sulfamethoxazole,sulfamethoxazole,SMX,2.55,μg/kg,sulfamethoxazole
Zhang_2022,China,Shandong,Yantai,NA,121.119055,36.651358,sediments,2018,11,Sulfonamides,Sulfamethoxazole,sulfamethoxazole,SMX,0.38,μg/kg,sulfamethoxazole
Zhang_2022,China,Shandong,Yantai,NA,121.045599,36.621305,sediments,2018,11,Sulfonamides,Sulfamethoxazole,sulfamethoxazole,SMX,0.08,μg/kg,sulfamethoxazole
Zhang_2022,China,Shandong,Yantai,NA,121.013829,36.640111,sediments,2018,11,Sulfonamides,Sulfamethoxazole,sulfamethoxazole,SMX,0.26,μg/kg,sulfamethoxazole
Zhang_2022,China,Shandong,Yantai,NA,121.110786,36.648311,sediments,2018,8,Sulfonamides,Sulfadiazine,sulfadiazine,SDZ,0.19,μg/kg,sulfadiazine
Zhang_2022,China,Shandong,Yantai,NA,121.110786,36.648224,sediments,2018,8,Sulfonamides,Sulfadiazine,sulfadiazine,SDZ,0.44,μg/kg,sulfadiazine
Zhang_2022,China,Shandong,Yantai,NA,121.110786,36.648224,sediments,2018,11,Sulfonamides,Sulfadiazine,sulfadiazine,SDZ,0.29,μg/kg,sulfadiazine
Zhang_2022,China,Shandong,Yantai,NA,121.110786,36.648224,sediments,2018,8,Tetracyclines,Tetracycline,tetracycline,TC,7.43,μg/kg,tetracycline
Zhang_2022,China,Shandong,Yantai,NA,121.119055,36.651358,sediments,2018,11,Tetracyclines,Tetracycline,tetracycline,TC,0.51,μg/kg,tetracycline
Zhang_2022,China,Shandong,Yantai,NA,121.110786,36.648311,sediments,2018,8,Tetracyclines,Oxytetracycline,oxytetracycline,OTC,5.04,μg/kg,oxytetracycline
Zhang_2022,China,Shandong,Yantai,NA,121.110786,36.648224,sediments,2018,8,Tetracyclines,Oxytetracycline,oxytetracycline,OTC,1478,μg/kg,oxytetracycline
Zhang_2022,China,Shandong,Yantai,NA,121.119055,36.651358,sediments,2018,8,Tetracyclines,Oxytetracycline,oxytetracycline,OTC,5.46,μg/kg,oxytetracycline
Zhang_2022,China,Shandong,Yantai,NA,121.153602,36.680283,sediments,2018,11,Tetracyclines,Oxytetracycline,oxytetracycline,OTC,0.72,μg/kg,oxytetracycline
Zhang_2022,China,Shandong,Yantai,NA,121.110786,36.648224,sediments,2018,11,Tetracyclines,Oxytetracycline,oxytetracycline,OTC,59.78,μg/kg,oxytetracycline
Zhang_2022,China,Shandong,Yantai,NA,121.119055,36.651358,sediments,2018,11,Tetracyclines,Oxytetracycline,oxytetracycline,OTC,44.09,μg/kg,oxytetracycline
Zhang_2022,China,Shandong,Yantai,NA,121.006167,36.640879,sediments,2018,11,Tetracyclines,Oxytetracycline,oxytetracycline,OTC,30.74,μg/kg,oxytetracycline
Zhang_2022,China,Shandong,Yantai,NA,121.110786,36.648311,sediments,2018,8,Tetracyclines,Doxycycline,doxycycline,DXC,0.26,μg/kg,doxycycline
Zhang_2022,China,Shandong,Yantai,NA,121.110786,36.648224,sediments,2018,8,Tetracyclines,Doxycycline,doxycycline,DXC,0.18,μg/kg,doxycycline
Zhang_2022,China,Shandong,Yantai,NA,121.153602,36.680283,sediments,2018,11,Tetracyclines,Doxycycline,doxycycline,DXC,0.16,μg/kg,doxycycline
Zhang_2022,China,Shandong,Yantai,NA,121.119055,36.651358,sediments,2018,11,Tetracyclines,Doxycycline,doxycycline,DXC,0.24,μg/kg,doxycycline
Zhang_2022,China,Henan,Xinxiang,NA,113.9268,35.303004,soil,2016,9,Sulfonamides,Sulfamethazine,sulfamethazine,SMZ,5.54,μg/kg,sulfamethazine
Zhang_2022,China,Henan,Xinxiang,NA,113.9268,35.303004,soil,2016,9,Sulfonamides,Sulfamonomethoxine,sulfamonomethoxine,SMM,11.02,μg/kg,sulfamonomethoxine
Zhang_2022,China,Henan,Xinxiang,NA,113.9268,35.303004,soil,2016,9,Sulfonamides,Sulfadiazine,sulfadiazine,SDZ,54.17,μg/kg,sulfadiazine
Zhang_2022,China,Qinghai,Xining,Huangshui River,101.778756,36.616288,sediments,2018,7,Macrolides,Clarithromycin,clarithromycin,CTM,0.44,μg/kg,clarithromycin
Zhang_2022,China,Qinghai,Xining,Huangshui River,101.778756,36.616288,sediments,2018,7,Macrolides,Azithromycin,azithromycin,AZM,0.45,μg/kg,azithromycin
Zhang_2022,China,Qinghai,Xining,Huangshui River,101.778756,36.616288,sediments,2018,7,Macrolides,Anhydroerythromycin,anhydroerythromycin,AETM,0.855,μg/kg,erythromycin
Zhang_2022,China,Qinghai,Xining,Huangshui River,101.778756,36.616288,sediments,2018,7,Other,Clindamycin,clindamycin,CLIN,0.625,μg/kg,clindamycin
Zhang_2022,China,Guangxi,NA,Beibu Gulf,109.113082,21.474916,sediments,2018,4,Fluoroquinolones,Ofloxacin,ofloxacin,OFX,0.48,μg/kg,ofloxacin
Zhang_2022,China,Guangxi,NA,Beibu Gulf,109.113082,21.474916,sediments,2018,4,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,5.08,μg/kg,ciprofloxacin
Zhang_2022,China,Guangxi,NA,Beibu Gulf,109.113082,21.474916,sediments,2018,4,Sulfonamides,Sulfamethoxazole,sulfamethoxazole,SMX,0.22,μg/kg,sulfamethoxazole
Zhang_2022,China,Guangxi,NA,Beibu Gulf,109.113082,21.474916,sediments,2018,4,Sulfonamides,Sulfadiazine,sulfadiazine,SDZ,0.36,μg/kg,sulfadiazine
Zhang_2022,China,Guangxi,NA,Beibu Gulf,109.113082,21.474916,sediments,2018,4,Tetracyclines,Tetracycline,tetracycline,TC,9.28,μg/kg,tetracycline
Zhang_2022,China,Guangxi,NA,Beibu Gulf,109.113082,21.474916,sediments,2018,4,Tetracyclines,Oxytetracycline,oxytetracycline,OTC,2.11,μg/kg,oxytetracycline
Zhang_2022,China,Guangxi,NA,Beibu Gulf,109.113082,21.474916,sediments,2018,4,Tetracyclines,Doxycycline,doxycycline,DXC,15.61,μg/kg,doxycycline
Zhang_2022,China,Guangxi,NA,Beibu Gulf,109.113082,21.474916,sediments,2018,4,Tetracyclines,Chlortetracycline,chlortetracycline,CTC,43.38,μg/kg,chlortetracycline
Zhang_2022,China,Zhejiang,NA,"the East China Sea: Hangzhou Bay, Xiangshan Bay and Taizhou Bay",120.567413,30.276231,sediments,2018,4,Fluoroquinolones,Tosufloxacin tosylate,tosufloxacin,TSFX,2.79,μg/kg,tosufloxacin
Zhang_2022,China,Zhejiang,NA,"the East China Sea: Hangzhou Bay, Xiangshan Bay and Taizhou Bay",120.567413,30.276231,sediments,2018,4,Fluoroquinolones,Oxolinic acid,oxolinic acid,OLA,3.71,μg/kg,oxolinic acid
Zhang_2022,China,Zhejiang,NA,"the East China Sea: Hangzhou Bay, Xiangshan Bay and Taizhou Bay",120.567413,30.276231,sediments,2018,4,Fluoroquinolones,Ofloxacin,ofloxacin,OFX,2.685,μg/kg,ofloxacin
Zhang_2022,China,Zhejiang,NA,"the East China Sea: Hangzhou Bay, Xiangshan Bay and Taizhou Bay",120.567413,30.276231,sediments,2018,4,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,2.31,μg/kg,norfloxacin
Zhang_2022,China,Zhejiang,NA,"the East China Sea: Hangzhou Bay, Xiangshan Bay and Taizhou Bay",120.567413,30.276231,sediments,2018,4,Fluoroquinolones,Nadifloxacin,nadifloxacin,NDFX,3.82,μg/kg,nadifloxacin
Zhang_2022,China,Zhejiang,NA,"the East China Sea: Hangzhou Bay, Xiangshan Bay and Taizhou Bay",120.567413,30.276231,sediments,2018,4,Fluoroquinolones,Marbofloxacin,marbofloxacin,MAR,2.685,μg/kg,marbofloxacin
Zhang_2022,China,Zhejiang,NA,"the East China Sea: Hangzhou Bay, Xiangshan Bay and Taizhou Bay",120.567413,30.276231,sediments,2018,4,Fluoroquinolones,Flumequine,flumequine,FLU,4.055,μg/kg,flumequine
Zhang_2022,China,Zhejiang,NA,"the East China Sea: Hangzhou Bay, Xiangshan Bay and Taizhou Bay",120.567413,30.276231,sediments,2018,4,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,4.055,μg/kg,enrofloxacin
Zhang_2022,China,Zhejiang,NA,"the East China Sea: Hangzhou Bay, Xiangshan Bay and Taizhou Bay",120.567413,30.276231,sediments,2018,4,Fluoroquinolones,Cinoxacin,cinoxacin,CIN,4.235,μg/kg,cinoxacin
Zhang_2022,China,Zhejiang,NA,"the East China Sea: Hangzhou Bay, Xiangshan Bay and Taizhou Bay",120.567413,30.276231,sediments,2018,4,Macrolides,Roxithromycin,roxithromycin,RTM,1.97,μg/kg,roxithromycin
Zhang_2022,China,Zhejiang,NA,"the East China Sea: Hangzhou Bay, Xiangshan Bay and Taizhou Bay",120.567413,30.276231,sediments,2018,4,Macrolides,Erythromycin-H2O,erythromycin-h2o,ETM-H2O,22.61,μg/kg,erythromycin
Zhang_2022,China,Zhejiang,NA,"the East China Sea: Hangzhou Bay, Xiangshan Bay and Taizhou Bay",120.567413,30.276231,sediments,2018,4,Macrolides,Clarithromycin,clarithromycin,CTM,4.99,μg/kg,clarithromycin
Zhang_2022,China,Zhejiang,NA,"the East China Sea: Hangzhou Bay, Xiangshan Bay and Taizhou Bay",120.567413,30.276231,sediments,2018,4,Macrolides,Azithromycin,azithromycin,AZM,0.61,μg/kg,azithromycin
Zhang_2022,China,Zhejiang,NA,"the East China Sea: Hangzhou Bay, Xiangshan Bay and Taizhou Bay",120.567413,30.276231,sediments,2018,4,Other,Lincomycin hydrochloride,lincomycin,LIN-HCL,0.92,μg/kg,lincomycin
Zhang_2022,China,Zhejiang,NA,"the East China Sea: Hangzhou Bay, Xiangshan Bay and Taizhou Bay",120.567413,30.276231,sediments,2018,4,Other,Clindamycin hydrochloride,clindamycin,CLIN-HCL,9.47,μg/kg,clindamycin
Zhang_2022,China,Zhejiang,NA,"the East China Sea: Hangzhou Bay, Xiangshan Bay and Taizhou Bay",120.567413,30.276231,sediments,2018,4,Sulfonamides,Sulfapyridine,sulfapyridine,SPD,2.47,μg/kg,sulfapyridine
Zhang_2022,China,Zhejiang,NA,"the East China Sea: Hangzhou Bay, Xiangshan Bay and Taizhou Bay",120.567413,30.276231,sediments,2018,4,Sulfonamides,Sulfamethoxypyridazine,sulfamethoxypyridazine,SMP,3.24,μg/kg,sulfamethoxypyridazine
Zhang_2022,China,Zhejiang,NA,"the East China Sea: Hangzhou Bay, Xiangshan Bay and Taizhou Bay",120.567413,30.276231,sediments,2018,4,Sulfonamides,Sulfamoxole,sulfamoxole,SMO,1.005,μg/kg,sulfamoxole
Zhang_2022,China,Zhejiang,NA,"the East China Sea: Hangzhou Bay, Xiangshan Bay and Taizhou Bay",120.567413,30.276231,sediments,2018,4,Sulfonamides,Sulfameter,sulfameter,SME,0.38,μg/kg,sulfameter
Zhang_2022,China,Zhejiang,NA,"the East China Sea: Hangzhou Bay, Xiangshan Bay and Taizhou Bay",120.567413,30.276231,sediments,2018,4,Sulfonamides,Sulfadiazine,sulfadiazine,SDZ,10.83,μg/kg,sulfadiazine
Zhang_2022,China,Zhejiang,NA,"the East China Sea: Hangzhou Bay, Xiangshan Bay and Taizhou Bay",120.567413,30.276231,sediments,2018,4,Sulfonamides,Sulfachloropyridazine,sulfachloropyridazine,SCP,2.12,μg/kg,sulfachloropyridazine
Zhang_2022,China,Zhejiang,NA,"the East China Sea: Hangzhou Bay, Xiangshan Bay and Taizhou Bay",120.567413,30.276231,sediments,2018,4,Tetracyclines,Methacycline hydrochloride,methacycline,MTC-HCL,0.44,μg/kg,methacycline
Zhang_2022,China,Zhejiang,NA,"the East China Sea: Hangzhou Bay, Xiangshan Bay and Taizhou Bay",120.567413,30.276231,sediments,2018,4,Tetracyclines,Minocycline hydrochloride,minocycline,MC-HCL,0.375,μg/kg,minocycline
Zhang_2022,China,Zhejiang,NA,"the East China Sea: Hangzhou Bay, Xiangshan Bay and Taizhou Bay",120.567413,30.276231,sediments,2018,4,Tetracyclines,4-Epichlortetracycline hydrochloride,4-epichlortetracycline,EOTC-HCL,0.14,μg/kg,chlortetracycline
Zhang_2022,China,Zhejiang,NA,"the East China Sea: Hangzhou Bay, Xiangshan Bay and Taizhou Bay",120.567413,30.276231,sediments,2018,4,Tetracyclines,Demeclocycline hydrochloride,demeclocycline,DCTC-HCL,0.215,μg/kg,demeclocycline
Zhang_2022,China,Shanghai,NA,East China Sea coast in Shanghai,121.906389,30.954444,sediments,2018,NA,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,0.341,μg/kg,norfloxacin
Zhang_2022,China,Shanghai,NA,NA,121.906389,30.954444,sediments,2019,NA,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,0.6,μg/kg,norfloxacin
Zhang_2022,China,Shanghai,NA,East China Sea coast in Shanghai,121.906389,30.954444,sediments,2018,NA,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,10.504,μg/kg,enrofloxacin
Zhang_2022,China,Shanghai,NA,NA,121.906389,30.954444,sediments,2019,NA,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,5.94,μg/kg,enrofloxacin
Zhang_2022,China,Shanghai,NA,East China Sea coast in Shanghai,121.906389,30.954444,sediments,2018,NA,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,2.528,μg/kg,ciprofloxacin
Zhang_2022,China,Shanghai,NA,NA,121.906389,30.954444,sediments,2019,NA,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,1.3,μg/kg,ciprofloxacin
Zhang_2022,China,Jiangsu,Yangzhou,NA,119.412966,32.39421,sediments,2018,NA,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,0.49,μg/kg,norfloxacin
Zhang_2022,China,Zhejiang,Huzhou,NA,120.086823,30.894348,sediments,2018,NA,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,0.4300000000000001,μg/kg,norfloxacin
Zhang_2022,China,Jiangxi,Nanchang,NA,115.858197,28.682892,sediments,2018,NA,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,0.35500000000000004,μg/kg,norfloxacin
Zhang_2022,China,Anhui,Luan,NA,116.521854,31.733699,sediments,2019,NA,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,0.3,μg/kg,norfloxacin
Zhang_2022,China,Anhui,Chuzhou,NA,118.317106,32.301556,sediments,2019,NA,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,0.25,μg/kg,norfloxacin
Zhang_2022,China,Zhejiang,Huzhou,NA,120.086823,30.894348,sediments,2019,NA,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,0.16666666666666666,μg/kg,norfloxacin
Zhang_2022,China,Jiangsu,Yancheng,NA,120.163561,33.347382,sediments,2019,NA,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,0.019,μg/kg,norfloxacin
Zhang_2022,China,Jiangsu,Wuxi,NA,120.31191,31.491169,sediments,2019,NA,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,0.97,μg/kg,norfloxacin
Zhang_2022,China,Zhejiang,Taizhou,NA,121.420757,28.656386,sediments,2019,NA,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,0.019,μg/kg,norfloxacin
Zhang_2022,China,Fujian,Ningde,NA,119.547932,26.665617,sediments,2019,NA,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,0.4,μg/kg,norfloxacin
Zhang_2022,China,Jiangsu,Yangzhou,NA,119.412966,32.39421,sediments,2018,NA,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,30,μg/kg,enrofloxacin
Zhang_2022,China,Zhejiang,Huzhou,NA,120.086823,30.894348,sediments,2018,NA,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,20.5,μg/kg,enrofloxacin
Zhang_2022,China,Jiangxi,Nanchang,NA,115.858197,28.682892,sediments,2018,NA,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,56,μg/kg,enrofloxacin
Zhang_2022,China,Anhui,Luan,NA,116.521854,31.733699,sediments,2019,NA,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,0.6,μg/kg,enrofloxacin
Zhang_2022,China,Anhui,Chuzhou,NA,118.317106,32.301556,sediments,2019,NA,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,0.25,μg/kg,enrofloxacin
Zhang_2022,China,Zhejiang,Huzhou,NA,120.086823,30.894348,sediments,2019,NA,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,0.14333333333333334,μg/kg,enrofloxacin
Zhang_2022,China,Jiangsu,Yancheng,NA,120.163561,33.347382,sediments,2019,NA,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,0.07,μg/kg,enrofloxacin
Zhang_2022,China,Jiangsu,Wuxi,NA,120.31191,31.491169,sediments,2019,NA,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,0.30000000000000004,μg/kg,enrofloxacin
Zhang_2022,China,Zhejiang,Taizhou,NA,121.420757,28.656386,sediments,2019,NA,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,0.0595,μg/kg,enrofloxacin
Zhang_2022,China,Fujian,Ningde,NA,119.547932,26.665617,sediments,2019,NA,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,0.2,μg/kg,enrofloxacin
Zhang_2022,China,Jiangsu,Yangzhou,NA,119.412966,32.39421,sediments,2018,NA,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,4.4,μg/kg,ciprofloxacin
Zhang_2022,China,Zhejiang,Huzhou,NA,120.086823,30.894348,sediments,2018,NA,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,3.55,μg/kg,ciprofloxacin
Zhang_2022,China,Jiangxi,Nanchang,NA,115.858197,28.682892,sediments,2018,NA,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,6.1,μg/kg,ciprofloxacin
Zhang_2022,China,Anhui,Luan,NA,116.521854,31.733699,sediments,2019,NA,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,0.3,μg/kg,ciprofloxacin
Zhang_2022,China,Anhui,Chuzhou,NA,118.317106,32.301556,sediments,2019,NA,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,0.09,μg/kg,ciprofloxacin
Zhang_2022,China,Zhejiang,Huzhou,NA,120.086823,30.894348,sediments,2019,NA,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,0.0933333333333333,μg/kg,ciprofloxacin
Zhang_2022,China,Jiangsu,Yancheng,NA,120.163561,33.347382,sediments,2019,NA,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,1.4,μg/kg,ciprofloxacin
Zhang_2022,China,Jiangsu,Wuxi,NA,120.31191,31.491169,sediments,2019,NA,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,7.7,μg/kg,ciprofloxacin
Zhang_2022,China,Zhejiang,Taizhou,NA,121.420757,28.656386,sediments,2019,NA,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,0.81,μg/kg,ciprofloxacin
Zhang_2022,China,Fujian,Ningde,NA,119.547932,26.665617,sediments,2019,NA,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,2.6,μg/kg,ciprofloxacin
Zhang_2022,China,Anhui,Chuzhou,NA,118.953056,32.9,sediments,2018,NA,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,1.1,μg/kg,norfloxacin
Zhang_2022,China,Shanghai,Shanghai,NA,121.397417,31.623587,sediments,2018,NA,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,0.48,μg/kg,norfloxacin
Zhang_2022,China,Anhui,Chuzhou,NA,118.953056,32.9,sediments,2018,NA,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,77,μg/kg,enrofloxacin
Zhang_2022,China,Shanghai,Shanghai,NA,121.397417,31.623587,sediments,2018,NA,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,0.21,μg/kg,enrofloxacin
Zhang_2022,China,Anhui,Chuzhou,NA,118.953056,32.9,sediments,2018,NA,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,5.1,μg/kg,ciprofloxacin
Zhang_2022,China,Shanghai,Shanghai,NA,121.397417,31.623587,sediments,2018,NA,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,0.22,μg/kg,ciprofloxacin
Zhang_2022,China,Shanghai,NA,East China Sea coast in Shanghai,121.906389,30.954444,sediments,2018,NA,Macrolides,Roxithromycin,roxithromycin,RTM,1.064,μg/kg,roxithromycin
Zhang_2022,China,Shanghai,NA,NA,121.906389,30.954444,sediments,2019,NA,Macrolides,Roxithromycin,roxithromycin,RTM,0.2,μg/kg,roxithromycin
Zhang_2022,China,Shanghai,NA,East China Sea coast in Shanghai,121.906389,30.954444,sediments,2018,NA,Macrolides,Erythromycin,erythromycin,ETM,1.0579999999999998,μg/kg,erythromycin
Zhang_2022,China,Shanghai,NA,NA,121.906389,30.954444,sediments,2019,NA,Macrolides,Erythromycin,erythromycin,ETM,0.6,μg/kg,erythromycin
Zhang_2022,China,Jiangsu,Yangzhou,NA,119.412966,32.39421,sediments,2018,NA,Macrolides,Roxithromycin,roxithromycin,RTM,1.3,μg/kg,roxithromycin
Zhang_2022,China,Zhejiang,Huzhou,NA,120.086823,30.894348,sediments,2018,NA,Macrolides,Roxithromycin,roxithromycin,RTM,1.35,μg/kg,roxithromycin
Zhang_2022,China,Jiangxi,Nanchang,NA,115.858197,28.682892,sediments,2018,NA,Macrolides,Roxithromycin,roxithromycin,RTM,1.4,μg/kg,roxithromycin
Zhang_2022,China,Anhui,Luan,NA,116.521854,31.733699,sediments,2019,NA,Macrolides,Roxithromycin,roxithromycin,RTM,0.2,μg/kg,roxithromycin
Zhang_2022,China,Anhui,Chuzhou,NA,118.317106,32.301556,sediments,2019,NA,Macrolides,Roxithromycin,roxithromycin,RTM,0.2,μg/kg,roxithromycin
Zhang_2022,China,Zhejiang,Huzhou,NA,120.086823,30.894348,sediments,2019,NA,Macrolides,Roxithromycin,roxithromycin,RTM,0.20000000000000004,μg/kg,roxithromycin
Zhang_2022,China,Jiangsu,Yancheng,NA,120.163561,33.347382,sediments,2019,NA,Macrolides,Roxithromycin,roxithromycin,RTM,0.2,μg/kg,roxithromycin
Zhang_2022,China,Jiangsu,Wuxi,NA,120.31191,31.491169,sediments,2019,NA,Macrolides,Roxithromycin,roxithromycin,RTM,0.2,μg/kg,roxithromycin
Zhang_2022,China,Zhejiang,Taizhou,NA,121.420757,28.656386,sediments,2019,NA,Macrolides,Roxithromycin,roxithromycin,RTM,0.2,μg/kg,roxithromycin
