province,bacteria,antibiotic,resistant_pc
Liaoning,P. aeruginosa,Imipenem,23.21709543466568
Liaoning,P. aeruginosa,Piperacillin,24.723364412784576
Liaoning,P. aeruginosa,Aztreonam,22.71798402070999
Liaoning,A. baumannii,Polymixin B,1.5829319134354591
Liaoning,A. baumannii,Tigecycline,3.764743730425834
Liaoning,A. baumannii,Minocycline,13.205569982528688
Liaoning,A. baumannii,Amikacin,43.41130554676056
Liaoning,A. baumannii,Tobramycin,59.772855043411255
Liaoning,A. baumannii,Gentamicin,61.90325617790222
Liaoning,A. baumannii,Imipenem,65.27186036109924
Liaoning,A. baumannii,Meropenem,65.26099443435669
Liaoning,A. baumannii,Ceftazidime,63.48273158073425
Liaoning,A. baumannii,Cefepime,54.78377938270569
Liaoning,A. baumannii,Levofloxacin,55.46578764915466
Liaoning,A. baumannii,Ciprofloxacin,66.0144567489624
Liaoning,A. baumannii,Ceftriaxone,55.81080913543701
Liaoning,A. baumannii,Cefotaxime,58.859783411026
Liaoning,A. baumannii,Aztreonam,65.65349698066711
Jilin,S. aureus,Nitrofurantoin,1.0967099107801914
Jilin,S. aureus,Rifampicin,1.9751166924834251
Jilin,S. aureus,Chloramphenicol,9.795918315649033
Jilin,S. aureus,Tetracycline,14.656290411949158
Jilin,S. aureus,Gentamicin,15.073645114898682
Jilin,S. aureus,Oxacillin,19.161583483219147
Jilin,S. aureus,Cefoxitin,22.42339849472046
Jilin,S. aureus,Levofloxacin,30.357781052589417
Jilin,S. aureus,Ciprofloxacin,29.913941025733948
Jilin,S. aureus,Clindamycin,37.009596824646
Jilin,S. aureus,Erythromycin,74.84710812568665
Jilin,S. aureus,Penicillin G,87.85971403121948
Jilin,E. coli,Tigecycline,0.2091713482514024
Jilin,E. coli,Polymixin B,1.1880164965987206
Jilin,E. coli,Meropenem,1.2320742942392826
Jilin,E. coli,Imipenem,1.1927368119359016
Jilin,E. coli,Ertapenem,1.4650705270469189
Jilin,E. coli,Cefotetan,2.045188844203949
Jilin,E. coli,Nitrofurantoin,3.4772854298353195
Jilin,E. coli,Amikacin,4.741188138723373
Jilin,E. coli,Cefoxitin,13.73906284570694
Jilin,E. coli,Ceftazidime,24.792012572288513
Jilin,E. coli,Chloramphenicol,31.698861718177795
Jilin,E. coli,Aztreonam,35.36602854728699
Jilin,E. coli,Gentamicin,38.92563879489899
Jilin,E. coli,Cefepime,31.546112895011905
Jilin,E. coli,Tobramycin,41.697824001312256
Jilin,E. coli,Cefotaxime,53.390610218048096
Jilin,E. coli,Ceftriaxone,55.68772554397583
Jilin,E. coli,Cefuroxime,56.968629360198975
Jilin,E. coli,Levofloxacin,66.34044647216797
Jilin,E. coli,Ciprofloxacin,70.57105302810669
Jilin,E. coli,Cefazolin,68.02816987037659
Jilin,E. coli,Ampicillin,85.81039309501648
Jilin,K. pneumoniae,Polymixin B,1.69860627502203
Jilin,K. pneumoniae,Meropenem,3.707488626241684
Jilin,K. pneumoniae,Tigecycline,0.9107086807489396
Jilin,K. pneumoniae,Ertapenem,4.00884710252285
Jilin,K. pneumoniae,Imipenem,3.5444065928459167
Jilin,K. pneumoniae,Cefotetan,5.037380009889603
Jilin,K. pneumoniae,Amikacin,4.328485950827599
Jilin,K. pneumoniae,Cefoxitin,12.061777710914612
Jilin,K. pneumoniae,Ceftazidime,14.867864549160004
Jilin,K. pneumoniae,Cefepime,14.75653201341629
Jilin,K. pneumoniae,Levofloxacin,14.71717655658722
Jilin,K. pneumoniae,Gentamicin,14.502038061618803
Jilin,K. pneumoniae,Aztreonam,17.740507423877716
Jilin,K. pneumoniae,Tobramycin,18.42981278896332
Jilin,K. pneumoniae,Cefotaxime,18.899954855442047
Jilin,K. pneumoniae,Ciprofloxacin,18.321527540683743
Jilin,K. pneumoniae,Ceftriaxone,21.93574607372284
Jilin,K. pneumoniae,Chloramphenicol,25.21186470985413
Jilin,K. pneumoniae,Cefuroxime,24.882838129997253
Jilin,K. pneumoniae,Cefazolin,32.22304582595825
Jilin,K. pneumoniae,Nitrofurantoin,21.019473671913147
Jilin,K. pneumoniae,Ampicillin,94.5298194885254
Jilin,P. aeruginosa,Amikacin,1.4125467278063295
Jilin,P. aeruginosa,Polymixin B,3.6286018788814545
Jilin,P. aeruginosa,Tobramycin,5.9153493493795395
Jilin,P. aeruginosa,Gentamicin,6.499261409044266
Jilin,P. aeruginosa,Ceftazidime,9.757419675588608
Jilin,P. aeruginosa,Meropenem,11.58815622329712
Jilin,P. aeruginosa,Ciprofloxacin,10.202451050281525
Jilin,P. aeruginosa,Cefepime,6.708431243896484
Jilin,P. aeruginosa,Imipenem,14.116708934307098
Jilin,P. aeruginosa,Levofloxacin,11.214704066514969
Jilin,P. aeruginosa,Piperacillin,16.693678498268127
Jilin,P. aeruginosa,Aztreonam,21.24800682067871
Jilin,A. baumannii,Polymixin B,2.125919796526432
Jilin,A. baumannii,Tigecycline,2.9438406229019165
Jilin,A. baumannii,Minocycline,7.1178048849105835
Jilin,A. baumannii,Amikacin,26.70469880104065
Jilin,A. baumannii,Gentamicin,32.16919004917145
Jilin,A. baumannii,Tobramycin,37.98828125
Jilin,A. baumannii,Cefepime,31.939563155174255
Jilin,A. baumannii,Imipenem,42.46993362903595
Jilin,A. baumannii,Levofloxacin,40.871694684028625
Jilin,A. baumannii,Meropenem,44.00939643383026
Jilin,A. baumannii,Ceftazidime,44.09002363681793
Jilin,A. baumannii,Ciprofloxacin,46.71945571899414
Jilin,A. baumannii,Cefotaxime,25.645437836647034
Jilin,A. baumannii,Ceftriaxone,37.42774426937103
Jilin,A. baumannii,Aztreonam,62.63008713722229
Heilongjiang,S. aureus,Nitrofurantoin,1.455026492476463
Heilongjiang,S. aureus,Rifampicin,2.1532250568270683
Heilongjiang,S. aureus,Chloramphenicol,6.293103098869324
Heilongjiang,S. aureus,Tetracycline,14.036479592323303
Heilongjiang,S. aureus,Gentamicin,14.289730787277222
Heilongjiang,S. aureus,Oxacillin,19.004659354686737
Heilongjiang,S. aureus,Cefoxitin,21.34522944688797
Heilongjiang,S. aureus,Levofloxacin,24.152326583862305
Heilongjiang,S. aureus,Ciprofloxacin,25.562816858291622
Heilongjiang,S. aureus,Clindamycin,43.424493074417114
Heilongjiang,S. aureus,Erythromycin,72.86617755889893
Heilongjiang,S. aureus,Penicillin G,85.59561967849731
Heilongjiang,E. coli,Tigecycline,0.07914970628917217
Heilongjiang,E. coli,Meropenem,0.853953417390585
Heilongjiang,E. coli,Polymixin B,1.1461318470537665
Heilongjiang,E. coli,Imipenem,0.992398615926504
Heilongjiang,E. coli,Ertapenem,1.1736110784113407
Heilongjiang,E. coli,Cefotetan,2.045786567032337
Heilongjiang,E. coli,Nitrofurantoin,4.274509847164154
Heilongjiang,E. coli,Amikacin,5.495234951376915
Heilongjiang,E. coli,Cefoxitin,13.076025247573853
Heilongjiang,E. coli,Chloramphenicol,28.96130383014679
Heilongjiang,E. coli,Ceftazidime,25.570231676101685
Heilongjiang,E. coli,Aztreonam,33.228135108947754
Heilongjiang,E. coli,Gentamicin,36.27925217151642
Heilongjiang,E. coli,Tobramycin,34.62970554828644
Heilongjiang,E. coli,Cefepime,31.766191124916077
Heilongjiang,E. coli,Ceftriaxone,52.22436189651489
Heilongjiang,E. coli,Cefotaxime,51.42097473144531
Heilongjiang,E. coli,Cefuroxime,53.62299680709839
Heilongjiang,E. coli,Levofloxacin,58.667927980422974
Heilongjiang,E. coli,Ciprofloxacin,62.31300234794617
Heilongjiang,E. coli,Cefazolin,63.41463327407837
Heilongjiang,E. coli,Ampicillin,83.14253687858582
Heilongjiang,K. pneumoniae,Polymixin B,2.1280990913510323
Heilongjiang,K. pneumoniae,Meropenem,5.170178413391113
Heilongjiang,K. pneumoniae,Imipenem,5.652270466089249
Heilongjiang,K. pneumoniae,Tigecycline,0.938271638005972
Heilongjiang,K. pneumoniae,Ertapenem,7.138024270534515
Heilongjiang,K. pneumoniae,Cefotetan,8.910034596920013
Heilongjiang,K. pneumoniae,Amikacin,5.854503437876701
Heilongjiang,K. pneumoniae,Cefoxitin,12.36421838402748
Heilongjiang,K. pneumoniae,Levofloxacin,14.660881459712982
Heilongjiang,K. pneumoniae,Gentamicin,13.42366337776184
Heilongjiang,K. pneumoniae,Ceftazidime,15.35084992647171
Heilongjiang,K. pneumoniae,Ciprofloxacin,15.993954241275787
Heilongjiang,K. pneumoniae,Cefepime,16.630983352661133
Heilongjiang,K. pneumoniae,Chloramphenicol,17.831379175186157
Heilongjiang,K. pneumoniae,Aztreonam,19.665108621120453
Heilongjiang,K. pneumoniae,Cefotaxime,21.821756660938263
Heilongjiang,K. pneumoniae,Ceftriaxone,23.243825137615204
Heilongjiang,K. pneumoniae,Cefuroxime,24.592453241348267
Heilongjiang,K. pneumoniae,Tobramycin,17.024587094783783
Heilongjiang,K. pneumoniae,Cefazolin,27.14417278766632
Heilongjiang,K. pneumoniae,Nitrofurantoin,15.984848141670229
Heilongjiang,K. pneumoniae,Ampicillin,95.92979550361632
Heilongjiang,P. aeruginosa,Polymixin B,2.7156148105859756
Heilongjiang,P. aeruginosa,Amikacin,2.580372244119644
Heilongjiang,P. aeruginosa,Gentamicin,6.200432404875755
Heilongjiang,P. aeruginosa,Meropenem,8.365843445062637
Heilongjiang,P. aeruginosa,Ceftazidime,7.70191103219986
Heilongjiang,P. aeruginosa,Tobramycin,8.051420748233795
Heilongjiang,P. aeruginosa,Cefepime,5.211447924375534
Heilongjiang,P. aeruginosa,Ciprofloxacin,8.73500108718872
Heilongjiang,P. aeruginosa,Imipenem,10.89293584227562
Heilongjiang,P. aeruginosa,Levofloxacin,9.046290069818497
Heilongjiang,P. aeruginosa,Piperacillin,12.34758198261261
Heilongjiang,P. aeruginosa,Aztreonam,12.995359301567078
Heilongjiang,A. baumannii,Polymixin B,3.575076535344124
Heilongjiang,A. baumannii,Tigecycline,1.8719211220741272
Heilongjiang,A. baumannii,Minocycline,9.702501446008682
Heilongjiang,A. baumannii,Amikacin,33.60973000526428
Heilongjiang,A. baumannii,Gentamicin,34.05367732048035
Heilongjiang,A. baumannii,Levofloxacin,36.70128285884857
Heilongjiang,A. baumannii,Tobramycin,44.195979833602905
Heilongjiang,A. baumannii,Ceftazidime,44.62025463581085
Heilongjiang,A. baumannii,Ciprofloxacin,46.20080590248108
Heilongjiang,A. baumannii,Meropenem,46.679797768592834
Heilongjiang,A. baumannii,Ceftriaxone,26.93266868591309
Heilongjiang,A. baumannii,Imipenem,47.869858145713806
Heilongjiang,A. baumannii,Cefepime,42.14663207530975
Heilongjiang,A. baumannii,Cefotaxime,35.71428656578064
Heilongjiang,A. baumannii,Aztreonam,58.666664361953735
Shanghai,S. aureus,Nitrofurantoin,0.2320675179362297
Shanghai,S. aureus,Rifampicin,0.8280591107904911
Shanghai,S. aureus,Chloramphenicol,3.7735849618911743
Shanghai,S. aureus,Gentamicin,13.375528156757357
Shanghai,S. aureus,Clindamycin,25.735488533973697
Shanghai,S. aureus,Tetracycline,28.708922863006592
Shanghai,S. aureus,Levofloxacin,29.7046422958374
Shanghai,S. aureus,Ciprofloxacin,33.204272389411926
Shanghai,S. aureus,Cefoxitin,38.84582221508026
Shanghai,S. aureus,Oxacillin,42.748090624809265
Shanghai,S. aureus,Erythromycin,48.91724586486816
Shanghai,S. aureus,Penicillin G,87.83498406410217
Shanghai,E. coli,Polymixin B,0.2677888376638293
Shanghai,E. coli,Tigecycline,0.12854906963184476
Shanghai,E. coli,Ertapenem,2.317545935511589
Shanghai,E. coli,Meropenem,2.6223406195640564
Shanghai,E. coli,Imipenem,2.555983327329159
Shanghai,E. coli,Cefotetan,4.205876588821411
Shanghai,E. coli,Nitrofurantoin,2.605337090790272
Shanghai,E. coli,Amikacin,4.780876636505127
Shanghai,E. coli,Cefoxitin,12.446266412734984
Shanghai,E. coli,Ceftazidime,23.536719381809235
Shanghai,E. coli,Chloramphenicol,29.84658181667328
Shanghai,E. coli,Tobramycin,31.698796153068542
Shanghai,E. coli,Aztreonam,31.248372793197632
Shanghai,E. coli,Cefepime,27.790117263793945
Shanghai,E. coli,Gentamicin,30.99072575569153
Shanghai,E. coli,Ceftriaxone,50.65802335739136
Shanghai,E. coli,Cefotaxime,51.05551481246948
Shanghai,E. coli,Cefuroxime,52.76679992675781
Shanghai,E. coli,Levofloxacin,55.26718497276306
Shanghai,E. coli,Ciprofloxacin,58.10326933860779
Shanghai,E. coli,Cefazolin,63.12611103057861
Shanghai,E. coli,Ampicillin,80.54075837135315
Shanghai,K. pneumoniae,Polymixin B,0.8864399045705795
Shanghai,K. pneumoniae,Tigecycline,4.08080518245697
Shanghai,K. pneumoniae,Amikacin,16.237080097198486
Shanghai,K. pneumoniae,Ertapenem,21.288925409317017
Shanghai,K. pneumoniae,Imipenem,22.967378795146946
Shanghai,K. pneumoniae,Cefotetan,22.28253483772278
Shanghai,K. pneumoniae,Meropenem,23.31749051809311
Shanghai,K. pneumoniae,Tobramycin,29.859519004821777
Shanghai,K. pneumoniae,Cefoxitin,32.19277262687683
Shanghai,K. pneumoniae,Levofloxacin,33.00226032733917
Shanghai,K. pneumoniae,Cefepime,33.26710760593414
Shanghai,K. pneumoniae,Gentamicin,28.757962584495544
Shanghai,K. pneumoniae,Ciprofloxacin,35.045126080513
Shanghai,K. pneumoniae,Aztreonam,37.21701800823212
Shanghai,K. pneumoniae,Ceftazidime,35.46634912490845
Shanghai,K. pneumoniae,Chloramphenicol,29.234233498573303
Shanghai,K. pneumoniae,Ceftriaxone,41.628554463386536
Shanghai,K. pneumoniae,Cefotaxime,42.16742813587189
Shanghai,K. pneumoniae,Cefuroxime,44.55753564834595
Shanghai,K. pneumoniae,Cefazolin,44.58667039871216
Shanghai,K. pneumoniae,Nitrofurantoin,45.95920443534851
Shanghai,K. pneumoniae,Ampicillin,93.53373050689696
Shanghai,P. aeruginosa,Polymixin B,0.646663224324584
Shanghai,P. aeruginosa,Amikacin,2.8579726815223694
Shanghai,P. aeruginosa,Tobramycin,8.354204148054123
Shanghai,P. aeruginosa,Gentamicin,8.969715982675552
Shanghai,P. aeruginosa,Cefepime,7.535693049430847
Shanghai,P. aeruginosa,Ceftazidime,13.67749124765396
Shanghai,P. aeruginosa,Ciprofloxacin,16.050322353839874
Shanghai,P. aeruginosa,Meropenem,18.75126361846924
Shanghai,P. aeruginosa,Imipenem,21.835221350193024
Shanghai,P. aeruginosa,Levofloxacin,17.89468228816986
Shanghai,P. aeruginosa,Piperacillin,18.44731718301773
Shanghai,P. aeruginosa,Aztreonam,18.70463788509369
Shanghai,A. baumannii,Polymixin B,0.13046314707025886
Shanghai,A. baumannii,Tigecycline,2.6359500363469124
Shanghai,A. baumannii,Minocycline,14.316034317016602
Shanghai,A. baumannii,Amikacin,41.50630533695221
Shanghai,A. baumannii,Tobramycin,44.57609653472901
Shanghai,A. baumannii,Gentamicin,47.02560007572174
Shanghai,A. baumannii,Imipenem,57.70050883293152
Shanghai,A. baumannii,Meropenem,57.76926279067993
Shanghai,A. baumannii,Levofloxacin,50.61728358268738
Shanghai,A. baumannii,Cefepime,51.89521312713623
Shanghai,A. baumannii,Ciprofloxacin,59.45172905921936
Shanghai,A. baumannii,Ceftazidime,58.45398306846619
Shanghai,A. baumannii,Ceftriaxone,58.35540294647217
Shanghai,A. baumannii,Cefotaxime,43.05639863014221
Shanghai,A. baumannii,Aztreonam,68.65671873092651
Jiangsu,S. aureus,Nitrofurantoin,0.32608695328235626
Jiangsu,S. aureus,Rifampicin,0.7818493060767651
Jiangsu,S. aureus,Chloramphenicol,3.401060029864311
Jiangsu,S. aureus,Gentamicin,10.196453332901
Jiangsu,S. aureus,Tetracycline,20.69941610097885
Jiangsu,S. aureus,Clindamycin,23.480454087257385
Jiangsu,S. aureus,Levofloxacin,25.419706106185913
Jiangsu,S. aureus,Ciprofloxacin,28.831642866134644
Jiangsu,S. aureus,Cefoxitin,37.048789858818054
Jiangsu,S. aureus,Oxacillin,38.82228434085846
Jiangsu,S. aureus,Erythromycin,54.71171140670776
Jiangsu,S. aureus,Penicillin G,91.2710666656494
Jiangsu,E. coli,Tigecycline,0.11405246332287788
Jiangsu,E. coli,Polymixin B,1.0760667733848095
Jiangsu,E. coli,Ertapenem,1.616084948182106
Jiangsu,E. coli,Imipenem,1.763358153402805
Jiangsu,E. coli,Meropenem,1.9329631701111791
Jiangsu,E. coli,Cefotetan,2.572178468108177
Jiangsu,E. coli,Nitrofurantoin,1.4168319292366505
Jiangsu,E. coli,Amikacin,4.668211564421654
Jiangsu,E. coli,Cefoxitin,9.446977823972702
Jiangsu,E. coli,Chloramphenicol,23.482076823711395
Jiangsu,E. coli,Aztreonam,31.296825408935547
Jiangsu,E. coli,Ceftazidime,23.652799427509308
Jiangsu,E. coli,Gentamicin,33.02245736122131
Jiangsu,E. coli,Tobramycin,33.66020917892456
Jiangsu,E. coli,Cefepime,29.494598507881165
Jiangsu,E. coli,Ceftriaxone,50.68080425262451
Jiangsu,E. coli,Cefotaxime,51.06627941131592
Jiangsu,E. coli,Cefuroxime,53.291112184524536
Jiangsu,E. coli,Ciprofloxacin,56.42590522766113
Jiangsu,E. coli,Levofloxacin,54.644232988357544
Jiangsu,E. coli,Cefazolin,63.29239010810852
Jiangsu,E. coli,Ampicillin,82.49498009681702
Jiangsu,K. pneumoniae,Polymixin B,3.2240133732557297
Jiangsu,K. pneumoniae,Tigecycline,2.781885117292404
Jiangsu,K. pneumoniae,Ertapenem,8.664442598819733
Jiangsu,K. pneumoniae,Amikacin,7.259896397590637
Jiangsu,K. pneumoniae,Meropenem,11.076827347278597
Jiangsu,K. pneumoniae,Imipenem,11.093387752771378
Jiangsu,K. pneumoniae,Cefotetan,11.127427965402603
Jiangsu,K. pneumoniae,Tobramycin,18.658405542373657
Jiangsu,K. pneumoniae,Gentamicin,19.755011796951297
Jiangsu,K. pneumoniae,Levofloxacin,19.492264091968536
Jiangsu,K. pneumoniae,Cefepime,20.945289731025696
Jiangsu,K. pneumoniae,Ciprofloxacin,21.19763493537903
Jiangsu,K. pneumoniae,Cefoxitin,21.54376357793808
Jiangsu,K. pneumoniae,Aztreonam,23.36279898881912
Jiangsu,K. pneumoniae,Ceftazidime,21.749840676784515
Jiangsu,K. pneumoniae,Chloramphenicol,20.310315489768985
Jiangsu,K. pneumoniae,Cefotaxime,27.77656316757202
Jiangsu,K. pneumoniae,Ceftriaxone,30.156299471855164
Jiangsu,K. pneumoniae,Cefuroxime,31.08794093132019
Jiangsu,K. pneumoniae,Cefazolin,37.02138662338257
Jiangsu,K. pneumoniae,Nitrofurantoin,35.37505567073822
Jiangsu,K. pneumoniae,Ampicillin,86.06579303741455
Jiangsu,P. aeruginosa,Polymixin B,1.7269076779484749
Jiangsu,P. aeruginosa,Amikacin,3.9681505411863327
Jiangsu,P. aeruginosa,Tobramycin,8.169399946928024
Jiangsu,P. aeruginosa,Gentamicin,7.910823076963425
Jiangsu,P. aeruginosa,Cefepime,6.490425765514374
Jiangsu,P. aeruginosa,Ciprofloxacin,12.872758507728577
Jiangsu,P. aeruginosa,Ceftazidime,13.141542673110962
Jiangsu,P. aeruginosa,Meropenem,17.658047378063202
Jiangsu,P. aeruginosa,Levofloxacin,15.244926512241364
Jiangsu,P. aeruginosa,Imipenem,22.20546007156372
Jiangsu,P. aeruginosa,Piperacillin,22.468353807926174
Jiangsu,P. aeruginosa,Aztreonam,18.08121502399445
Jiangsu,A. baumannii,Polymixin B,1.3608086854219437
Jiangsu,A. baumannii,Tigecycline,5.498453229665756
Jiangsu,A. baumannii,Minocycline,11.046535521745682
Jiangsu,A. baumannii,Tobramycin,48.39211106300354
Jiangsu,A. baumannii,Amikacin,48.47680926322937
Jiangsu,A. baumannii,Gentamicin,50.88844895362854
Jiangsu,A. baumannii,Imipenem,59.49398875236511
Jiangsu,A. baumannii,Levofloxacin,51.76545977592468
Jiangsu,A. baumannii,Meropenem,60.32702326774597
Jiangsu,A. baumannii,Cefepime,51.18016600608826
Jiangsu,A. baumannii,Ciprofloxacin,60.648149251937866
Jiangsu,A. baumannii,Ceftazidime,59.90384817123413
Jiangsu,A. baumannii,Cefotaxime,67.56674647331238
Jiangsu,A. baumannii,Ceftriaxone,59.55350995063782
Jiangsu,A. baumannii,Aztreonam,76.24462246894836
Zhejiang,S. aureus,Nitrofurantoin,0.08124797022901475
Zhejiang,S. aureus,Rifampicin,0.6051857024431229
Zhejiang,S. aureus,Chloramphenicol,3.0556924641132355
Zhejiang,S. aureus,Gentamicin,4.7714270651340485
Zhejiang,S. aureus,Tetracycline,14.603981375694277
Zhejiang,S. aureus,Levofloxacin,16.60318225622177
Zhejiang,S. aureus,Clindamycin,18.15231442451477
Zhejiang,S. aureus,Ciprofloxacin,17.13682860136032
Zhejiang,S. aureus,Oxacillin,28.71876060962677
Zhejiang,S. aureus,Cefoxitin,40.11799395084381
Zhejiang,S. aureus,Erythromycin,48.291778564453125
Zhejiang,S. aureus,Penicillin G,88.47302198410034
Zhejiang,E. coli,Tigecycline,0.08372983429580927
Zhejiang,E. coli,Polymixin B,0.8369723334908485
Zhejiang,E. coli,Imipenem,1.2920371256768703
Zhejiang,E. coli,Ertapenem,1.3448534533381462
Zhejiang,E. coli,Meropenem,1.492905616760254
Zhejiang,E. coli,Cefotetan,1.592010259628296
Zhejiang,E. coli,Nitrofurantoin,1.3602457009255886
Zhejiang,E. coli,Amikacin,2.867460250854492
Zhejiang,E. coli,Cefoxitin,9.57016944885254
Zhejiang,E. coli,Ceftazidime,18.285824358463287
Zhejiang,E. coli,Chloramphenicol,25.168776512145996
Zhejiang,E. coli,Cefepime,22.164103388786316
Zhejiang,E. coli,Aztreonam,27.876028418540955
Zhejiang,E. coli,Tobramycin,29.23881709575653
Zhejiang,E. coli,Gentamicin,29.32116985321045
Zhejiang,E. coli,Cefotaxime,41.581833362579346
Zhejiang,E. coli,Ceftriaxone,46.89658284187317
Zhejiang,E. coli,Levofloxacin,45.13043761253357
Zhejiang,E. coli,Ciprofloxacin,47.94784486293793
Zhejiang,E. coli,Cefuroxime,47.92984127998352
Zhejiang,E. coli,Cefazolin,55.603086948394775
Zhejiang,E. coli,Ampicillin,80.53306937217712
Zhejiang,K. pneumoniae,Polymixin B,2.6093630120158195
Zhejiang,K. pneumoniae,Tigecycline,1.915518939495087
Zhejiang,K. pneumoniae,Amikacin,4.807436838746071
Zhejiang,K. pneumoniae,Ertapenem,8.118592202663422
Zhejiang,K. pneumoniae,Imipenem,8.708708733320236
Zhejiang,K. pneumoniae,Cefotetan,9.093473106622696
Zhejiang,K. pneumoniae,Meropenem,11.74875870347023
Zhejiang,K. pneumoniae,Cefoxitin,11.985992640256882
Zhejiang,K. pneumoniae,Levofloxacin,13.562729954719543
Zhejiang,K. pneumoniae,Gentamicin,12.97520101070404
Zhejiang,K. pneumoniae,Cefepime,16.299663484096527
Zhejiang,K. pneumoniae,Cefotaxime,15.505050122737885
Zhejiang,K. pneumoniae,Tobramycin,16.732117533683777
Zhejiang,K. pneumoniae,Ceftazidime,16.913093626499176
Zhejiang,K. pneumoniae,Ciprofloxacin,18.279410898685455
Zhejiang,K. pneumoniae,Aztreonam,21.026168763637543
Zhejiang,K. pneumoniae,Ceftriaxone,23.13224822282791
Zhejiang,K. pneumoniae,Chloramphenicol,21.083128452301025
Zhejiang,K. pneumoniae,Cefuroxime,24.5766282081604
Zhejiang,K. pneumoniae,Cefazolin,23.740878701210026
Zhejiang,K. pneumoniae,Nitrofurantoin,36.12532019615173
Zhejiang,K. pneumoniae,Ampicillin,86.3006055355072
Zhejiang,P. aeruginosa,Amikacin,1.9876495003700256
Zhejiang,P. aeruginosa,Polymixin B,3.709949553012848
Zhejiang,P. aeruginosa,Tobramycin,4.885316640138626
Zhejiang,P. aeruginosa,Gentamicin,4.953639954328537
Zhejiang,P. aeruginosa,Ciprofloxacin,11.336574703454971
Zhejiang,P. aeruginosa,Cefepime,8.494524657726288
Zhejiang,P. aeruginosa,Piperacillin,13.266761600971222
Zhejiang,P. aeruginosa,Ceftazidime,15.12538492679596
Zhejiang,P. aeruginosa,Meropenem,16.18725061416626
Zhejiang,P. aeruginosa,Levofloxacin,12.707553803920746
Zhejiang,P. aeruginosa,Imipenem,19.66874748468399
Zhejiang,P. aeruginosa,Aztreonam,17.458049952983856
Zhejiang,A. baumannii,Polymixin B,2.022244781255722
Zhejiang,A. baumannii,Tigecycline,2.260107919573784
Zhejiang,A. baumannii,Minocycline,9.142880886793137
Zhejiang,A. baumannii,Amikacin,27.99292802810669
Zhejiang,A. baumannii,Tobramycin,32.895851135253906
Zhejiang,A. baumannii,Levofloxacin,32.630011439323425
Zhejiang,A. baumannii,Imipenem,41.80091321468353
Zhejiang,A. baumannii,Meropenem,42.997777462005615
Zhejiang,A. baumannii,Ciprofloxacin,42.907506227493286
Zhejiang,A. baumannii,Ceftazidime,42.31854975223541
Zhejiang,A. baumannii,Cefepime,37.415099143981934
Zhejiang,A. baumannii,Gentamicin,43.72327923774719
Zhejiang,A. baumannii,Cefotaxime,33.673468232154846
Zhejiang,A. baumannii,Ceftriaxone,50.01302361488342
Zhejiang,A. baumannii,Aztreonam,66.58163070678711
Anhui,S. aureus,Nitrofurantoin,0.17656146083027124
Anhui,S. aureus,Rifampicin,0.9770396165549756
Anhui,S. aureus,Chloramphenicol,3.8863975554704666
Anhui,S. aureus,Gentamicin,5.511166900396347
Anhui,S. aureus,Levofloxacin,14.54326957464218
Anhui,S. aureus,Tetracycline,17.37937331199646
Anhui,S. aureus,Ciprofloxacin,15.409164130687714
Anhui,S. aureus,Clindamycin,21.787813305854797
Anhui,S. aureus,Cefoxitin,32.757166028022766
Anhui,S. aureus,Oxacillin,36.97357773780823
Anhui,S. aureus,Erythromycin,54.331159591674805
Anhui,S. aureus,Penicillin G,92.82478094100952
Anhui,E. coli,Tigecycline,0.18518518190830943
Anhui,E. coli,Polymixin B,1.1774600483477116
Anhui,E. coli,Ertapenem,1.381909567862749
Anhui,E. coli,Imipenem,1.5782201662659645
Anhui,E. coli,Meropenem,1.9708817824721336
Anhui,E. coli,Cefotetan,2.591845393180847
Anhui,E. coli,Nitrofurantoin,1.6229532659053802
Anhui,E. coli,Amikacin,4.699557647109032
Anhui,E. coli,Cefoxitin,10.954335331916807
Anhui,E. coli,Chloramphenicol,24.858756363391876
Anhui,E. coli,Ceftazidime,22.99981117248535
Anhui,E. coli,Aztreonam,31.88188374042511
Anhui,E. coli,Cefepime,26.252201199531555
Anhui,E. coli,Tobramycin,36.23884916305542
Anhui,E. coli,Gentamicin,35.48196256160736
Anhui,E. coli,Ceftriaxone,51.4049768447876
Anhui,E. coli,Cefotaxime,50.58236122131348
Anhui,E. coli,Levofloxacin,51.5112578868866
Anhui,E. coli,Ciprofloxacin,52.95727252960205
Anhui,E. coli,Cefuroxime,52.43791937828064
Anhui,E. coli,Cefazolin,60.36062836647034
Anhui,E. coli,Ampicillin,82.96898007392883
Anhui,K. pneumoniae,Polymixin B,1.6602102667093277
Anhui,K. pneumoniae,Tigecycline,1.7443260177969933
Anhui,K. pneumoniae,Amikacin,7.859973609447479
Anhui,K. pneumoniae,Ertapenem,8.86460542678833
Anhui,K. pneumoniae,Imipenem,10.949090868234634
Anhui,K. pneumoniae,Cefotetan,11.15257367491722
Anhui,K. pneumoniae,Meropenem,14.424613118171692
Anhui,K. pneumoniae,Cefoxitin,17.118093371391296
Anhui,K. pneumoniae,Levofloxacin,18.90858858823776
Anhui,K. pneumoniae,Cefepime,20.0880229473114
Anhui,K. pneumoniae,Tobramycin,20.995670557022095
Anhui,K. pneumoniae,Ceftazidime,20.823274552822113
Anhui,K. pneumoniae,Gentamicin,19.885510206222538
Anhui,K. pneumoniae,Ciprofloxacin,21.61242365837097
