sample_type,province,location,antibiotic,group_of_antibiotic,mean_concentration,max_concentration,concentration_unit,sample_year,season,full_reference_name,place_in_article_data_extracted_from,reference_number,source_dataset
sediment,Hainan,Typical island province in China (surface water sediment),Methacycline,tetracyclines,3.24,23.58,μg/kg dw,2013�2023,NA,"Li, G., Dong, M., Liu, H., Lu, L., Hou, P., & Pan, X. (2025). Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China. Water, 17(19), 2846. https://doi.org/10.3390/w17192846",Tables 1-2 (surface water sediment weighted averages and ranges),PDF-LI-2025,"2025 Ge Li Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China.pdf"
sediment,Hainan,Typical island province in China (surface water sediment),Monensin,other,0.07,0.96,μg/kg dw,2013�2023,NA,"Li, G., Dong, M., Liu, H., Lu, L., Hou, P., & Pan, X. (2025). Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China. Water, 17(19), 2846. https://doi.org/10.3390/w17192846",Tables 1-2 (surface water sediment weighted averages and ranges),PDF-LI-2025,"2025 Ge Li Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China.pdf"
sediment,Hainan,Typical island province in China (surface water sediment),Narasin,other,1.04,5.18,μg/kg dw,2013�2023,NA,"Li, G., Dong, M., Liu, H., Lu, L., Hou, P., & Pan, X. (2025). Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China. Water, 17(19), 2846. https://doi.org/10.3390/w17192846",Tables 1-2 (surface water sediment weighted averages and ranges),PDF-LI-2025,"2025 Ge Li Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China.pdf"
sediment,Hainan,Typical island province in China (surface water sediment),Norfloxacin,fluoroquinolones,163.59,1154.33,μg/kg dw,2013�2023,NA,"Li, G., Dong, M., Liu, H., Lu, L., Hou, P., & Pan, X. (2025). Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China. Water, 17(19), 2846. https://doi.org/10.3390/w17192846",Tables 1-2 (surface water sediment weighted averages and ranges),PDF-LI-2025,"2025 Ge Li Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China.pdf"
sediment,Hainan,Typical island province in China (surface water sediment),Ormetoprim,other,0.03,0.21,μg/kg dw,2013�2023,NA,"Li, G., Dong, M., Liu, H., Lu, L., Hou, P., & Pan, X. (2025). Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China. Water, 17(19), 2846. https://doi.org/10.3390/w17192846",Tables 1-2 (surface water sediment weighted averages and ranges),PDF-LI-2025,"2025 Ge Li Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China.pdf"
sediment,Hainan,Hainan,Oxytetracycline,tetracyclines,7.4,39.5,μg/kg dw,2013.0,spring,"Chen, C. Q., Zheng, L., Zhou, J. L. & Zhao, H. Persistence and risk of antibiotic residues and antibiotic resistance genes in major mariculture sites in Southeast China. Science of the Total Environment 580 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),164,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,Typical island province in China (surface water sediment),Oxytetracycline,tetracyclines,354.5,1840.3,μg/kg dw,2013�2023,NA,"Li, G., Dong, M., Liu, H., Lu, L., Hou, P., & Pan, X. (2025). Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China. Water, 17(19), 2846. https://doi.org/10.3390/w17192846",Tables 1-2 (surface water sediment weighted averages and ranges),PDF-LI-2025,"2025 Ge Li Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China.pdf"
sediment,Hainan,Typical island province in China (surface water sediment),Pefloxacin,fluoroquinolones,22.33,131.23,μg/kg dw,2013�2023,NA,"Li, G., Dong, M., Liu, H., Lu, L., Hou, P., & Pan, X. (2025). Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China. Water, 17(19), 2846. https://doi.org/10.3390/w17192846",Tables 1-2 (surface water sediment weighted averages and ranges),PDF-LI-2025,"2025 Ge Li Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China.pdf"
sediment,Hainan,Typical island province in China (surface water sediment),Roxithromycin,macrolides,3.52,11.22,μg/kg dw,2013�2023,NA,"Li, G., Dong, M., Liu, H., Lu, L., Hou, P., & Pan, X. (2025). Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China. Water, 17(19), 2846. https://doi.org/10.3390/w17192846",Tables 1-2 (surface water sediment weighted averages and ranges),PDF-LI-2025,"2025 Ge Li Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China.pdf"
sediment,Hainan,Typical island province in China (surface water sediment),Sarafloxacin,fluoroquinolones,0.18,0.74,μg/kg dw,2013�2023,NA,"Li, G., Dong, M., Liu, H., Lu, L., Hou, P., & Pan, X. (2025). Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China. Water, 17(19), 2846. https://doi.org/10.3390/w17192846",Tables 1-2 (surface water sediment weighted averages and ranges),PDF-LI-2025,"2025 Ge Li Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China.pdf"
sediment,Hainan,Typical island province in China (surface water sediment),Sulfacetamide,sulfonamides,0.12,0.64,μg/kg dw,2013�2023,NA,"Li, G., Dong, M., Liu, H., Lu, L., Hou, P., & Pan, X. (2025). Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China. Water, 17(19), 2846. https://doi.org/10.3390/w17192846",Tables 1-2 (surface water sediment weighted averages and ranges),PDF-LI-2025,"2025 Ge Li Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China.pdf"
sediment,Hainan,Typical island province in China (surface water sediment),Sulfachloropyridazine,sulfonamides,0.01,0.11,μg/kg dw,2013�2023,NA,"Li, G., Dong, M., Liu, H., Lu, L., Hou, P., & Pan, X. (2025). Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China. Water, 17(19), 2846. https://doi.org/10.3390/w17192846",Tables 1-2 (surface water sediment weighted averages and ranges),PDF-LI-2025,"2025 Ge Li Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China.pdf"
sediment,Hainan,Hainan,Sulfadiazine,sulfonamides,0.12,0.4,μg/kg dw,2013.0,spring,"Chen, C. Q., Zheng, L., Zhou, J. L. & Zhao, H. Persistence and risk of antibiotic residues and antibiotic resistance genes in major mariculture sites in Southeast China. Science of the Total Environment 580 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),164,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,Typical island province in China (surface water sediment),Sulfadiazine,sulfonamides,0.03,0.23,μg/kg dw,2013�2023,NA,"Li, G., Dong, M., Liu, H., Lu, L., Hou, P., & Pan, X. (2025). Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China. Water, 17(19), 2846. https://doi.org/10.3390/w17192846",Tables 1-2 (surface water sediment weighted averages and ranges),PDF-LI-2025,"2025 Ge Li Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China.pdf"
sediment,Hainan,Typical island province in China (surface water sediment),Sulfadimethoxine,sulfonamides,0.05,0.47,μg/kg dw,2013�2023,NA,"Li, G., Dong, M., Liu, H., Lu, L., Hou, P., & Pan, X. (2025). Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China. Water, 17(19), 2846. https://doi.org/10.3390/w17192846",Tables 1-2 (surface water sediment weighted averages and ranges),PDF-LI-2025,"2025 Ge Li Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China.pdf"
sediment,Hainan,Hainan,Sulfamerazine,sulfonamides,0.05,0.09,μg/kg dw,2013.0,spring,"Chen, C. Q., Zheng, L., Zhou, J. L. & Zhao, H. Persistence and risk of antibiotic residues and antibiotic resistance genes in major mariculture sites in Southeast China. Science of the Total Environment 580 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),164,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,Typical island province in China (surface water sediment),Sulfamerazine,sulfonamides,0.13,0.68,μg/kg dw,2013�2023,NA,"Li, G., Dong, M., Liu, H., Lu, L., Hou, P., & Pan, X. (2025). Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China. Water, 17(19), 2846. https://doi.org/10.3390/w17192846",Tables 1-2 (surface water sediment weighted averages and ranges),PDF-LI-2025,"2025 Ge Li Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China.pdf"
sediment,Hainan,Typical island province in China (surface water sediment),Sulfameter,sulfonamides,0.2,1.09,μg/kg dw,2013�2023,NA,"Li, G., Dong, M., Liu, H., Lu, L., Hou, P., & Pan, X. (2025). Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China. Water, 17(19), 2846. https://doi.org/10.3390/w17192846",Tables 1-2 (surface water sediment weighted averages and ranges),PDF-LI-2025,"2025 Ge Li Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China.pdf"
sediment,Hainan,Hainan,Sulfamethazine,sulfonamides,0.26,0.8,μg/kg dw,2013.0,spring,"Chen, C. Q., Zheng, L., Zhou, J. L. & Zhao, H. Persistence and risk of antibiotic residues and antibiotic resistance genes in major mariculture sites in Southeast China. Science of the Total Environment 580 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),164,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,Typical island province in China (surface water sediment),Sulfamethazine,sulfonamides,0.14,0.64,μg/kg dw,2013�2023,NA,"Li, G., Dong, M., Liu, H., Lu, L., Hou, P., & Pan, X. (2025). Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China. Water, 17(19), 2846. https://doi.org/10.3390/w17192846",Tables 1-2 (surface water sediment weighted averages and ranges),PDF-LI-2025,"2025 Ge Li Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China.pdf"
sediment,Hainan,Hainan,Sulfamethoxazole,sulfonamides,0.13,0.35,μg/kg dw,2013.0,spring,"Chen, C. Q., Zheng, L., Zhou, J. L. & Zhao, H. Persistence and risk of antibiotic residues and antibiotic resistance genes in major mariculture sites in Southeast China. Science of the Total Environment 580 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),164,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,Typical island province in China (surface water sediment),Sulfamethoxazole,sulfonamides,0.03,0.17,μg/kg dw,2013�2023,NA,"Li, G., Dong, M., Liu, H., Lu, L., Hou, P., & Pan, X. (2025). Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China. Water, 17(19), 2846. https://doi.org/10.3390/w17192846",Tables 1-2 (surface water sediment weighted averages and ranges),PDF-LI-2025,"2025 Ge Li Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China.pdf"
sediment,Hainan,Typical island province in China (surface water sediment),Sulfamonomethoxine,sulfonamides,0.11,0.36,μg/kg dw,2013�2023,NA,"Li, G., Dong, M., Liu, H., Lu, L., Hou, P., & Pan, X. (2025). Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China. Water, 17(19), 2846. https://doi.org/10.3390/w17192846",Tables 1-2 (surface water sediment weighted averages and ranges),PDF-LI-2025,"2025 Ge Li Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China.pdf"
sediment,Hainan,Hainan,Sulfapyridine,sulfonamides,0.09,0.22,μg/kg dw,2013.0,spring,"Chen, C. Q., Zheng, L., Zhou, J. L. & Zhao, H. Persistence and risk of antibiotic residues and antibiotic resistance genes in major mariculture sites in Southeast China. Science of the Total Environment 580 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),164,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,Typical island province in China (surface water sediment),Sulfapyridine,sulfonamides,0.03,0.28,μg/kg dw,2013�2023,NA,"Li, G., Dong, M., Liu, H., Lu, L., Hou, P., & Pan, X. (2025). Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China. Water, 17(19), 2846. https://doi.org/10.3390/w17192846",Tables 1-2 (surface water sediment weighted averages and ranges),PDF-LI-2025,"2025 Ge Li Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China.pdf"
sediment,Hainan,Hainan,Sulfaquinoxaline,sulfonamides,0.04,0.13,μg/kg dw,2013.0,spring,"Chen, C. Q., Zheng, L., Zhou, J. L. & Zhao, H. Persistence and risk of antibiotic residues and antibiotic resistance genes in major mariculture sites in Southeast China. Science of the Total Environment 580 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),164,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,Typical island province in China (surface water sediment),Sulfaquinoxaline,sulfonamides,0.02,0.2,μg/kg dw,2013�2023,NA,"Li, G., Dong, M., Liu, H., Lu, L., Hou, P., & Pan, X. (2025). Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China. Water, 17(19), 2846. https://doi.org/10.3390/w17192846",Tables 1-2 (surface water sediment weighted averages and ranges),PDF-LI-2025,"2025 Ge Li Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China.pdf"
sediment,Hainan,Hainan,Sulfathiazole,sulfonamides,0.03,0.08,μg/kg dw,2013.0,spring,"Chen, C. Q., Zheng, L., Zhou, J. L. & Zhao, H. Persistence and risk of antibiotic residues and antibiotic resistance genes in major mariculture sites in Southeast China. Science of the Total Environment 580 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),164,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,Typical island province in China (surface water sediment),Sulfathiazole,sulfonamides,0.02,0.24,μg/kg dw,2013�2023,NA,"Li, G., Dong, M., Liu, H., Lu, L., Hou, P., & Pan, X. (2025). Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China. Water, 17(19), 2846. https://doi.org/10.3390/w17192846",Tables 1-2 (surface water sediment weighted averages and ranges),PDF-LI-2025,"2025 Ge Li Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China.pdf"
sediment,Hainan,Typical island province in China (surface water sediment),Sulfisoxazole,sulfonamides,0.02,0.19,μg/kg dw,2013�2023,NA,"Li, G., Dong, M., Liu, H., Lu, L., Hou, P., & Pan, X. (2025). Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China. Water, 17(19), 2846. https://doi.org/10.3390/w17192846",Tables 1-2 (surface water sediment weighted averages and ranges),PDF-LI-2025,"2025 Ge Li Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China.pdf"
sediment,Hainan,Hainan,Tetracycline,tetracyclines,6.45,25.33,μg/kg dw,2013.0,spring,"Chen, C. Q., Zheng, L., Zhou, J. L. & Zhao, H. Persistence and risk of antibiotic residues and antibiotic resistance genes in major mariculture sites in Southeast China. Science of the Total Environment 580 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),164,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,Typical island province in China (surface water sediment),Tetracycline,tetracyclines,81.09,477.89,μg/kg dw,2013�2023,NA,"Li, G., Dong, M., Liu, H., Lu, L., Hou, P., & Pan, X. (2025). Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China. Water, 17(19), 2846. https://doi.org/10.3390/w17192846",Tables 1-2 (surface water sediment weighted averages and ranges),PDF-LI-2025,"2025 Ge Li Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China.pdf"
sediment,Hainan,Typical island province in China (surface water sediment),Trimethoprim,sulfonamides,0.16,0.38,μg/kg dw,2013�2023,NA,"Li, G., Dong, M., Liu, H., Lu, L., Hou, P., & Pan, X. (2025). Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China. Water, 17(19), 2846. https://doi.org/10.3390/w17192846",Tables 1-2 (surface water sediment weighted averages and ranges),PDF-LI-2025,"2025 Ge Li Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China.pdf"
sediment,Hainan,"Hainan, Lingshui Li Autonomous County",Ciprofloxacin,fluoroquinolones,63.2,66.05,μg/kg dw,2015.0,autumn,"Gao, Q. et al. Diverse and abundant antibiotic resistance genes from mariculture sites of China's coastline. Science of the Total Environment 630 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),124,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,"Sansha, Nansha district, Meiji Community, Meijijiao",Ciprofloxacin,fluoroquinolones,1.84,2.12,μg/kg dw,2015.0,autumn,"Gao, Q. et al. Diverse and abundant antibiotic resistance genes from mariculture sites of China's coastline. Science of the Total Environment 630 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),124,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,"Hainan, Lingshui Li Autonomous County",Enrofloxacin,fluoroquinolones,0.35,0.37,μg/kg dw,2015.0,autumn,"Gao, Q. et al. Diverse and abundant antibiotic resistance genes from mariculture sites of China's coastline. Science of the Total Environment 630 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),124,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,"Sansha, Nansha district, Meiji Community, Meijijiao",Enrofloxacin,fluoroquinolones,4.31,NA,μg/kg dw,2015.0,autumn,"Gao, Q. et al. Diverse and abundant antibiotic resistance genes from mariculture sites of China's coastline. Science of the Total Environment 630 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),124,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,"Hainan, Lingshui Li Autonomous County",Oxytetracycline,tetracyclines,359,401.4,μg/kg dw,2015.0,autumn,"Gao, Q. et al. Diverse and abundant antibiotic resistance genes from mariculture sites of China's coastline. Science of the Total Environment 630 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),124,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,"Hainan, Lingshui Li Autonomous County",Sulfadiazine,sulfonamides,59.2,65.34,μg/kg dw,2015.0,autumn,"Gao, Q. et al. Diverse and abundant antibiotic resistance genes from mariculture sites of China's coastline. Science of the Total Environment 630 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),124,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,"Hainan, Lingshui Li Autonomous County",Sulfamethoxazole,sulfonamides,8.29,9,μg/kg dw,2015.0,autumn,"Gao, Q. et al. Diverse and abundant antibiotic resistance genes from mariculture sites of China's coastline. Science of the Total Environment 630 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),124,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,"Sansha, Nansha district, Meiji Community, Meijijiao",Sulfamethoxazole,sulfonamides,9.38,9.52,μg/kg dw,2015.0,autumn,"Gao, Q. et al. Diverse and abundant antibiotic resistance genes from mariculture sites of China's coastline. Science of the Total Environment 630 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),124,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,"Hainan, Lingshui Li Autonomous County",Tetracycline,tetracyclines,9.35,10.67,μg/kg dw,2015.0,autumn,"Gao, Q. et al. Diverse and abundant antibiotic resistance genes from mariculture sites of China's coastline. Science of the Total Environment 630 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),124,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,Hainan,Chloramphenicol,other,1.65,NA,μg/kg dw,2017.0,winter,"Liu, T. et al. Diversity and distribution of antibiotics and antibiotic resistance genes in seven national mangrove nature reserves, South China. International Biodeterioration & Biodegradation 153 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),69,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,Hainan,Chlorotetracycline,tetracyclines,0,NA,μg/kg dw,2017.0,winter,"Liu, T. et al. Diversity and distribution of antibiotics and antibiotic resistance genes in seven national mangrove nature reserves, South China. International Biodeterioration & Biodegradation 153 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),69,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,Hainan,Ciprofloxacin,fluoroquinolones,1.45,NA,μg/kg dw,2017.0,winter,"Liu, T. et al. Diversity and distribution of antibiotics and antibiotic resistance genes in seven national mangrove nature reserves, South China. International Biodeterioration & Biodegradation 153 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),69,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,Hainan,Enrofloxacin,fluoroquinolones,2.35,NA,μg/kg dw,2017.0,winter,"Liu, T. et al. Diversity and distribution of antibiotics and antibiotic resistance genes in seven national mangrove nature reserves, South China. International Biodeterioration & Biodegradation 153 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),69,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,Hainan,Erythromycin,macrolides,1.35,NA,μg/kg dw,2017.0,winter,"Liu, T. et al. Diversity and distribution of antibiotics and antibiotic resistance genes in seven national mangrove nature reserves, South China. International Biodeterioration & Biodegradation 153 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),69,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,Hainan,Florfenicol,other,13.25,NA,μg/kg dw,2017.0,winter,"Liu, T. et al. Diversity and distribution of antibiotics and antibiotic resistance genes in seven national mangrove nature reserves, South China. International Biodeterioration & Biodegradation 153 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),69,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,Hainan,Norfloxacin,fluoroquinolones,8.4,NA,μg/kg dw,2017.0,winter,"Liu, T. et al. Diversity and distribution of antibiotics and antibiotic resistance genes in seven national mangrove nature reserves, South China. International Biodeterioration & Biodegradation 153 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),69,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,Hainan,Ofloxacin,fluoroquinolones,3.7,NA,μg/kg dw,2017.0,winter,"Liu, T. et al. Diversity and distribution of antibiotics and antibiotic resistance genes in seven national mangrove nature reserves, South China. International Biodeterioration & Biodegradation 153 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),69,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,Hainan,Oxytetracycline,tetracyclines,26.55,NA,μg/kg dw,2017.0,winter,"Liu, T. et al. Diversity and distribution of antibiotics and antibiotic resistance genes in seven national mangrove nature reserves, South China. International Biodeterioration & Biodegradation 153 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),69,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,Hainan,Roxithromycin,macrolides,1.55,NA,μg/kg dw,2017.0,winter,"Liu, T. et al. Diversity and distribution of antibiotics and antibiotic resistance genes in seven national mangrove nature reserves, South China. International Biodeterioration & Biodegradation 153 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),69,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,Hainan,Sulfadiazine,sulfonamides,15.15,NA,μg/kg dw,2017.0,winter,"Liu, T. et al. Diversity and distribution of antibiotics and antibiotic resistance genes in seven national mangrove nature reserves, South China. International Biodeterioration & Biodegradation 153 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),69,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,Hainan,Sulfamethazine,sulfonamides,6.2,NA,μg/kg dw,2017.0,winter,"Liu, T. et al. Diversity and distribution of antibiotics and antibiotic resistance genes in seven national mangrove nature reserves, South China. International Biodeterioration & Biodegradation 153 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),69,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,Hainan,Sulfamethoxazole,sulfonamides,12.05,NA,μg/kg dw,2017.0,winter,"Liu, T. et al. Diversity and distribution of antibiotics and antibiotic resistance genes in seven national mangrove nature reserves, South China. International Biodeterioration & Biodegradation 153 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),69,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,Hainan,Tetracycline,tetracyclines,13.8,NA,μg/kg dw,2017.0,winter,"Liu, T. et al. Diversity and distribution of antibiotics and antibiotic resistance genes in seven national mangrove nature reserves, South China. International Biodeterioration & Biodegradation 153 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),69,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hainan,Hainan,Sulfamethoxazole,sulfonamides,NA,24.6,μg/kg dw,2024,NA,"Li, G., Dong, M., Liu, H., Lu, L., Hou, P., & Pan, X. (2025). Occurrence, Distribution, and Ecological Risk Assessment of Antibiotics in Aqueous, Sediment, and Solid Waste of a Typical Island Province in China. Water, 17(19), 2846. https://doi.org/10.3390/w17192846",Additional curated article workbook (Sheet1),N39,Additional_data_on_antibiotics_in_water_and_sediment_in_china__01_Sheet1.csv
sediment,Hainan,Nandu River,Sulfamethoxazole,sulfonamides,NA,24.6,μg/kg dw,2024,NA,Antibiotics pollution in a typical reclaimed water receiving river in Hainan,Additional curated article workbook (Sheet1),N41,Additional_data_on_antibiotics_in_water_and_sediment_in_china__01_Sheet1.csv
