reference_number,source_dataset,full_reference_name,article_link,place_in_article_data_extracted_from,province,location,sample_type,matrix,sample_year,season,antibiotic,group_of_antibiotic,unit_raw,mean_raw,max_raw,conversion_factor,unit_converted,mean_converted,max_converted,flag_codes,flag_reasons,suggested_unit_note
127,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Hu, J., Zhou, J., Zhou, S., Wu, P. & Tsang, Y. F. Occurrence and fate of antibiotics in a wastewater treatment plant and their biological effects on receiving waters in Guizhou. Process Safety and Environmental Protection 113, 483-490, doi:10.1016/j.psep.2017.12.003 (2018).",https://doi.org/10.1016/j.psep.2017.12.003,Zhang 2022 supplementary dataset (Sheet7 record),Guizhou,Yangjie River,municipal sludge,sludge,2016,spring,Sulfamethazine,sulfonamides,g/kg dw,12.36,18.11,1000000,ng/g dw,12360000,18110000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12360 ng/g dw; if µg/kg not g/kg, mean would be 12.36 ng/g dw; if ng/g not g/kg, mean would be 12.36 ng/g dw"
178,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Hou, J. et al. Occurrence and distribution of sulfonamides, tetracyclines, quinolones,Macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental science and pollution research international 22 (2015).",https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+sulfonamides%2C+tetracyclines%2C+quinolones%2CMacrolides%2C+and+nitrofurans+in+livestock+manure+and+amended+soils+of+Northern+C,Zhang 2022 supplementary dataset (Sheet7 record),Liaoning,Liaoning,soil,soil,2013,summer,Sulfamethoxazole,sulfonamides,g/kg dw,12.3235294117647,NA,1000000,ng/g dw,12323529.4117647,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12320 ng/g dw; if µg/kg not g/kg, mean would be 12.32 ng/g dw; if ng/g not g/kg, mean would be 12.32 ng/g dw"
178,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Hou, J. et al. Occurrence and distribution of sulfonamides, tetracyclines, quinolones,Macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental science and pollution research international 22 (2015).",https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+sulfonamides%2C+tetracyclines%2C+quinolones%2CMacrolides%2C+and+nitrofurans+in+livestock+manure+and+amended+soils+of+Northern+C,Zhang 2022 supplementary dataset (Sheet7 record),Tianjin,Tianjin,soil,soil,2013,summer,Sulfamethoxazole,sulfonamides,g/kg dw,12.3235294117647,NA,1000000,ng/g dw,12323529.4117647,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12320 ng/g dw; if µg/kg not g/kg, mean would be 12.32 ng/g dw; if ng/g not g/kg, mean would be 12.32 ng/g dw"
31,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,"Guangzhou, Tianhe district",sediment,sediment,NA,NA,Tetracycline,tetracyclines,g/kg dw,12.3,NA,1000000,ng/g dw,12300000,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12300 ng/g dw; if µg/kg not g/kg, mean would be 12.3 ng/g dw; if ng/g not g/kg, mean would be 12.3 ng/g dw"
120,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2018).",https://scholar.google.com/scholar?q=The+Characteristics+of+Particulate+Organic+Matters+and+Their+Adsorption+of+Antibiotics+in+the+Coastal+Soils+and+Sediments+in+the+Yellow+River+Delta+Un,Zhang 2022 supplementary dataset (Sheet7 record),Hebei,Bohai Sea and surrounding estuaries,sediment,sediment,2017,autumn,Oxytetracycline,tetracyclines,g/kg dw,12.3,648,1000000,ng/g dw,12300000,648000000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12300 ng/g dw; if µg/kg not g/kg, mean would be 12.3 ng/g dw; if ng/g not g/kg, mean would be 12.3 ng/g dw"
120,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2018).",https://scholar.google.com/scholar?q=The+Characteristics+of+Particulate+Organic+Matters+and+Their+Adsorption+of+Antibiotics+in+the+Coastal+Soils+and+Sediments+in+the+Yellow+River+Delta+Un,Zhang 2022 supplementary dataset (Sheet7 record),Liaoning,Bohai Sea and surrounding estuaries,sediment,sediment,2017,autumn,Oxytetracycline,tetracyclines,g/kg dw,12.3,648,1000000,ng/g dw,12300000,648000000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12300 ng/g dw; if µg/kg not g/kg, mean would be 12.3 ng/g dw; if ng/g not g/kg, mean would be 12.3 ng/g dw"
120,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2018).",https://scholar.google.com/scholar?q=The+Characteristics+of+Particulate+Organic+Matters+and+Their+Adsorption+of+Antibiotics+in+the+Coastal+Soils+and+Sediments+in+the+Yellow+River+Delta+Un,Zhang 2022 supplementary dataset (Sheet7 record),Shandong,Bohai Sea and surrounding estuaries,sediment,sediment,2017,autumn,Oxytetracycline,tetracyclines,g/kg dw,12.3,648,1000000,ng/g dw,12300000,648000000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12300 ng/g dw; if µg/kg not g/kg, mean would be 12.3 ng/g dw; if ng/g not g/kg, mean would be 12.3 ng/g dw"
120,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2018).",https://scholar.google.com/scholar?q=The+Characteristics+of+Particulate+Organic+Matters+and+Their+Adsorption+of+Antibiotics+in+the+Coastal+Soils+and+Sediments+in+the+Yellow+River+Delta+Un,Zhang 2022 supplementary dataset (Sheet7 record),Tianjin,Bohai Sea and surrounding estuaries,sediment,sediment,2017,autumn,Oxytetracycline,tetracyclines,g/kg dw,12.3,648,1000000,ng/g dw,12300000,648000000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12300 ng/g dw; if µg/kg not g/kg, mean would be 12.3 ng/g dw; if ng/g not g/kg, mean would be 12.3 ng/g dw"
31,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,"Guangzhou, Tianhe district",sediment,sediment,NA,NA,Ciprofloxacin,tetracyclines,g/kg dw,12.1,NA,1000000,ng/g dw,12100000,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12100 ng/g dw; if µg/kg not g/kg, mean would be 12.1 ng/g dw; if ng/g not g/kg, mean would be 12.1 ng/g dw"
111,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Zhang, P. et al. Occurrence of pharmaceuticals and personal care products, and their associated environmental risks in a large shallow lake in north China. Environmental Geochemistry and Health 40, 1525-1539, doi:10.1007/s10653-018-0069-0 (2017).",https://doi.org/10.1007/s10653-018-0069-0,Zhang 2022 supplementary dataset (Sheet7 record),Hebei,Baiyangdian Lake,sediment,sediment,2017,spring,Azithromycin,tetracyclines,g/kg dw,12.07,37.72,1000000,ng/g dw,12070000,37720000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12070 ng/g dw; if µg/kg not g/kg, mean would be 12.07 ng/g dw; if ng/g not g/kg, mean would be 12.07 ng/g dw"
151,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Zhang, P. et al. Occurrence of pharmaceuticals and personal care products, and their associated environmental risks in a large shallow lake in north China. Environ Geochem Health 40, 1525-1539, doi:10.1007/s10653-018-0069-0 (2018).",https://doi.org/10.1007/s10653-018-0069-0,Zhang 2022 supplementary dataset (Sheet7 record),Hebei,Baiyangdian Lake,sediment,sediment,2017,spring,Azithromycin,tetracyclines,g/kg dw,12.07,37.72,1000000,ng/g dw,12070000,37720000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12070 ng/g dw; if µg/kg not g/kg, mean would be 12.07 ng/g dw; if ng/g not g/kg, mean would be 12.07 ng/g dw"
69,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Liu, T. et al. Diversity and distribution of antibiotics and antibiotic resistance genes in seven national mangrove nature reserves, South China. International Biodeterioration & Biodegradation 153 (2020).",https://scholar.google.com/scholar?q=Diversity+and+distribution+of+antibiotics+and+antibiotic+resistance+genes+in+seven+national+mangrove+nature+reserves%2C+South+China,Zhang 2022 supplementary dataset (Sheet7 record),Hainan,Hainan,sediment,sediment,2017,winter,Sulfamethoxazole,sulfonamides,g/kg dw,12.05,NA,1000000,ng/g dw,12050000,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12050 ng/g dw; if µg/kg not g/kg, mean would be 12.05 ng/g dw; if ng/g not g/kg, mean would be 12.05 ng/g dw"
78,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Zhang, Y., Chen, H., Jing, L. & Teng, Y. Ecotoxicological risk assessment and source apportionment of antibiotics in the waters and sediments of a peri-urban river. Sci Total Environ 731, 139128, doi:10.1016/j.scitotenv.2020.139128 (2020).",https://doi.org/10.1016/j.scitotenv.2020.139128,Zhang 2022 supplementary dataset (Sheet7 record),Beijing,Chaobai River,sediment,sediment,2017,winter,Oxytetracycline,tetracyclines,g/kg dw,12,77.7,1000000,ng/g dw,12000000,77700000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12000 ng/g dw; if µg/kg not g/kg, mean would be 12 ng/g dw; if ng/g not g/kg, mean would be 12 ng/g dw"
11,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Guo, B. et al. Environmental Residues of Veterinary Antibiotics in Guangzhou City,China. Journal of Agro-Environment Science 30, 938-945 (2011).",https://scholar.google.com/scholar?q=Environmental+Residues+of+Veterinary+Antibiotics+in+Guangzhou+City%2CChina,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,Guangzhou,soil,soil,NA,NA,Chlortetracycline,tetracyclines,g/kg dw,11.88,76.1,1000000,ng/g dw,11880000,76100000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 11880 ng/g dw; if µg/kg not g/kg, mean would be 11.88 ng/g dw; if ng/g not g/kg, mean would be 11.88 ng/g dw"
17,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Ruan, Y. et al. Distribution Characteristics of Typical Antibiotics in Surface Water and Sediments from Freshwater Aquaculture Water in Tianjin Suburban Areas,China. Journal of Agro-Environment Science 30, 2586-2593 (2011).",https://scholar.google.com/scholar?q=Distribution+Characteristics+of+Typical+Antibiotics+in+Surface+Water+and+Sediments+from+Freshwater+Aquaculture+Water+in+Tianjin+Suburban+Areas%2CChina,Zhang 2022 supplementary dataset (Sheet7 record),Tianjin,"Tianjin, Wuqing district",sediment,sediment,2009,winter,Sulfadimethoxine,sulfonamides,g/kg dw,11.83,NA,1000000,ng/g dw,11830000,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 11830 ng/g dw; if µg/kg not g/kg, mean would be 11.83 ng/g dw; if ng/g not g/kg, mean would be 11.83 ng/g dw"
69,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Liu, T. et al. Diversity and distribution of antibiotics and antibiotic resistance genes in seven national mangrove nature reserves, South China. International Biodeterioration & Biodegradation 153 (2020).",https://scholar.google.com/scholar?q=Diversity+and+distribution+of+antibiotics+and+antibiotic+resistance+genes+in+seven+national+mangrove+nature+reserves%2C+South+China,Zhang 2022 supplementary dataset (Sheet7 record),Fujian,"Zhangzhou, Yunxiao County",sediment,sediment,2017,winter,Florfenicol,other,g/kg dw,11.8,NA,1000000,ng/g dw,11800000,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 11800 ng/g dw; if µg/kg not g/kg, mean would be 11.8 ng/g dw; if ng/g not g/kg, mean would be 11.8 ng/g dw"
119,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Cheng, Y. T. et al. Distribution and risk assessment of sulfonamide antibiotics in soil from organic vegetable farms in Guangzhou. Zhongguo Huanjing Kexue/China Environmental Science 37, 1154-1161 (2017).",https://scholar.google.com/scholar?q=Distribution+and+risk+assessment+of+sulfonamide+antibiotics+in+soil+from+organic+vegetable+farms+in+Guangzhou,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,Guangzhou,soil,soil,NA,NA,Sulfamethazine,sulfonamides,g/kg dw,11.8,214,1000000,ng/g dw,11800000,214000000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 11800 ng/g dw; if µg/kg not g/kg, mean would be 11.8 ng/g dw; if ng/g not g/kg, mean would be 11.8 ng/g dw"
