province,metric,value,unit
Beijing,E01_01_Divisions_at_Prefecture_Level,NA,counts
Beijing,E01_01_Cities_at_Prefecture_Level,NA,counts
Beijing,E01_01_Divisions_at_County_Level,16,counts
Beijing,E01_01_Districts_under_Jurisdiction_of_Cities,16,counts
Beijing,E01_01_Cities_at_County_Level,NA,counts
Beijing,E01_01_Counties,NA,counts
Beijing,E01_01_Autonomous_Counties,NA,counts
Beijing,E01_01_Divisions_at_Township_Level,343,counts
Beijing,E01_01_Towns,143,counts
Beijing,E01_01_Townships,35,counts
Beijing,E01_01_Subdistricts,165,counts
Beijing,E01_05_Total,1316531,counts
Beijing,E01_05_Agriculture_Forestry_Animal_Husbandry_and_Fishery,6597,counts
Beijing,E01_05_Mining,16,counts
Beijing,E01_05_Manufacturing,21191,counts
Beijing,E01_05_Production_and_Supply_of_Electricity_Heating_Gas_and_Water,2189,counts
Beijing,E01_05_Construction,65582,counts
Beijing,E01_05_Wholesale_and_Retail_Trades,313079,counts
Beijing,E01_05_Transport_Storage_and_Post,20757,counts
Beijing,E01_05_Hotels_and_Catering_Services,53709,counts
Beijing,E01_05_Information_Transmission_Software_and_Information_Technology,122415,counts
Beijing,E01_05_Financial_Intermediation,7704,counts
Beijing,E01_05_Real_Estate,36826,counts
Beijing,E01_05_Leasing_and_Business_Services,239931,counts
Beijing,E01_05_Scientific_Research_and_Technical_Services,226230,counts
Beijing,E01_05_Management_of_Water_Conservancy_Environment_and_Public_Facilities,8448,counts
Beijing,E01_05_Services_to_Households_Repair_and_Other_Services,53827,counts
Beijing,E01_05_Education,21436,counts
Beijing,E01_05_Health_and_Social_Service,9494,counts
Beijing,E01_05_Culture_Sports_and_Entertainment,89656,counts
Beijing,E01_05_Public_Management_Social_Security_and_Social_Organization,17444,counts
Beijing,E02_05_Population_at_year_end_2015,2188,10000_persons
Beijing,E02_05_Population_at_year_end_2016,2195,10000_persons
Beijing,E02_05_Population_at_year_end_2017,2194,10000_persons
Beijing,E02_05_Population_at_year_end_2018,2192,10000_persons
Beijing,E02_05_Population_at_year_end_2019,2190,10000_persons
Beijing,E02_05_Population_at_year_end_2020,2189,10000_persons
Beijing,E02_05_Population_at_year_end_2021,2189,10000_persons
Beijing,E02_05_Population_at_year_end_2022,2184,10000_persons
Beijing,E02_05_Population_at_year_end_2023,2186,10000_persons
Beijing,E02_05_Population_at_year_end_2024,2183,10000_persons
Beijing,E02_06_Urban_Population_Proportion_2015,86.71,percent
Beijing,E02_06_Urban_Population_Proportion_2016,86.76,percent
Beijing,E02_06_Urban_Population_Proportion_2017,86.93,percent
Beijing,E02_06_Urban_Population_Proportion_2018,87.09,percent
Beijing,E02_06_Urban_Population_Proportion_2019,87.35,percent
Beijing,E02_06_Urban_Population_Proportion_2020,87.55,percent
Beijing,E02_06_Urban_Population_Proportion_2021,87.5,percent
Beijing,E02_06_Urban_Population_Proportion_2022,87.57,percent
Beijing,E02_06_Urban_Population_Proportion_2023,87.83,percent
Beijing,E02_06_Urban_Population_Proportion_2024,88.22,percent
Beijing,E02_07_Total_Population_year_end,2183,10000_persons
Beijing,E02_07_Urban_Population,1926,10000_persons
Beijing,E02_07_Urban_Population_Proportion,88.22,percent
Beijing,E02_07_Rural_Population,257,10000_persons
Beijing,E02_07_Rural_Population_Proportion,11.78,percent
Beijing,E02_07_Birth_Rate,6.09,per_mille
Beijing,E02_07_Death_Rate,6.08,per_mille
Beijing,E02_07_Natural_Growth_Rate,0.01,per_mille
Beijing,E03_09_Gross_Regional_Product,49843.1,100_million_yuan
Beijing,E03_09_Primary_Industry_Value_Added,116.4,100_million_yuan
Beijing,E03_09_Secondary_Industry_Value_Added,7226.8,100_million_yuan
Beijing,E03_09_Tertiary_Industry_Value_Added,42499.9,100_million_yuan
Beijing,E03_09_Agriculture_Forestry_Animal_Husbandry_and_Fishery,117.9,100_million_yuan
Beijing,E03_09_Industry,5937.6,100_million_yuan
Beijing,E03_09_Construction,1414.3,100_million_yuan
Beijing,E03_09_Wholesale_and_Retail_Trades,3078.5,100_million_yuan
Beijing,E03_09_Transport_Storage_and_Post,1240.3,100_million_yuan
Beijing,E03_09_Hotels_and_Catering_Services,442.7,100_million_yuan
Beijing,E03_09_Financial_Intermediation,8154.2,100_million_yuan
Beijing,E03_09_Real_Estate,4933,100_million_yuan
Beijing,E03_09_Others,24524.8,100_million_yuan
Beijing,E03_09_Per_Capita_Gross_Regional_Product,228167,yuan
Beijing,E03_09_Primary_Industry_Composition,0.2,percent
Beijing,E03_09_Secondary_Industry_Composition,14.5,percent
Beijing,E03_09_Tertiary_Industry_Composition,85.3,percent
Beijing,E03_09_Gross_Regional_Product_Index,105.2,preceding_year_100
Beijing,E03_09_Primary_Industry_Index,101.5,preceding_year_100
Beijing,E03_09_Secondary_Industry_Index,105.7,preceding_year_100
Beijing,E03_09_Tertiary_Industry_Index,105.1,preceding_year_100
Beijing,E03_09_Per_Capita_Gross_Regional_Product_Index,105.2,preceding_year_100
Beijing,E04_08_Total_Wage_Bill,17426.3,100_million_yuan
Beijing,E04_08_Agriculture_Forestry_Animal_Husbandry_and_Fishery,7.5,100_million_yuan
Beijing,E04_08_Mining,53.4,100_million_yuan
Beijing,E04_08_Manufacturing,1105.2,100_million_yuan
Beijing,E04_08_Production_and_Supply_of_Electricity_Heating_Gas_and_Water,206.1,100_million_yuan
Beijing,E04_08_Construction,663.5,100_million_yuan
Beijing,E04_08_Wholesale_and_Retail_Trades,1081.5,100_million_yuan
Beijing,E04_08_Transport_Storage_and_Post,795.6,100_million_yuan
Beijing,E04_08_Hotels_and_Catering_Services,229.5,100_million_yuan
Beijing,E04_08_Information_Transmission_Software_and_Information_Technology,3513.2,100_million_yuan
Beijing,E04_08_Financial_Intermediation,2354.6,100_million_yuan
Beijing,E04_08_Real_Estate,588.8,100_million_yuan
Beijing,E04_08_Leasing_and_Business_Services,1480.1,100_million_yuan
Beijing,E04_08_Scientific_Research_and_Technical_Services,1673,100_million_yuan
Beijing,E04_08_Management_of_Water_Conservancy_Environment_and_Public_Facilities,150.9,100_million_yuan
Beijing,E04_08_Services_to_Households_Repair_and_Other_Services,63.1,100_million_yuan
Beijing,E04_08_Education,1178.8,100_million_yuan
Beijing,E04_08_Health_and_Social_Service,964.7,100_million_yuan
Beijing,E04_08_Culture_Sports_and_Entertainment,464.8,100_million_yuan
Beijing,E04_08_Public_Management_Social_Security_and_Social_Organization,852.3,100_million_yuan
Beijing,E04_09_Average_Wage,224608,yuan
Beijing,E04_09_Staff_and_Workers,232592,yuan
Beijing,E04_09_Domestic_Invested_Units,210273,yuan
Beijing,E04_09_Units_with_Funds_from_Hong_Kong_Macao_and_Taiwan,301862,yuan
Beijing,E04_09_Foreign_Funded_Units,282203,yuan
Beijing,E04_12_Average_Wage,224608,yuan
Beijing,E04_12_Agriculture_Forestry_Animal_Husbandry_and_Fishery,77556,yuan
Beijing,E04_12_Mining,230210,yuan
Beijing,E04_12_Manufacturing,198128,yuan
Beijing,E04_12_Production_and_Supply_of_Electricity_Heating_Gas_and_Water,225804,yuan
Beijing,E04_12_Construction,160631,yuan
Beijing,E04_12_Wholesale_and_Retail_Trades,212681,yuan
Beijing,E04_12_Transport_Storage_and_Post,169415,yuan
Beijing,E04_12_Hotels_and_Catering_Services,71728,yuan
Beijing,E04_12_Information_Transmission_Software_and_Information_Technology,338915,yuan
Beijing,E04_12_Financial_Intermediation,334148,yuan
Beijing,E04_12_Real_Estate,131312,yuan
Beijing,E04_12_Leasing_and_Business_Services,181997,yuan
Beijing,E04_12_Scientific_Research_and_Technical_Services,246397,yuan
Beijing,E04_12_Management_of_Water_Conservancy_Environment_and_Public_Facilities,126326,yuan
Beijing,E04_12_Services_to_Households_Repair_and_Other_Services,93547,yuan
Beijing,E04_12_Education,239750,yuan
Beijing,E04_12_Health_and_Social_Service,266947,yuan
Beijing,E04_12_Culture_Sports_and_Entertainment,232699,yuan
Beijing,E04_12_Public_Management_Social_Security_and_Social_Organization,191971,yuan
Beijing,E12_03_Gross_Output_Value_Total,256,100_million_yuan
Beijing,E12_03_Gross_Output_Value_Farming,139.6,100_million_yuan
Beijing,E12_03_Gross_Output_Value_Forestry,64.1,100_million_yuan
Beijing,E12_03_Gross_Output_Value_Animal_Husbandry,41.6,100_million_yuan
Beijing,E12_03_Gross_Output_Value_Fishery,5.1,100_million_yuan
Beijing,E12_03_Gross_Output_Value_Professional_and_Support_Activities_for_Agriculture_Forestry_Animal_Husbandry_and_Fishery,5.6,100_million_yuan
Beijing,E12_03_Index_of_Gross_Output_Total,101.9,preceding_year_100
Beijing,E12_03_Index_of_Gross_Output_Farming,103,preceding_year_100
Beijing,E12_03_Index_of_Gross_Output_Forestry,97.3,preceding_year_100
Beijing,E12_03_Index_of_Gross_Output_Animal_Husbandry,102.7,preceding_year_100
Beijing,E12_03_Index_of_Gross_Output_Fishery,125.1,preceding_year_100
Beijing,E12_03_Index_of_Gross_Output_Professional_and_Support_Activities_for_Agriculture_Forestry_Animal_Husbandry_and_Fishery,109.9,preceding_year_100
Beijing,E12_05_Irrigated_Area_of_Cultivated_Land,120.6,1000_hectares
Beijing,E12_05_Consumption_of_Chemical_Fertilizers,6.7,10000_tons
Beijing,E12_05_Nitrogenous_Fertilizer,1.7,10000_tons
Beijing,E12_05_Phosphatic_Fertilizer,0.2,10000_tons
Beijing,E12_05_Potassic_Fertilizer,0.3,10000_tons
Beijing,E12_05_Compound_Fertilizer,4.4,10000_tons
Beijing,E12_07_Number_of_Reservoirs,80,counts
Beijing,E12_07_Capacity_of_Reservoirs,52,100_million_cu_m
Beijing,E12_07_Area_with_Flood_Prevention_Measures,NA,1000_hectares
Beijing,E12_07_Area_with_Soil_Erosion_under_Control,1016.4,1000_hectares
Beijing,E12_08_Total_Sown_Area,165.3,1000_hectares
Beijing,E12_08_Sown_Area_of_Grain_Crops,94.2,1000_hectares
Beijing,E12_08_Cereals,91.3,1000_hectares
Beijing,E12_08_Rice,0.4,1000_hectares
Beijing,E12_08_Wheat,28.5,1000_hectares
Beijing,E12_08_Corn,60.6,1000_hectares
Beijing,E12_08_Beans,1.4,1000_hectares
Beijing,E12_08_Soybeans,1.2,1000_hectares
Beijing,E12_08_Tubers,1.6,1000_hectares
Beijing,E12_08_Cotton,0,1000_hectares
Beijing,E12_08_Oil_bearing_Crops,3.4,1000_hectares
Beijing,E12_08_Peanuts,2.5,1000_hectares
Beijing,E12_08_Rapeseeds,0.3,1000_hectares
Beijing,E12_08_Sesame,0,1000_hectares
Beijing,E12_08_Fiber_Crops,NA,1000_hectares
Beijing,E12_08_Sugar_Crops,NA,1000_hectares
Beijing,E12_08_Sugarcane,NA,1000_hectares
Beijing,E12_08_Beetroots,NA,1000_hectares
Beijing,E12_08_Tobacco,0,1000_hectares
Beijing,E12_08_Flue_cured_Tobacco,NA,1000_hectares
Beijing,E12_08_Vegetables,50.4,1000_hectares
Beijing,E12_08_Tea_Plantations,NA,1000_hectares
Beijing,E12_08_Orchards,26.2,1000_hectares
Beijing,E12_10_Grain,57.6,10000_tons
Beijing,E12_10_Cereals,56.4,10000_tons
Beijing,E12_10_Rice,NA,10000_tons
Beijing,E12_10_Wheat,16.1,10000_tons
Beijing,E12_10_Corn,39.5,10000_tons
Beijing,E12_10_Beans,NA,10000_tons
Beijing,E12_10_Soybeans,NA,10000_tons
Beijing,E12_10_Tubers,NA,10000_tons
Beijing,E12_10_Cotton,NA,10000_tons
Beijing,E12_10_Oil_bearing_Crops,NA,10000_tons
Beijing,E12_10_Peanuts,0.9,10000_tons
Beijing,E12_10_Rapeseeds,0,10000_tons
Beijing,E12_10_Sesame,0,10000_tons
Beijing,E12_10_Fiber_Crops,NA,10000_tons
Beijing,E12_10_Sugar_Crops,NA,10000_tons
Beijing,E12_10_Sugarcane,NA,10000_tons
Beijing,E12_10_Beetroots,NA,10000_tons
Beijing,E12_10_Tobacco,0,10000_tons
Beijing,E12_10_Flue_cured_Tobacco,NA,10000_tons
Beijing,E12_10_Silkworm_Cocoons,NA,10000_tons
Beijing,E12_10_Mulberry_Silkworm_Cocoons,NA,10000_tons
Beijing,E12_10_Tea,NA,10000_tons
Beijing,E12_10_Fruits,44,10000_tons
Beijing,E12_10_Apples,3.3,10000_tons
Beijing,E12_10_Citrus,0,10000_tons
Beijing,E12_10_Pears,4.6,10000_tons
Beijing,E12_10_Grapes,0.9,10000_tons
Beijing,E12_10_Bananas,0,10000_tons
Beijing,E12_13_Large_Animals_year_end,9,10000_heads
Beijing,E12_13_Cattle_and_Buffaloes,8.8,10000_heads
Beijing,E12_13_Horses,0,10000_heads
Beijing,E12_13_Donkeys,0.1,10000_heads
Beijing,E12_13_Mules,0,10000_heads
Beijing,E12_13_Camels,0,10000_heads
Beijing,E12_13_Slaughtered_Hogs,20,10000_heads
Beijing,E12_13_Hogs_year_end,28.7,10000_heads
Beijing,E12_13_Sheep_and_Goats_year_end,24,10000_heads
Beijing,E12_13_Goats,9,10000_heads
Beijing,E12_13_Sheep,15,10000_heads
Beijing,E12_14_Output_of_Meat,3.6,10000_tons
Beijing,E12_14_Pork_Beef_and_Mutton,2.6,10000_tons
Beijing,E12_14_Pork,1.8,10000_tons
Beijing,E12_14_Beef,0.5,10000_tons
Beijing,E12_14_Mutton,0.2,10000_tons
Beijing,E12_14_Milk,27.1,10000_tons
Beijing,E12_14_Cow_Milk,27.1,10000_tons
Beijing,E12_14_Sheep_Wool,3.9,ton
Beijing,E12_14_Fine_Wool,0.3,ton
Beijing,E12_14_Semi_Fine_Wool,1.3,ton
Beijing,E12_14_Goat_Raw_Wool,4.4,ton
Beijing,E12_14_Cashmere,2.7,ton
Beijing,E12_14_Poultry_Eggs,9.6,10000_tons
Beijing,E12_14_Honey,0.2,10000_tons
Beijing,E12_15_Total_Aquatic_Products,7.1,10000_tons
Beijing,E12_15_Marine_Aquatic_Products,5.7,10000_tons
Beijing,E12_15_Marine_Fishing_Products,5.7,10000_tons
Beijing,E12_15_Marine_Aquacultural_Products,NA,10000_tons
Beijing,E12_15_Marine_Fish,5.7,10000_tons
Beijing,E12_15_Marine_Shrimps_Prawns_and_Crabs,NA,10000_tons
Beijing,E12_15_Marine_Shellfish,NA,10000_tons
Beijing,E12_15_Marine_Algae,NA,10000_tons
Beijing,E12_15_Marine_Others,NA,10000_tons
Beijing,E12_15_Freshwater_Aquatic_Products,1.4,10000_tons
Beijing,E12_15_Freshwater_Fishing_Products,0.2,10000_tons
Beijing,E12_15_Freshwater_Aquacultural_Products,1.2,10000_tons
Beijing,E12_15_Freshwater_Fish,1.4,10000_tons
Beijing,E12_15_Freshwater_Shrimps_Prawns_and_Crabs,NA,10000_tons
Beijing,E12_15_Freshwater_Shellfish,NA,10000_tons
Beijing,E12_15_Freshwater_Others,NA,10000_tons
Beijing,E13_07_Number_of_Enterprises,1157,counts
Beijing,E13_07_Total_Assets,4509.6,100_million_yuan
Beijing,E13_07_Total_Profits,125.7,100_million_yuan
Beijing,E13_07_Annual_Average_Employees,12.6,10000_persons
Beijing,E13_11_Number_of_Enterprises,514,counts
Beijing,E13_11_Total_Assets,67985.5,100_million_yuan
Beijing,E13_11_Total_Profits,1687.7,100_million_yuan
Beijing,E13_11_Annual_Average_Employees,53.4,10000_persons
Beijing,E13_13_Salt,NA,10000_tons
Beijing,E13_13_Refined_Sugar,NA,10000_tons
Beijing,E13_13_Beer,118.12,10000_kiloliters
Beijing,E13_13_Cigarettes,162.01,100_million_pieces
Beijing,E13_13_Cloth,NA,100_million_m
Beijing,E13_13_Machine_made_Paper_and_Paperboard,3.42,10000_tons
Beijing,E13_13_Sulfuric_Acid_Converted_to,NA,100
Beijing,E13_13_Caustic_Soda_Converted_to,0.24,100
Beijing,E13_13_Soda_Ash,NA,10000_tons
Beijing,E13_13_Ethylene,62.57,10000_tons
Beijing,E13_13_Chemical_Nitrogen_Phosphate_and_Potash_Fertilizers_for_Agricultural_Use,NA,10000_tons
Beijing,E13_13_Chemical_Pesticide,NA,10000_tons
Beijing,E13_13_Primary_Plastics,95.97,10000_tons
Beijing,E13_13_Chemical_Fiber,0.41,10000_tons
Beijing,E13_13_Cement,148.81,10000_tons
Beijing,E13_13_Plate_Glass,61.88,10000_weight_cases
Beijing,E13_13_Pig_Iron,NA,10000_tons
Beijing,E13_13_Crude_Steel,NA,10000_tons
Beijing,E13_13_Rolled_Steel,186.74,10000_tons
Beijing,E13_13_Metal_cutting_Machine_Tools,0.55,10000_units
Beijing,E13_13_Large_and_Medium_sized_Tractors,NA,10000_units
Beijing,E13_13_Motor_Vehicles,114.54,10000_units
Beijing,E13_13_Cars,59.87,10000_units
Beijing,E13_13_Power_Generation_Equipment,2505.17,10000_kW
Beijing,E13_13_Household_Refrigerators,NA,10000_units
Beijing,E13_13_Air_Conditioners,NA,10000_units
Beijing,E13_13_Household_Washing_Machines,NA,10000_units
Beijing,E13_13_Mobile_Phones,11980.85,10000_units
Beijing,E13_13_Smartphone,11972,10000_units
Beijing,E13_13_Micro_Computer_Equipment,977.31,10000_units
Beijing,E13_13_Integrated_Circuit,258.08,100_million_units
Beijing,E13_13_Color_Television_Sets,447.58,10000_units
Beijing,E07_05_General_Public_Budget_Revenue,6372.68,100_million_yuan
Beijing,E07_05_Tax_Revenue,5473.16,100_million_yuan
Beijing,E07_05_Domestic_Value_added_Tax,1990.56,100_million_yuan
Beijing,E07_05_Corporate_Income_Tax,1448.91,100_million_yuan
Beijing,E07_05_Individual_Income_Tax,766.02,100_million_yuan
Beijing,E07_05_Resource_Tax,33.12,100_million_yuan
Beijing,E07_05_City_Maintenance_and_Construction_Tax,239.32,100_million_yuan
Beijing,E07_05_House_Property_Tax,387.23,100_million_yuan
Beijing,E07_05_Stamp_Tax,121.72,100_million_yuan
Beijing,E07_05_Urban_Land_Use_Tax,19.97,100_million_yuan
Beijing,E07_05_Land_Appreciation_Tax,204.31,100_million_yuan
Beijing,E07_05_Tax_on_Vehicles_and_Boat_Operation,32.99,100_million_yuan
Beijing,E07_05_Farm_Land_Occupation_Tax,6.41,100_million_yuan
Beijing,E07_05_Deed_Tax,212.99,100_million_yuan
Beijing,E07_05_Tobacco_Leaf_Tax,NA,100_million_yuan
Beijing,E07_05_Environment_Protection_Tax,8.2,100_million_yuan
Beijing,E07_05_Other_Tax_Revenue,1.39,100_million_yuan
Beijing,E07_05_Non_Tax_Revenue,899.52,100_million_yuan
Beijing,E07_05_Special_Program_Receipts,424.71,100_million_yuan
Beijing,E07_05_Charge_of_Administrative_and_Institutional_Units,66.37,100_million_yuan
Beijing,E07_05_Penalty_Receipts,69.91,100_million_yuan
Beijing,E07_05_Operating_Income_from_Government_Capital,1.64,100_million_yuan
Beijing,E07_05_Income_from_Use_of_State_owned_Resources_Assets,230.47,100_million_yuan
Beijing,E07_05_Other_Revenue,106.42,100_million_yuan
Beijing,E07_06_General_Public_Budget_Expenditure,8396.49,100_million_yuan
Beijing,E07_06_Expenditure_for_General_Public_Services,533.61,100_million_yuan
Beijing,E07_06_Expenditure_for_Foreign_Affairs,NA,100_million_yuan
Beijing,E07_06_Expenditure_for_National_Defense,8.97,100_million_yuan
Beijing,E07_06_Expenditure_for_Public_Security,510.51,100_million_yuan
Beijing,E07_06_Expenditure_for_Education,1247.15,100_million_yuan
Beijing,E07_06_Expenditure_for_Science_and_Technology,565.2,100_million_yuan
Beijing,E07_06_Expenditure_for_Culture_Tourism_Sport_and_Media,199.89,100_million_yuan
Beijing,E07_06_Expenditure_for_Social_Security_and_Employment,1200.65,100_million_yuan
Beijing,E07_06_Expenditure_for_Health_Care,647.55,100_million_yuan
Beijing,E07_06_Expenditure_for_Energy_Conservation_and_Environment_Protection,194.42,100_million_yuan
Beijing,E07_06_Expenditure_for_Urban_and_Rural_Community_Affairs,983.87,100_million_yuan
Beijing,E07_06_Expenditure_for_Agriculture_Forestry_and_Water_Conservancy,478.25,100_million_yuan
Beijing,E07_06_Expenditure_for_Transportation,350.51,100_million_yuan
Beijing,E07_06_Expenditure_for_Resource_Exploration_and_Industrial_Information,404.01,100_million_yuan
Beijing,E07_06_Expenditure_for_Commerce_and_Services,28.54,100_million_yuan
Beijing,E07_06_Expenditure_for_Financial_Affairs,17.55,100_million_yuan
Beijing,E07_06_Expenditure_for_Assistance_to_Other_Regions,59.24,100_million_yuan
Beijing,E07_06_Expenditure_for_Nature_Resources_Ocean_and_Weather,40.92,100_million_yuan
Beijing,E07_06_Expenditure_for_Housing_Security,200.85,100_million_yuan
Beijing,E07_06_Expenditure_for_Reserve_of_Grain_Oil_and_Other_Materials,10.8,100_million_yuan
Beijing,E07_06_Expenditure_for_Prevention_of_Disasters_and_Emergency_Management,530.18,100_million_yuan
Beijing,E07_06_Expenditure_for_Interest_Payments_on_Debts,78.84,100_million_yuan
Beijing,E07_06_Expenditure_for_Issuing_Debts,0.37,100_million_yuan
Beijing,E07_06_Other_Expenditure,104.6,100_million_yuan
Beijing,E18_22_Premium_of_Primary_Insurance_Subtotal,3548.65,100_million_yuan
Beijing,E18_22_Premium_of_Primary_Insurance_Property_Insurance,525.82,100_million_yuan
Beijing,E18_22_Premium_of_Primary_Insurance_Life_Insurance,3022.83,100_million_yuan
Beijing,E18_22_Claim_Payment_Subtotal,1047.22,100_million_yuan
Beijing,E18_22_Claim_Payment_Property_Insurance,364.38,100_million_yuan
Beijing,E18_22_Claim_Payment_Life_Insurance,682.83,100_million_yuan
Beijing,E20_07_Full_time_Equivalent_of_R_and_D_Personnel,64722,man_year
Beijing,E20_07_Expenditure_on_R_and_D,4676848,10000_yuan
Beijing,E20_07_Number_of_Patent_Applications,34749,piece
Beijing,E20_07_Patent_Applications_Inventions,24099,piece
Beijing,E20_07_Number_of_Effective_Inventions,96443,piece
Beijing,E20_10_Projects_for_New_Products_Development,19315,counts
Beijing,E20_10_Expenditure_on_New_Products_Development,7457975,10000_yuan
Beijing,E20_10_Sales_Revenue_of_New_Products,79738030,10000_yuan
Beijing,E20_10_Exports,10894352,10000_yuan
Beijing,E20_20_Applications_Total,321445,piece
Beijing,E20_20_Applications_Inventions,210052,piece
Beijing,E20_20_Applications_Utility_Models,89104,piece
Beijing,E20_20_Applications_Appearance_Designs,22289,piece
Beijing,E20_20_Authorizations_Total,199702,piece
Beijing,E20_20_Authorizations_Inventions,119635,piece
Beijing,E20_20_Authorizations_Utility_Models,60309,piece
Beijing,E20_20_Authorizations_Appearance_Designs,19758,piece
Beijing,E20_26_Transaction_Value_in_Technical_Markets_2017,44868872,10000_yuan
Beijing,E20_26_Transaction_Value_in_Technical_Markets_2018,49578246,10000_yuan
Beijing,E20_26_Transaction_Value_in_Technical_Markets_2019,56952843,10000_yuan
Beijing,E20_26_Transaction_Value_in_Technical_Markets_2020,63161622,10000_yuan
Beijing,E20_26_Transaction_Value_in_Technical_Markets_2021,70056517,10000_yuan
Beijing,E20_26_Transaction_Value_in_Technical_Markets_2022,79475111,10000_yuan
Beijing,E20_26_Transaction_Value_in_Technical_Markets_2023,85369394,10000_yuan
Beijing,E20_26_Transaction_Value_in_Technical_Markets_2024,91532557,10000_yuan
Beijing,E20_28_Topographic_Maps,2139,counts
Beijing,E20_28_Topographic_Maps_1_to_10000_scale,2,counts
Beijing,E20_28_Topographic_Maps_1_to_50000_scale,NA,counts
Beijing,E20_28_Surveying_and_Mapping_Datum_Product,5749,point
Beijing,E20_28_Aerial_Photograph,NA,GB
Beijing,E20_29_National_Seismic_Stations,1,counts
Beijing,E20_29_Provincial_Seismic_Stations,1,counts
Beijing,E20_29_Central_Stations,1,counts
Beijing,E20_29_General_Monitoring_Stations_Seismic_Basic_Stations_Seismic_Observation,72,counts
Beijing,E20_29_General_Monitoring_Stations_Seismic_Basic_Stations_Strong_Earthquake_Observation,550,counts
Beijing,E20_29_General_Monitoring_Stations_Seismic_Basic_Stations_Earthquake_Intensity_Observation,65,counts
Beijing,E20_29_General_Monitoring_Stations_Geophysical_GNSS_Observation,10,counts
Beijing,E20_29_General_Monitoring_Stations_Geophysical_Gravity_Observation,NA,counts
Beijing,E20_29_General_Monitoring_Stations_Geophysical_Geomagnetic_Observation,2,counts
Beijing,E20_29_General_Monitoring_Stations_Geophysical_Sub_surface_Fluid_Observation,26,counts
Beijing,E20_29_General_Monitoring_Stations_Geophysical_Fixed_Point_Deformation_Observation,5,counts
Beijing,E20_29_General_Monitoring_Stations_Geophysical_Geo_electric_Observation,3,counts
Beijing,E20_29_Municipality_County_Level_Stations,18,counts
Beijing,E20_29_Enterprise_Stations,NA,counts
Beijing,E20_31_Surface_Meteorological_Ground_based_Observation_Stations,3330,counts
Beijing,E20_31_Surface_Meteorological_Observation_and_Experimental_Base,1,counts
Beijing,E20_31_Surface_Meteorological_Atmospheric_Composition_Observation,34,counts
Beijing,E20_31_Surface_Meteorological_Applied_Meteorological_Observation,82,counts
Beijing,E20_31_Surface_Meteorological_Lightning_and_GNSS_MET_Observation,49,counts
Beijing,E20_31_Surface_Meteorological_Maritime_Meteorological_Observation,NA,counts
Beijing,E20_31_Upper_Air_Meteorological_Sounding_Observations,4,counts
Beijing,E20_31_Upper_Air_Meteorological_Meteorological_Radar_Observations,10,counts
Beijing,E20_31_Space_Meteorological_Observation_Satellite_Remote_Sensing_and_Space_Weather_Observation,3,counts
Beijing,E20_31_Data_Volume_of_Meteorological_Data_Sharing_Service,NA,GB
Beijing,E20_33_Qualification_Rate_of_Products_2023,96.75,percent
Beijing,E20_33_Qualification_Rate_of_Products_2024,95.54,percent
Beijing,E22_01_Total,11273,counts
Beijing,E22_01_Hospitals,682,counts
Beijing,E22_01_General_Hospitals,197,counts
Beijing,E22_01_Traditional_Chinese_Medicine_Hospitals,199,counts
Beijing,E22_01_Specialized_Hospitals,210,counts
Beijing,E22_01_Health_Care_Institutions_at_Grass_root_Level,10290,counts
Beijing,E22_01_Community_Health_Service_Centers_Stations,2016,counts
Beijing,E22_01_Township_Health_Centers,NA,counts
Beijing,E22_01_Village_Clinics,2552,counts
Beijing,E22_01_Outpatient_Departments,5722,counts
Beijing,E22_01_Specialized_Public_Health_Institutions,95,counts
Beijing,E22_01_Centers_for_Disease_Control,29,counts
Beijing,E22_01_Specialized_Disease_Prevention_Treatment_Institutions,16,counts
Beijing,E22_01_Maternal_and_Child_Care_Centers,18,counts
Beijing,E22_01_Health_Inspection_Institutions_Centers,17,counts
Beijing,E22_02_Health_Personnel,401621,person
Beijing,E22_02_Health_Technical_Personnel,323916,person
Beijing,E22_02_Licensed_Assistant_Physicians,126405,person
Beijing,E22_02_Licensed_Physicians,120033,person
Beijing,E22_02_Registered_Nurses,139948,person
Beijing,E22_02_Pharmacists,17552,person
Beijing,E22_02_Village_Doctors_and_Assistants,2616,person
Beijing,E22_02_Other_Technical_Personnel,21944,person
Beijing,E22_02_Administrative_Staffs,20977,person
Beijing,E22_02_Logistics_Technical_Workers,32168,person
Beijing,E22_03_Health_Technical_Personnel_Total,14.84,person
Beijing,E22_03_Health_Technical_Personnel_Urban,14.84,person
Beijing,E22_03_Health_Technical_Personnel_Rural,NA,person
Beijing,E22_03_Licensed_Assistant_Physicians_Total,5.79,person
Beijing,E22_03_Licensed_Assistant_Physicians_Urban,5.79,person
Beijing,E22_03_Licensed_Assistant_Physicians_Rural,NA,person
Beijing,E22_03_Registered_Nurses_Total,6.41,person
Beijing,E22_03_Registered_Nurses_Urban,6.41,person
Beijing,E22_03_Registered_Nurses_Rural,NA,person
Beijing,E22_04_Village_Clinics,2552,counts
Beijing,E22_04_Village_run,2327,counts
Beijing,E22_04_Outlets_of_Township_Health_Centers,74,counts
Beijing,E22_04_Joint_run,1,counts
Beijing,E22_04_Private_run,142,counts
Beijing,E22_04_Others,8,counts
Beijing,E22_06_Total,14.11,10000_beds
