sample_type,province,location,antibiotic,group_of_antibiotic,mean_concentration,max_concentration,concentration_unit,sample_year,season,full_reference_name,place_in_article_data_extracted_from,reference_number,source_dataset
municipal sludge,Heilongjiang,"Harbin, Songhua River",Azithromycin,macrolides,11.6,NA,µg/kg dw,2016.0,autumn,"Wang, W. The distribution, transformation and risk assessment of typical antibiotics in the Songhua River Basin of Harbin Secion, Northeast Forestry University, (2018).",Zhang 2022 supplementary dataset (Sheet7 record),122,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Heilongjiang,Harbin,Azithromycin,macrolides,11.6,75.3,µg/kg dw,2016.0,autumn,"Wang, W., Zhang, W., Liang, H. & Gao, D. Occurrence and fate of typical antibiotics in wastewater treatment plants in Harbin, North-east China. Frontiers of Environmental Science & Engineering 13 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),40,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Heilongjiang,"Harbin, Songhua River",Clarithromycin,macrolides,11.5,NA,µg/kg dw,2016.0,autumn,"Wang, W. The distribution, transformation and risk assessment of typical antibiotics in the Songhua River Basin of Harbin Secion, Northeast Forestry University, (2018).",Zhang 2022 supplementary dataset (Sheet7 record),122,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Heilongjiang,Harbin,Clarithromycin,macrolides,11.5,82.9,µg/kg dw,2016.0,autumn,"Wang, W., Zhang, W., Liang, H. & Gao, D. Occurrence and fate of typical antibiotics in wastewater treatment plants in Harbin, North-east China. Frontiers of Environmental Science & Engineering 13 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),40,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Heilongjiang,"Harbin, Songhua River",Flumequine,fluoroquinolones,2.2,NA,µg/kg dw,2016.0,autumn,"Wang, W. The distribution, transformation and risk assessment of typical antibiotics in the Songhua River Basin of Harbin Secion, Northeast Forestry University, (2018).",Zhang 2022 supplementary dataset (Sheet7 record),122,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Heilongjiang,Harbin,Flumequine,fluoroquinolones,2.1,7.5,µg/kg dw,2016.0,autumn,"Wang, W., Zhang, W., Liang, H. & Gao, D. Occurrence and fate of typical antibiotics in wastewater treatment plants in Harbin, North-east China. Frontiers of Environmental Science & Engineering 13 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),40,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Heilongjiang,"Harbin, Songhua River",Norfloxacin,fluoroquinolones,70.9,NA,µg/kg dw,2016.0,autumn,"Wang, W. The distribution, transformation and risk assessment of typical antibiotics in the Songhua River Basin of Harbin Secion, Northeast Forestry University, (2018).",Zhang 2022 supplementary dataset (Sheet7 record),122,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Heilongjiang,Harbin,Norfloxacin,fluoroquinolones,70.9,526,µg/kg dw,2016.0,autumn,"Wang, W., Zhang, W., Liang, H. & Gao, D. Occurrence and fate of typical antibiotics in wastewater treatment plants in Harbin, North-east China. Frontiers of Environmental Science & Engineering 13 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),40,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Heilongjiang,"Harbin, Songhua River",Ofloxacin,fluoroquinolones,62,NA,µg/kg dw,2016.0,autumn,"Wang, W. The distribution, transformation and risk assessment of typical antibiotics in the Songhua River Basin of Harbin Secion, Northeast Forestry University, (2018).",Zhang 2022 supplementary dataset (Sheet7 record),122,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Heilongjiang,Harbin,Ofloxacin,fluoroquinolones,61.9,487,µg/kg dw,2016.0,autumn,"Wang, W., Zhang, W., Liang, H. & Gao, D. Occurrence and fate of typical antibiotics in wastewater treatment plants in Harbin, North-east China. Frontiers of Environmental Science & Engineering 13 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),40,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Heilongjiang,"Harbin, Songhua River",Roxithromycin,macrolides,66.5,NA,µg/kg dw,2016.0,autumn,"Wang, W. The distribution, transformation and risk assessment of typical antibiotics in the Songhua River Basin of Harbin Secion, Northeast Forestry University, (2018).",Zhang 2022 supplementary dataset (Sheet7 record),122,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Heilongjiang,Harbin,Roxithromycin,macrolides,66.5,198,µg/kg dw,2016.0,autumn,"Wang, W., Zhang, W., Liang, H. & Gao, D. Occurrence and fate of typical antibiotics in wastewater treatment plants in Harbin, North-east China. Frontiers of Environmental Science & Engineering 13 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),40,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Heilongjiang,"Harbin, Songhua River",Sulfadiazine,sulfonamides,33,NA,µg/kg dw,2016.0,autumn,"Wang, W. The distribution, transformation and risk assessment of typical antibiotics in the Songhua River Basin of Harbin Secion, Northeast Forestry University, (2018).",Zhang 2022 supplementary dataset (Sheet7 record),122,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Heilongjiang,Harbin,Sulfadiazine,sulfonamides,32.9,160,µg/kg dw,2016.0,autumn,"Wang, W., Zhang, W., Liang, H. & Gao, D. Occurrence and fate of typical antibiotics in wastewater treatment plants in Harbin, North-east China. Frontiers of Environmental Science & Engineering 13 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),40,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Heilongjiang,Harbin,Sulfamethoxazole,sulfonamides,3.9,32.6,µg/kg dw,2016.0,autumn,"Wang, W., Zhang, W., Liang, H. & Gao, D. Occurrence and fate of typical antibiotics in wastewater treatment plants in Harbin, North-east China. Frontiers of Environmental Science & Engineering 13 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),40,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Heilongjiang,Harbin,Sulfapyridine,sulfonamides,0.51,9.2,µg/kg dw,2016.0,autumn,"Wang, W., Zhang, W., Liang, H. & Gao, D. Occurrence and fate of typical antibiotics in wastewater treatment plants in Harbin, North-east China. Frontiers of Environmental Science & Engineering 13 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),40,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Heilongjiang,Harbin,Sulfadiazine,sulfonamides,11.33,NA,µg/kg dw,NA,NA,"Wang, H., Ding, J., Ding, L. & Ren, N. Analysis of sulfonamides in soil, sediment, and sludge based on dynamic microwave-assisted micellar extraction. Environ Sci Pollut Res Int 23, 12954-12965, doi:10.1007/s11356-016-6383-0 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),99,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Heilongjiang,Harbin,Sulfadimidine,sulfonamides,17.06,NA,µg/kg dw,NA,NA,"Wang, H., Ding, J., Ding, L. & Ren, N. Analysis of sulfonamides in soil, sediment, and sludge based on dynamic microwave-assisted micellar extraction. Environ Sci Pollut Res Int 23, 12954-12965, doi:10.1007/s11356-016-6383-0 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),99,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Heilongjiang,Harbin,Sulfamerazine,sulfonamides,0,NA,µg/kg dw,NA,NA,"Wang, H., Ding, J., Ding, L. & Ren, N. Analysis of sulfonamides in soil, sediment, and sludge based on dynamic microwave-assisted micellar extraction. Environ Sci Pollut Res Int 23, 12954-12965, doi:10.1007/s11356-016-6383-0 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),99,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Heilongjiang,Harbin,Sulfameter,sulfonamides,0,NA,µg/kg dw,NA,NA,"Wang, H., Ding, J., Ding, L. & Ren, N. Analysis of sulfonamides in soil, sediment, and sludge based on dynamic microwave-assisted micellar extraction. Environ Sci Pollut Res Int 23, 12954-12965, doi:10.1007/s11356-016-6383-0 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),99,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Heilongjiang,Harbin,Sulfamethoxazole,sulfonamides,6.905,NA,µg/kg dw,NA,NA,"Wang, H., Ding, J., Ding, L. & Ren, N. Analysis of sulfonamides in soil, sediment, and sludge based on dynamic microwave-assisted micellar extraction. Environ Sci Pollut Res Int 23, 12954-12965, doi:10.1007/s11356-016-6383-0 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),99,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Heilongjiang,Harbin,Sulfamonomethoxine,sulfonamides,0,NA,µg/kg dw,NA,NA,"Wang, H., Ding, J., Ding, L. & Ren, N. Analysis of sulfonamides in soil, sediment, and sludge based on dynamic microwave-assisted micellar extraction. Environ Sci Pollut Res Int 23, 12954-12965, doi:10.1007/s11356-016-6383-0 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),99,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Heilongjiang,Harbin,Sulfanitran,sulfonamides,0,NA,µg/kg dw,NA,NA,"Wang, H., Ding, J., Ding, L. & Ren, N. Analysis of sulfonamides in soil, sediment, and sludge based on dynamic microwave-assisted micellar extraction. Environ Sci Pollut Res Int 23, 12954-12965, doi:10.1007/s11356-016-6383-0 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),99,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Heilongjiang,Harbin,Sulfaphenazole,sulfonamides,0,NA,µg/kg dw,NA,NA,"Wang, H., Ding, J., Ding, L. & Ren, N. Analysis of sulfonamides in soil, sediment, and sludge based on dynamic microwave-assisted micellar extraction. Environ Sci Pollut Res Int 23, 12954-12965, doi:10.1007/s11356-016-6383-0 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),99,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Heilongjiang,Harbin,Sulfapyridine,sulfonamides,7.905,NA,µg/kg dw,NA,NA,"Wang, H., Ding, J., Ding, L. & Ren, N. Analysis of sulfonamides in soil, sediment, and sludge based on dynamic microwave-assisted micellar extraction. Environ Sci Pollut Res Int 23, 12954-12965, doi:10.1007/s11356-016-6383-0 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),99,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Heilongjiang,Harbin,Sulfaquinoxaline,sulfonamides,2.795,NA,µg/kg dw,NA,NA,"Wang, H., Ding, J., Ding, L. & Ren, N. Analysis of sulfonamides in soil, sediment, and sludge based on dynamic microwave-assisted micellar extraction. Environ Sci Pollut Res Int 23, 12954-12965, doi:10.1007/s11356-016-6383-0 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),99,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Hunan,Changsha,Azithromycin,macrolides,59,1100,µg/kg dw,2017.0,spring,"Lin, H. et al. Mass loading and emission of thirty-seven pharmaceuticals in a typical municipal wastewater treatment plant in Hunan Province, Southern China. Ecotoxicology and Environmental Safety 147, 530-536, doi:10.1016/j.ecoenv.2017.08.052 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),144,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Hunan,Changsha,Ciprofloxacin,fluoroquinolones,120,180,µg/kg dw,2017.0,spring,"Lin, H. et al. Mass loading and emission of thirty-seven pharmaceuticals in a typical municipal wastewater treatment plant in Hunan Province, Southern China. Ecotoxicology and Environmental Safety 147, 530-536, doi:10.1016/j.ecoenv.2017.08.052 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),144,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Hunan,Changsha,Clarithromycin,macrolides,29,57,µg/kg dw,2017.0,spring,"Lin, H. et al. Mass loading and emission of thirty-seven pharmaceuticals in a typical municipal wastewater treatment plant in Hunan Province, Southern China. Ecotoxicology and Environmental Safety 147, 530-536, doi:10.1016/j.ecoenv.2017.08.052 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),144,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Hunan,Changsha,Doxycycline,tetracyclines,28,400,µg/kg dw,2017.0,spring,"Lin, H. et al. Mass loading and emission of thirty-seven pharmaceuticals in a typical municipal wastewater treatment plant in Hunan Province, Southern China. Ecotoxicology and Environmental Safety 147, 530-536, doi:10.1016/j.ecoenv.2017.08.052 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),144,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Hunan,Changsha,Enrofloxacin,fluoroquinolones,41,100,µg/kg dw,2017.0,spring,"Lin, H. et al. Mass loading and emission of thirty-seven pharmaceuticals in a typical municipal wastewater treatment plant in Hunan Province, Southern China. Ecotoxicology and Environmental Safety 147, 530-536, doi:10.1016/j.ecoenv.2017.08.052 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),144,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Hunan,Changsha,Erythromycin-H2O,macrolides,7.3,28,µg/kg dw,2017.0,spring,"Lin, H. et al. Mass loading and emission of thirty-seven pharmaceuticals in a typical municipal wastewater treatment plant in Hunan Province, Southern China. Ecotoxicology and Environmental Safety 147, 530-536, doi:10.1016/j.ecoenv.2017.08.052 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),144,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Hunan,Changsha,Flumequine,fluoroquinolones,0.85,4.7,µg/kg dw,2017.0,spring,"Lin, H. et al. Mass loading and emission of thirty-seven pharmaceuticals in a typical municipal wastewater treatment plant in Hunan Province, Southern China. Ecotoxicology and Environmental Safety 147, 530-536, doi:10.1016/j.ecoenv.2017.08.052 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),144,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Hunan,Changsha,Norfloxacin,fluoroquinolones,1400,2000,µg/kg dw,2017.0,spring,"Lin, H. et al. Mass loading and emission of thirty-seven pharmaceuticals in a typical municipal wastewater treatment plant in Hunan Province, Southern China. Ecotoxicology and Environmental Safety 147, 530-536, doi:10.1016/j.ecoenv.2017.08.052 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),144,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Hunan,Changsha,Ofloxacin,fluoroquinolones,3300,5300,µg/kg dw,2017.0,spring,"Lin, H. et al. Mass loading and emission of thirty-seven pharmaceuticals in a typical municipal wastewater treatment plant in Hunan Province, Southern China. Ecotoxicology and Environmental Safety 147, 530-536, doi:10.1016/j.ecoenv.2017.08.052 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),144,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Hunan,Changsha,Oxytetracycline,tetracyclines,810,1200,µg/kg dw,2017.0,spring,"Lin, H. et al. Mass loading and emission of thirty-seven pharmaceuticals in a typical municipal wastewater treatment plant in Hunan Province, Southern China. Ecotoxicology and Environmental Safety 147, 530-536, doi:10.1016/j.ecoenv.2017.08.052 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),144,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Hunan,Changsha,Roxithromycin,macrolides,57,89,µg/kg dw,2017.0,spring,"Lin, H. et al. Mass loading and emission of thirty-seven pharmaceuticals in a typical municipal wastewater treatment plant in Hunan Province, Southern China. Ecotoxicology and Environmental Safety 147, 530-536, doi:10.1016/j.ecoenv.2017.08.052 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),144,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Hunan,Changsha,Tetracycline,tetracyclines,230,480,µg/kg dw,2017.0,spring,"Lin, H. et al. Mass loading and emission of thirty-seven pharmaceuticals in a typical municipal wastewater treatment plant in Hunan Province, Southern China. Ecotoxicology and Environmental Safety 147, 530-536, doi:10.1016/j.ecoenv.2017.08.052 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),144,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Hunan,Changsha,Trimethoprim,sulfonamides,2.6,19,µg/kg dw,2017.0,spring,"Lin, H. et al. Mass loading and emission of thirty-seven pharmaceuticals in a typical municipal wastewater treatment plant in Hunan Province, Southern China. Ecotoxicology and Environmental Safety 147, 530-536, doi:10.1016/j.ecoenv.2017.08.052 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),144,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Jiangsu,Wuxi,Azithromycin,macrolides,6890.95,8466.4,µg/kg dw,2013.0,autumn,"Yuan, X., Qiang, Z., Ben, W., Zhu, B. & Qu, J. Distribution, mass load and environmental impact of multiple-class pharmaceuticals in conventional and upgraded municipal wastewater treatment plants in East China. Environmental Science-Processes & Impacts 17, 596-605, doi:10.1039/c4em00596a (2015).",Zhang 2022 supplementary dataset (Sheet7 record),172,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Jiangsu,Wuxi,Norfloxacin,fluoroquinolones,2747.45,3661.4,µg/kg dw,2013.0,autumn,"Yuan, X., Qiang, Z., Ben, W., Zhu, B. & Qu, J. Distribution, mass load and environmental impact of multiple-class pharmaceuticals in conventional and upgraded municipal wastewater treatment plants in East China. Environmental Science-Processes & Impacts 17, 596-605, doi:10.1039/c4em00596a (2015).",Zhang 2022 supplementary dataset (Sheet7 record),172,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Jiangsu,Wuxi,Ofloxacin,fluoroquinolones,8827.6,12127.2,µg/kg dw,2013.0,autumn,"Yuan, X., Qiang, Z., Ben, W., Zhu, B. & Qu, J. Distribution, mass load and environmental impact of multiple-class pharmaceuticals in conventional and upgraded municipal wastewater treatment plants in East China. Environmental Science-Processes & Impacts 17, 596-605, doi:10.1039/c4em00596a (2015).",Zhang 2022 supplementary dataset (Sheet7 record),172,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Jiangsu,Jiangsu,Azithromycin,macrolides,749,6027.2,µg/kg dw,2015.0,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Jiangsu,Jiangsu,Chlortetracycline,tetracyclines,8.5,276.6,µg/kg dw,2015.0,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Jiangsu,Jiangsu,Ciprofloxacin,fluoroquinolones,83.3,1376.9,µg/kg dw,2015.0,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Jiangsu,Jiangsu,Clarithromycin,macrolides,5.3,49.5,µg/kg dw,2015.0,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Jiangsu,Jiangsu,Doxycycline,tetracyclines,13.6,112.6,µg/kg dw,2015.0,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Jiangsu,Jiangsu,Enrofloxacin,fluoroquinolones,6.6,69.5,µg/kg dw,2015.0,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Jiangsu,Jiangsu,Erythromycin-H2O,macrolides,6.2,43.4,µg/kg dw,2015.0,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Jiangsu,Jiangsu,Lomefloxacin,fluoroquinolones,75.3,316.1,µg/kg dw,2015.0,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Jiangsu,Jiangsu,Norfloxacin,fluoroquinolones,2003.7,3677.2,µg/kg dw,2015.0,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Jiangsu,Jiangsu,Ofloxacin,fluoroquinolones,3150,8800.5,µg/kg dw,2015.0,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Jiangsu,Jiangsu,Oxytetracycline,tetracyclines,387.8,5115.9,µg/kg dw,2015.0,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Jiangsu,Jiangsu,Roxithromycin,macrolides,13.4,110,µg/kg dw,2015.0,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Jiangsu,Jiangsu,Sulfadiazine,sulfonamides,3.4,12,µg/kg dw,2015.0,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Jiangsu,Jiangsu,Sulfadimethoxine,sulfonamides,4.9,12.9,µg/kg dw,2015.0,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Jiangsu,Jiangsu,Sulfamerazine,sulfonamides,15.3,68.8,µg/kg dw,2015.0,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Jiangsu,Jiangsu,Sulfamethazine,sulfonamides,0.8,122.7,µg/kg dw,2015.0,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Jiangsu,Jiangsu,Sulfamethoxazole,sulfonamides,4.2,16.4,µg/kg dw,2015.0,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Jiangsu,Jiangsu,Sulfathiazole,sulfonamides,7.1,12.8,µg/kg dw,2015.0,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Jiangsu,Jiangsu,Tetracycline,tetracyclines,57.4,1038.4,µg/kg dw,2015.0,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Jiangsu,Jiangsu,Trimethoprim,sulfonamides,18,31.5,µg/kg dw,2015.0,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Liaoning,Dalian,Azithromycin,macrolides,272,599,µg/kg dw,2012.0,spring,"Zhang, H., Liu, P., Feng, Y. & Yang, F. Fate of antibiotics during wastewater treatment and antibiotic distribution in the effluent-receiving waters of the Yellow Sea, northern China. Marine Pollution Bulletin 73, 282-290, doi:10.1016/j.marpolbul.2013.05.007 (2013).",Zhang 2022 supplementary dataset (Sheet7 record),198,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Liaoning,Dalian,Norfloxacin,fluoroquinolones,250.6,370,µg/kg dw,2012.0,spring,"Zhang, H., Liu, P., Feng, Y. & Yang, F. Fate of antibiotics during wastewater treatment and antibiotic distribution in the effluent-receiving waters of the Yellow Sea, northern China. Marine Pollution Bulletin 73, 282-290, doi:10.1016/j.marpolbul.2013.05.007 (2013).",Zhang 2022 supplementary dataset (Sheet7 record),198,Data_on_Antibiotics_in_China__07_Sheet7.csv
municipal sludge,Liaoning,Dalian,Ofloxacin,fluoroquinolones,129.8,214,µg/kg dw,2012.0,spring,"Zhang, H., Liu, P., Feng, Y. & Yang, F. Fate of antibiotics during wastewater treatment and antibiotic distribution in the effluent-receiving waters of the Yellow Sea, northern China. Marine Pollution Bulletin 73, 282-290, doi:10.1016/j.marpolbul.2013.05.007 (2013).",Zhang 2022 supplementary dataset (Sheet7 record),198,Data_on_Antibiotics_in_China__07_Sheet7.csv
