sample_type,province,location,antibiotic,group_of_antibiotic,mean_concentration,max_concentration,concentration_unit,sample_year,season,full_reference_name,place_in_article_data_extracted_from,reference_number,source_dataset
sediment,Hunan,the Dongting lakes,Lincomycin,other,0.45,12.5,µg/kg dw,2016.0,summer,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),132,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,the Dongting lakes,Marbofloxacin,fluoroquinolones,0.01,NA,µg/kg dw,2016.0,summer,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),132,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,the Dongting lakes,Norfloxacin,fluoroquinolones,0.36,15,µg/kg dw,2016.0,summer,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),132,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,the Dongting lakes,Ofloxacin,fluoroquinolones,2.02,62.5,µg/kg dw,2016.0,summer,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),132,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,the Dongting lakes,Oxytetracycline,tetracyclines,0.96,31.5,µg/kg dw,2016.0,summer,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),132,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,the Dongting lakes,Roxithromycin,macrolides,1.2,23.3,µg/kg dw,2016.0,summer,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),132,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,the Dongting lakes,Sulfachloropyridazine,sulfonamides,0.08,5.95,µg/kg dw,2016.0,summer,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),132,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,the Dongting lakes,Sulfadiazine,sulfonamides,0.35,22,µg/kg dw,2016.0,summer,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),132,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,the Dongting lakes,Sulfadoxine,sulfonamides,0.05,2.03,µg/kg dw,2016.0,summer,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),132,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,the Dongting lakes,Sulfamethazine,sulfonamides,0.14,4.58,µg/kg dw,2016.0,summer,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),132,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,the Dongting lakes,Sulfamonomethoxine,sulfonamides,0.27,3.1,µg/kg dw,2016.0,summer,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),132,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,the Dongting lakes,Sulfapyridine,sulfonamides,0.08,3.53,µg/kg dw,2016.0,summer,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),132,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,the Dongting lakes,Sulfathiazole,sulfonamides,0.02,2.7,µg/kg dw,2016.0,summer,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),132,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,the Dongting lakes,Sulfisoxazole,sulfonamides,0.07,0.43,µg/kg dw,2016.0,summer,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),132,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,the Dongting lakes,Trimethoprim,sulfonamides,0.08,6.78,µg/kg dw,2016.0,summer,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),132,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,the Dongting lakes,Tylosin,macrolides,0.14,10.2,µg/kg dw,2016.0,summer,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),132,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Azithromycin,macrolides,2.18,9.76,µg/kg dw,2017.0,spring,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Azithromycin,macrolides,NA,1.5,µg/kg dw,2017.0,summer,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Azithromycin,macrolides,NA,2.03,µg/kg dw,2017.0,autumn,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Chloramphenicol,other,NA,0.42,µg/kg dw,2017.0,spring,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Chloramphenicol,other,NA,0.5,µg/kg dw,2017.0,summer,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Chloramphenicol,other,NA,0.19,µg/kg dw,2017.0,autumn,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Chlortetracycline,tetracyclines,27.8,238,µg/kg dw,2017.0,spring,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Chlortetracycline,tetracyclines,13.28,105,µg/kg dw,2017.0,summer,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Chlortetracycline,tetracyclines,46,560,µg/kg dw,2017.0,autumn,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Ciprofloxacin,fluoroquinolones,3.94,12.7,µg/kg dw,2017.0,spring,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Ciprofloxacin,fluoroquinolones,NA,6.04,µg/kg dw,2017.0,summer,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Ciprofloxacin,fluoroquinolones,2.45,12.8,µg/kg dw,2017.0,autumn,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Clarithromycin,macrolides,2.22,10.1,µg/kg dw,2017.0,spring,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Clarithromycin,macrolides,NA,2.35,µg/kg dw,2017.0,summer,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Clarithromycin,macrolides,0.58,2.34,µg/kg dw,2017.0,autumn,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Dehydroerythromycin,macrolides,0.96,3.87,µg/kg dw,2017.0,spring,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Dehydroerythromycin,macrolides,0.62,5.25,µg/kg dw,2017.0,summer,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Dehydroerythromycin,macrolides,0.41,2.08,µg/kg dw,2017.0,autumn,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Doxycycline,tetracyclines,2.15,32.7,µg/kg dw,2017.0,spring,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Doxycycline,tetracyclines,1.64,7.67,µg/kg dw,2017.0,summer,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Doxycycline,tetracyclines,5.85,36.8,µg/kg dw,2017.0,autumn,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Enrofloxacin,fluoroquinolones,4.48,17.3,µg/kg dw,2017.0,spring,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Enrofloxacin,fluoroquinolones,NA,5.76,µg/kg dw,2017.0,summer,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Enrofloxacin,fluoroquinolones,2.38,13.1,µg/kg dw,2017.0,autumn,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Florfenicol,other,0.2,0.49,µg/kg dw,2017.0,spring,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Florfenicol,other,0.22,2.38,µg/kg dw,2017.0,summer,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Florfenicol,other,0.89,8.84,µg/kg dw,2017.0,autumn,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Flumequine,fluoroquinolones,NA,1.04,µg/kg dw,2017.0,autumn,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Norfloxacin,fluoroquinolones,15.5,88.2,µg/kg dw,2017.0,spring,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Norfloxacin,fluoroquinolones,5.19,26,µg/kg dw,2017.0,summer,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Norfloxacin,fluoroquinolones,9.61,105,µg/kg dw,2017.0,autumn,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Ofloxacin,fluoroquinolones,27.7,93,µg/kg dw,2017.0,spring,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Ofloxacin,fluoroquinolones,11.7,88.8,µg/kg dw,2017.0,summer,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Ofloxacin,fluoroquinolones,27.5,358,µg/kg dw,2017.0,autumn,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Oxytetracycline,tetracyclines,89.2,1827,µg/kg dw,2017.0,spring,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Oxytetracycline,tetracyclines,17.74,98.4,µg/kg dw,2017.0,summer,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Oxytetracycline,tetracyclines,74.1,820,µg/kg dw,2017.0,autumn,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Pefloxacin,fluoroquinolones,NA,3.71,µg/kg dw,2017.0,spring,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Roxithromycin,macrolides,2.68,10.2,µg/kg dw,2017.0,spring,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Roxithromycin,macrolides,NA,3.4,µg/kg dw,2017.0,summer,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Roxithromycin,macrolides,NA,4.31,µg/kg dw,2017.0,autumn,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Sulfamethazine,sulfonamides,NA,0.99,µg/kg dw,2017.0,spring,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Sulfamethazine,sulfonamides,NA,0.5,µg/kg dw,2017.0,summer,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Tetracycline,tetracyclines,5,29.4,µg/kg dw,2017.0,spring,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Tetracycline,tetracyclines,3.2,13.8,µg/kg dw,2017.0,summer,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Tetracycline,tetracyclines,16.7,248,µg/kg dw,2017.0,autumn,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Trimethoprim,sulfonamides,NA,2.93,µg/kg dw,2017.0,spring,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Trimethoprim,sulfonamides,NA,1.1,µg/kg dw,2017.0,summer,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,Xiangjiang River,Trimethoprim,sulfonamides,NA,1.36,µg/kg dw,2017.0,autumn,"Chen, L. et al. Distribution, residue level, sources, and phase partition of antibiotics in surface sediments from the inland river: a case study of the Xiangjiang River, south-central China. Environmental Science and Pollution Research 27 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),49,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,"Yueyang, East Dongting Lake",Chlortetracycline,tetracyclines,15.87,NA,µg/kg dw,NA,NA,"Yang, Y., Cao, X., Lin, H. & Wang, J. Antibiotics and Antibiotic Resistance Genes in Sediment of Honghu Lake and East Dongting Lake, China. Microbial Ecology 72 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),94,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,"Yueyang, East Dongting Lake",Doxycycline,tetracyclines,43.84,7.48,µg/kg dw,NA,NA,"Yang, Y., Cao, X., Lin, H. & Wang, J. Antibiotics and Antibiotic Resistance Genes in Sediment of Honghu Lake and East Dongting Lake, China. Microbial Ecology 72 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),94,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,"Yueyang, East Dongting Lake",Oxytetracycline,tetracyclines,18.4,0.26,µg/kg dw,NA,NA,"Yang, Y., Cao, X., Lin, H. & Wang, J. Antibiotics and Antibiotic Resistance Genes in Sediment of Honghu Lake and East Dongting Lake, China. Microbial Ecology 72 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),94,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,"Yueyang, East Dongting Lake",Sulfadiazine,sulfonamides,8.65,1.54,µg/kg dw,NA,NA,"Yang, Y., Cao, X., Lin, H. & Wang, J. Antibiotics and Antibiotic Resistance Genes in Sediment of Honghu Lake and East Dongting Lake, China. Microbial Ecology 72 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),94,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Hunan,"Yueyang, East Dongting Lake",Sulfameter,sulfonamides,32.27,NA,µg/kg dw,NA,NA,"Yang, Y., Cao, X., Lin, H. & Wang, J. Antibiotics and Antibiotic Resistance Genes in Sediment of Honghu Lake and East Dongting Lake, China. Microbial Ecology 72 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),94,Data_on_Antibiotics_in_China__07_Sheet7.csv
