sample_type,province,location,antibiotic,group_of_antibiotic,mean_concentration,max_concentration,concentration_unit,sample_year,season,full_reference_name,place_in_article_data_extracted_from,reference_number,source_dataset
sediment,Guangdong,"Pearl River, site Z3",Ciprofloxacin,fluoroquinolones,41.6,NA,ng/g (dw),2018,summer,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z3",Ciprofloxacin,fluoroquinolones,69.5,NA,ng/g (dw),2018,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z9",Ciprofloxacin,fluoroquinolones,23.6,NA,ng/g (dw),2018,spring,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z9",Ciprofloxacin,fluoroquinolones,21.2,NA,ng/g (dw),2018,summer,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z9",Ciprofloxacin,fluoroquinolones,57.1,NA,ng/g (dw),2018,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z10",Ciprofloxacin,fluoroquinolones,20.4,NA,ng/g (dw),2018,spring,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z10",Ciprofloxacin,fluoroquinolones,24.1,NA,ng/g (dw),2018,summer,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z10",Ciprofloxacin,fluoroquinolones,14.2,NA,ng/g (dw),2018,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z11",Ciprofloxacin,fluoroquinolones,4.4,NA,ng/g (dw),2018,spring,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z11",Ciprofloxacin,fluoroquinolones,10.3,NA,ng/g (dw),2018,summer,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z11",Ciprofloxacin,fluoroquinolones,41.5,NA,ng/g (dw),2018,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z1",Erythromycin,macrolides,92.5,NA,ng/g (dw),2018,spring,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z1",Erythromycin,macrolides,150.4,NA,ng/g (dw),2018,summer,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z1",Erythromycin,macrolides,208.5,NA,ng/g (dw),2018,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z2",Erythromycin,macrolides,156.9,NA,ng/g (dw),2018,spring,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z2",Erythromycin,macrolides,81.4,NA,ng/g (dw),2018,summer,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z2",Erythromycin,macrolides,201.8,NA,ng/g (dw),2018,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z3",Erythromycin,macrolides,78.3,NA,ng/g (dw),2018,spring,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z3",Erythromycin,macrolides,151.6,NA,ng/g (dw),2018,summer,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z3",Erythromycin,macrolides,167.9,NA,ng/g (dw),2018,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z9",Erythromycin,macrolides,66.1,NA,ng/g (dw),2018,spring,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z9",Erythromycin,macrolides,26.2,NA,ng/g (dw),2018,summer,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z9",Erythromycin,macrolides,153,NA,ng/g (dw),2018,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z10",Erythromycin,macrolides,35.7,NA,ng/g (dw),2018,spring,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z10",Erythromycin,macrolides,17.2,NA,ng/g (dw),2018,summer,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z10",Erythromycin,macrolides,33.9,NA,ng/g (dw),2018,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z11",Erythromycin,macrolides,83.9,NA,ng/g (dw),2018,spring,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z11",Erythromycin,macrolides,86.4,NA,ng/g (dw),2018,summer,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z11",Erythromycin,macrolides,111.7,NA,ng/g (dw),2018,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z1",Lomefloxacin,fluoroquinolones,74.6,NA,ng/g (dw),2018,spring,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z1",Lomefloxacin,fluoroquinolones,50.1,NA,ng/g (dw),2018,summer,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z1",Lomefloxacin,fluoroquinolones,69.4,NA,ng/g (dw),2018,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z2",Lomefloxacin,fluoroquinolones,19.8,NA,ng/g (dw),2018,spring,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z2",Lomefloxacin,fluoroquinolones,38.8,NA,ng/g (dw),2018,summer,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z2",Lomefloxacin,fluoroquinolones,91.4,NA,ng/g (dw),2018,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z3",Lomefloxacin,fluoroquinolones,71.1,NA,ng/g (dw),2018,spring,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z3",Lomefloxacin,fluoroquinolones,26.6,NA,ng/g (dw),2018,summer,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z3",Lomefloxacin,fluoroquinolones,56.5,NA,ng/g (dw),2018,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z9",Lomefloxacin,fluoroquinolones,8.7,NA,ng/g (dw),2018,spring,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z9",Lomefloxacin,fluoroquinolones,7.4,NA,ng/g (dw),2018,summer,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z9",Lomefloxacin,fluoroquinolones,39.2,NA,ng/g (dw),2018,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z10",Lomefloxacin,fluoroquinolones,59.5,NA,ng/g (dw),2018,spring,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
sediment,Guangdong,"Pearl River, site Z10",Lomefloxacin,fluoroquinolones,14.4,NA,ng/g (dw),2018,summer,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","Supporting Information Table S5 (surface sediments, 2018 seasonal values)",PDF-TANG-2021,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf"
