province,group_of_antibiotic,matrix,n_rows,n_rows_mean_based,n_rows_max_based,median_log10_primary_concentration,median_log10_mean_concentration,median_log10_max_concentration,median_primary_concentration_raw,concentration_unit_mode,sample_year_min,sample_year_max
Anhui,fluoroquinolones,sediment,18,18,5,5.909771967770935,5.909771967770935,7.383815365980431,850000.0,ng/g dw,2016.0,2019.0
Anhui,fluoroquinolones,wastewater effluent,1,1,1,2.3541084391474008,2.3541084391474008,3.2964896822850456,226.0,ng/L,2022.0,2022.0
Anhui,fluoroquinolones,wastewater influent,4,3,4,1.6583886704989934,2.049605612594973,2.696331121739827,65.3,ng/L,2022.0,2022.0
Anhui,macrolides,sediment,14,14,5,5.532228994613459,5.532228994613459,7.008600171761918,390000.0,ng/g dw,2016.0,2019.0
Anhui,macrolides,wastewater influent,1,1,0,1.6324572921847242,1.6324572921847242,,42.9,ng/L,2022.0,2022.0
Anhui,other,sediment,3,3,1,5.6020599913279625,5.6020599913279625,7.096910013008056,400000.0,ng/g dw,2016.0,2019.0
Anhui,sulfonamides,sediment,20,20,9,5.016711877743475,5.016711877743475,6.547774705387822,105000.0,ng/g dw,2016.0,2019.0
Anhui,sulfonamides,wastewater effluent,4,4,4,0.7536580200382068,0.7536580200382068,1.4616453293656182,5.75,ng/L,2022.0,2022.0
Anhui,sulfonamides,wastewater influent,5,5,5,0.9777236052888477,0.9777236052888477,1.9849771264154934,9.5,ng/L,2022.0,2022.0
Anhui,tetracyclines,sediment,15,15,3,5.929418925714293,5.929418925714293,7.498310553789601,850000.0,ng/g dw,2016.0,2019.0
Beijing,fluoroquinolones,sediment,11,11,11,6.661812685537261,6.661812685537261,7.123851640967086,4590000.0,ng/g dw,2012.0,2017.0
Beijing,fluoroquinolones,sludge,31,31,16,8.3634803555596,8.3634803555596,8.502487237079743,230930000.0,ng/g dw,2008.0,2016.0
Beijing,fluoroquinolones,soil,14,14,7,7.044457673302453,7.044457673302453,8.456366033129044,11220000.0,ng/g dw,2009.0,2015.0
Beijing,fluoroquinolones,surface water,1,1,1,2.534914104429867,2.534914104429867,2.534914104429867,342.7,ng/L,2013.0,2013.0
Beijing,fluoroquinolones,wastewater effluent,1,1,0,4.086003705618382,4.086003705618382,,12190.0,ng/L,2024.0,2024.0
Beijing,fluoroquinolones,wastewater influent,2,1,1,4.4672411455741186,4.283301228703549,4.651181062444688,31995.0,ng/L,2024.0,2024.0
Beijing,macrolides,sediment,4,4,4,6.13946821165055,6.13946821165055,6.649330492056382,1805000.0,ng/g dw,2014.0,2017.0
Beijing,macrolides,sludge,12,11,11,6.833726476444976,6.8750612633917,7.63748972951251,6850000.0,ng/g dw,2008.0,2022.0
Beijing,macrolides,soil,6,6,3,4.889075625191822,4.889075625191822,6.332438459915605,80000.0,ng/g dw,2010.0,2013.0
Beijing,other,sludge,1,1,0,5.778151250383644,5.778151250383644,,600000.0,ng/g dw,2010.0,2010.0
Beijing,other,soil,4,4,3,4.821726338243094,4.821726338243094,6.049218022670182,120000.0,ng/g dw,2010.0,2010.0
Beijing,sulfonamides,sediment,13,13,13,5.556302500767287,5.556302500767287,6.307496037913213,360000.0,ng/g dw,2012.0,2017.0
Beijing,sulfonamides,sludge,21,21,13,6.623249290397901,6.623249290397901,7.498310553789601,4200000.0,ng/g dw,2008.0,2015.0
Beijing,sulfonamides,soil,26,26,4,5.665612390510367,5.665612390510367,6.649819012489537,463333.33333333326,ng/g dw,2009.0,2015.0
Beijing,sulfonamides,wastewater effluent,1,1,0,2.859138297294531,2.859138297294531,,723.0,ng/L,2023.0,2023.0
Beijing,tetracyclines,sediment,8,8,8,7.0438907089047715,7.0438907089047715,7.828044786779964,11100000.0,ng/g dw,2012.0,2017.0
Beijing,tetracyclines,sludge,8,8,5,7.475041674063267,7.475041674063267,8.441852175773292,36465000.0,ng/g dw,2015.0,2015.0
Beijing,tetracyclines,soil,18,18,0,7.566769454185109,7.566769454185109,,48500000.0,ng/g dw,2009.0,2015.0
Chongqing,fluoroquinolones,sediment,11,11,10,7.511616020569138,7.511616020569138,7.000245237848971,32479999.999999996,ng/g dw,2015.0,2018.0
Chongqing,fluoroquinolones,sludge,14,14,5,8.032779879191244,8.032779879191244,9.138902399933594,107840000.0,ng/g dw,2012.0,2015.0
Chongqing,fluoroquinolones,soil,3,3,3,7.459844642388208,7.459844642388208,7.873669292706794,28830000.0,ng/g dw,2015.0,2015.0
Chongqing,macrolides,sediment,5,5,5,6.758911892397974,6.758911892397974,7.066325925362038,5740000.0,ng/g dw,2017.0,2018.0
Chongqing,macrolides,sludge,13,13,4,7.641275757231913,7.641275757231913,7.867998942045897,43780000.0,ng/g dw,2012.0,2015.0
Chongqing,multiple classes,surface water,1,1,0,2.7204900684500513,2.7204900684500513,,525.4,ng/L,2023.0,2023.0
Chongqing,sulfonamides,sediment,15,15,15,6.9804578922761005,6.9804578922761005,7.15106325335375,9560000.0,ng/g dw,2015.0,2018.0
Chongqing,sulfonamides,sludge,16,16,7,6.784256330740813,6.784256330740813,7.214843848047698,6157500.0,ng/g dw,2012.0,2015.0
Chongqing,sulfonamides,soil,4,4,4,7.247373167262392,7.247373167262392,7.937511423449035,17855000.0,ng/g dw,2015.0,2015.0
Chongqing,tetracyclines,sediment,11,11,10,6.745855195173729,6.745855195173729,6.6289352429116075,5570000.0,ng/g dw,2015.0,2018.0
Chongqing,tetracyclines,sludge,5,5,5,7.133538908370218,7.133538908370218,8.441852175773292,13600000.0,ng/g dw,2015.0,2015.0
Chongqing,tetracyclines,soil,9,9,9,7.276921132065774,7.276921132065774,7.912806392661293,18920000.0,ng/g dw,2015.0,2019.0
Chongqing,tetracyclines,surface water,2,2,2,0.00860017176191757,0.00860017176191757,0.00860017176191757,1.02,ng/L,2021.0,2021.0
Fujian,fluoroquinolones,sediment,18,18,3,6.414973347970818,6.414973347970818,7.33685982091681,2600000.0,ng/g dw,2015.0,2019.0
Fujian,fluoroquinolones,sludge,4,4,4,7.934228170258278,7.934228170258278,8.087770402008385,168300000.0,ng/g dw,2016.0,2016.0
Fujian,fluoroquinolones,soil,12,12,12,7.838991346040285,7.838991346040285,8.075391724073636,69025000.0,ng/g dw,2011.0,2011.0
Fujian,macrolides,sediment,7,7,0,5.301029995663981,5.301029995663981,,200000.0,ng/g dw,2017.0,2019.0
Fujian,macrolides,wastewater influent,1,1,1,9.04493154614916,9.04493154614916,9.054995861529141,1109000000.0,ng/L,2020.0,2020.0
Fujian,other,sediment,3,3,0,6.041392685158225,6.041392685158225,,1100000.0,ng/g dw,2017.0,2019.0
Fujian,other,sludge,1,1,1,5.800854491503561,5.800854491503561,5.853454841368067,632200.0,ng/g,2023.0,2023.0
Fujian,sulfonamides,sediment,39,39,11,5.719666346915131,5.719666346915131,5.6020599913279625,532500.0,ng/g dw,2010.0,2019.0
Fujian,sulfonamides,sludge,6,6,4,6.462701172612892,6.462701172612892,6.919115914120413,2902500.0,ng/g dw,2016.0,2017.0
Fujian,tetracyclines,sediment,26,26,9,6.804450132044424,6.804450132044424,7.403635189790548,6375000.0,ng/g dw,2010.0,2019.0
Fujian,tetracyclines,sludge,1,1,1,9.100370545117563,9.100370545117563,9.332438459915606,1260000000.0,ng/g dw,2016.0,2016.0
Fujian,tetracyclines,soil,15,15,15,7.764176132390331,7.764176132390331,7.769377326076138,58100000.0,ng/g dw,2011.0,2011.0
Gansu,fluoroquinolones,sludge,8,8,0,4.693472312185287,4.693472312185287,,7500081.25,ng/g dw,2014.0,2014.0
Gansu,other,sludge,4,4,0,2.825445038928156,2.825445038928156,,706.25,ng/g dw,2014.0,2014.0
Gansu,sulfonamides,sludge,24,24,0,2.761462443308912,2.761462443308912,,645.0,ng/g dw,2014.0,2014.0
Guangdong,amphenicols,surface water,2,0,2,2.089905111439398,,2.089905111439398,123.0,ng/L,2018.0,2018.0
Guangdong,beta-lactams,sediment,12,12,12,6.68304329951,6.68304329951,7.3404441148401185,4820000.0,ng/g dw,2015.0,2016.0
Guangdong,beta-lactams,soil,3,3,3,6.63748972951251,6.63748972951251,7.152288344383057,4340000.0,ng/g dw,2015.0,2015.0
Guangdong,fluoroquinolones,sediment,339,339,55,1.730782275666389,1.730782275666389,6.574031267727719,53.8,ng/g dw,2007.0,2018.0
Guangdong,fluoroquinolones,sludge,135,135,1,2.6492955556487847,2.6492955556487847,10.248953615495708,446.0,ng/g dw,2005.0,2016.0
Guangdong,fluoroquinolones,soil,40,40,26,7.258637282724076,7.258637282724076,7.295754348279297,18140000.0,ng/g dw,2011.0,2015.0
Guangdong,fluoroquinolones,wastewater effluent,14,14,0,1.6798627362127987,1.6798627362127987,,47.849999999999994,ng/L,2010.0,2021.0
Guangdong,fluoroquinolones,wastewater influent,19,18,1,1.7860412102425542,1.7067035334176435,2.733999286538387,61.1,ng/L,2010.0,2025.0
Guangdong,macrolides,sediment,180,179,40,2.158391811695372,2.17376882313665,6.515299860982976,144.1,ng/g dw,2008.0,2018.0
Guangdong,macrolides,sludge,36,36,0,1.841984804590114,1.841984804590114,,69.5,ng/g dw,2005.0,2016.0
Guangdong,macrolides,soil,13,13,5,6.243038048686294,6.243038048686294,5.785329835010767,1750000.0,ng/g dw,2009.0,2015.0
Guangdong,macrolides,surface water,3,0,3,2.0835026198302673,,2.0835026198302673,121.2,ng/L,2013.0,2018.0
Guangdong,macrolides,wastewater effluent,11,11,0,1.24551266781415,1.24551266781415,,17.6,ng/L,2010.0,2021.0
Guangdong,macrolides,wastewater influent,8,8,0,1.7429884093579375,1.7429884093579375,,55.8,ng/L,2010.0,2010.0
Guangdong,multiple classes,wastewater effluent,2,2,0,2.8446907364315015,2.8446907364315015,,709.47,ng/L,2025.0,2025.0
Guangdong,multiple classes,wastewater influent,2,2,0,3.2338926613853327,3.2338926613853327,,1719.725,ng/L,2025.0,2025.0
Guangdong,other,sediment,16,16,8,6.64877083390908,6.64877083390908,7.118897496636961,4750000.0,ng/g dw,2006.0,2017.0
Guangdong,other,sludge,15,15,0,1.4927603890268375,1.4927603890268375,,31.1,ng/g dw,2010.0,2016.0
Guangdong,other,soil,9,9,3,6.740362689494244,6.740362689494244,6.3692158574101425,5500000.0,ng/g dw,2013.0,2015.0
Guangdong,other,surface water,2,1,2,2.2929164488070075,2.1658771491242566,2.4726298792239985,204.75666666666666,ng/L,2018.0,2020.0
Guangdong,other,wastewater effluent,2,2,0,1.5279356102422157,1.5279356102422157,,37.5,ng/L,2010.0,2010.0
Guangdong,other,wastewater influent,4,4,0,2.0593637752135026,2.0593637752135026,,115.0,ng/L,2010.0,2010.0
Guangdong,sulfonamides,sediment,389,389,35,1.7168377232995244,1.7168377232995244,6.827369273053825,52.1,ng/g dw,2008.0,2018.0
Guangdong,sulfonamides,sludge,57,57,0,6.29939833006815,6.29939833006815,,1992500.0,ng/g dw,2005.0,2016.0
Guangdong,sulfonamides,soil,40,40,26,6.652245263886744,6.652245263886744,7.802814111003809,4500000.0,ng/g dw,2009.0,2015.0
Guangdong,sulfonamides,surface water,2,0,2,2.3384564936046046,,2.3384564936046046,218.0,ng/L,2013.0,2013.0
Guangdong,sulfonamides,wastewater effluent,20,20,0,1.151046357921678,1.151046357921678,,14.3,ng/L,2010.0,2010.0
Guangdong,sulfonamides,wastewater influent,23,22,1,1.5976951859255124,1.5993340408061303,0.6989700043360189,39.6,ng/L,2010.0,2025.0
Guangdong,tetracyclines,sediment,209,209,37,1.8138928041246116,1.8138928041246116,6.8208579894397,65.15,ng/g dw,2008.0,2018.0
Guangdong,tetracyclines,sludge,72,72,2,2.625281964999391,2.625281964999391,10.087237736308905,422.0,ng/g dw,2008.0,2016.0
Guangdong,tetracyclines,soil,47,47,37,6.756227458569537,6.756227458569537,7.40925665203891,5705000.0,ng/g dw,2011.0,2015.0
Guangdong,tetracyclines,wastewater effluent,8,8,0,1.1286952746686518,1.1286952746686518,,13.55,ng/L,2010.0,2010.0
Guangdong,tetracyclines,wastewater influent,11,11,0,1.8981764834976764,1.8981764834976764,,79.1,ng/L,2010.0,2010.0
Guangxi,fluoroquinolones,sediment,32,31,9,6.8095597146352675,6.910451197811048,6.4281347940287885,6450000.0,ng/g dw,2010.0,2018.0
Guangxi,fluoroquinolones,soil,10,10,0,7.152797780783879,7.152797780783879,,14216666.666666666,ng/g dw,2010.0,2010.0
Guangxi,macrolides,sediment,21,20,13,5.659031667481381,5.7160033436347994,5.949390006644912,460000.0,ng/g dw,2011.0,2018.0
Guangxi,macrolides,soil,2,2,0,,,,,ng/g dw,,
Guangxi,other,sediment,7,7,2,6.7160033436347994,6.7160033436347994,4.301029995663981,5200000.0,ng/g dw,2010.0,2018.0
Guangxi,other,soil,1,1,0,7.965201701025912,7.965201701025912,,92300000.0,ng/g dw,2010.0,2010.0
Guangxi,other,surface water,1,1,1,-1.6989700043360187,-1.6989700043360187,0.05307844348341968,0.02,ng/L,2018.0,2018.0
Guangxi,sulfonamides,sediment,39,39,23,5.3613169612669065,5.3613169612669065,5.380211241711606,230000.0,ng/g dw,2010.0,2018.0
Guangxi,sulfonamides,soil,15,15,0,6.567026366159061,6.567026366159061,,3690000.0,ng/g dw,2010.0,2010.0
Guangxi,sulfonamides,surface water,3,3,3,-1.0457574905606752,-1.0457574905606752,0.8709888137605752,0.09,ng/L,2018.0,2018.0
Guangxi,tetracyclines,sediment,29,29,10,6.918389847974919,6.918389847974919,7.276118922298321,8340000.0,ng/g dw,2010.0,2018.0
Guangxi,tetracyclines,sludge,2,2,2,4.692046272014446,4.692046272014446,4.698737871505801,83295.0,ng/g,2023.0,2023.0
Guangxi,tetracyclines,soil,11,11,0,7.301731874302582,7.301731874302582,,130225000.0,ng/g dw,2010.0,2010.0
Guizhou,beta-lactams,sludge,2,2,2,4.014940349792936,4.014940349792936,4.1176026916900845,5175005.175,ng/g dw,2016.0,2016.0
Guizhou,fluoroquinolones,sediment,10,10,10,7.464729899282831,7.464729899282831,8.338383373899916,29200000.0,ng/g dw,2018.0,2018.0
Guizhou,fluoroquinolones,sludge,6,6,6,8.122925682183698,8.122925682183698,8.240030902201354,133135000.0,ng/g dw,2016.0,2016.0
Guizhou,fluoroquinolones,soil,4,4,0,6.511883360978874,6.511883360978874,,3250000.0,ng/g dw,,
Guizhou,macrolides,sediment,2,2,2,5.8007583918250045,5.8007583918250045,6.9131799587038945,660000.0,ng/g dw,2018.0,2018.0
Guizhou,macrolides,sludge,2,2,2,8.150973557149804,8.150973557149804,8.222767649544833,242260000.0,ng/g dw,2016.0,2016.0
Guizhou,macrolides,soil,2,2,0,,,,,ng/g dw,,
Guizhou,other,sediment,4,4,3,7.389563416919904,7.389563416919904,7.440909082065217,81846666.6666665,ng/g dw,2007.0,2018.0
Guizhou,sulfonamides,sediment,12,12,12,5.405787502935297,5.405787502935297,6.3764810973121655,270000.0,ng/g dw,2018.0,2018.0
Guizhou,sulfonamides,sludge,4,4,4,6.581037139667902,6.581037139667902,6.677453556810645,4325000.0,ng/g dw,2016.0,2016.0
Guizhou,sulfonamides,soil,8,8,0,,,,,ng/g dw,,
Guizhou,tetracyclines,sediment,4,4,2,7.952955523772961,7.952955523772961,8.238705343953626,90208333.33333334,ng/g dw,2007.0,2007.0
Guizhou,tetracyclines,sludge,6,6,6,7.854145415141954,7.854145415141954,7.930076817445907,71745000.0,ng/g dw,2016.0,2016.0
Guizhou,tetracyclines,soil,4,4,0,7.773665786417836,7.773665786417836,,87600000.0,ng/g dw,,
Hainan,amphenicols,surface water,1,1,1,0.714329759745233,0.714329759745233,1.674677467873199,5.18,ng/L,2024.0,2024.0
Hainan,beta-lactams,surface water,3,3,3,0.31386722036915343,0.31386722036915343,0.9722028383790645,2.06,ng/L,2024.0,2024.0
Hainan,diaminopyrimidines,surface water,1,1,1,-0.7958800173440752,-0.7958800173440752,0.07918124604762482,0.16,ng/L,2024.0,2024.0
Hainan,fluoroquinolones,sediment,18,18,13,1.7813227377389609,1.7813227377389609,1.7421750432236771,92.96000000000001,ng/g dw,2015.0,2023.0
Hainan,fluoroquinolones,soil,4,4,0,6.785621425280112,6.785621425280112,,11250000.0,ng/g dw,,
Hainan,fluoroquinolones,surface water,8,8,8,0.176264907398363,0.176264907398363,1.0668690635987799,1.795,ng/L,2023.0,2024.0
Hainan,fluoroquinolones,wastewater effluent,2,2,2,3.52064362862372,3.52064362862372,3.950058429617598,4396.5,ng/L,2023.0,2023.0
Hainan,macrolides,sediment,7,6,4,0.7931766088132407,0.7931766088132407,1.0273720062555718,7.24,ng/g dw,2017.0,2023.0
Hainan,macrolides,soil,2,2,0,5.451544993495972,5.451544993495972,,300000.0,ng/g dw,,
Hainan,macrolides,surface water,2,2,2,1.2887359614708966,1.2887359614708966,2.5172122552471254,51.26,ng/L,2023.0,2024.0
Hainan,multiple classes,sediment,1,0,1,1.462397997898956,,1.462397997898956,29.0,ng/g dw,2022.0,2022.0
Hainan,other,sediment,6,6,4,-0.247425010840047,-0.247425010840047,-0.5489985543246353,1.08,ng/g dw,2017.0,2023.0
Hainan,other,surface water,4,4,4,0.6744035149529823,0.6744035149529823,1.4162181769600313,4.744999999999999,ng/L,2023.0,2024.0
Hainan,sulfonamides,sediment,29,29,26,-0.7958800173440752,-0.7958800173440752,-0.1938200260161128,0.16,ng/g dw,2013.0,2023.0
Hainan,sulfonamides,soil,9,9,0,5.844698831410641,5.844698831410641,,700000.0,ng/g dw,,
Hainan,sulfonamides,surface water,14,14,14,-0.3244885737079381,-0.3244885737079381,0.6994186011409187,0.475,ng/L,2023.0,2024.0
Hainan,tetracyclines,sediment,16,15,12,6.216404502516584,6.216404502516584,4.602203939369619,3435000.0,ng/g dw,2013.0,2023.0
Hainan,tetracyclines,soil,4,4,0,9.648115956755962,9.648115956755962,,4447500000.0,ng/g dw,,
Hainan,tetracyclines,surface water,2,2,2,1.5846059158168373,1.5846059158168373,2.1316264152561377,49.169999999999995,ng/L,2024.0,2024.0
Hebei,beta-lactams,sludge,4,4,4,4.926849105888087,4.926849105888087,4.93695079893223,84500.0,ng/g,2015.0,2022.0
Hebei,beta-lactams,surface water,2,2,2,2.4913616938342726,2.4913616938342726,2.5440680443502757,310.0,ng/L,2008.0,2011.0
Hebei,beta-lactams,wastewater effluent,1,1,1,3.2271150825891253,3.2271150825891253,3.335858911319818,1687.0,ng/L,2008.0,2008.0
Hebei,beta-lactams,wastewater influent,1,1,1,5.186673867499745,5.186673867499745,5.197831693328903,153700.0,ng/L,2008.0,2008.0
Hebei,fluoroquinolones,sediment,47,47,45,6.7283537820212285,6.7283537820212285,7.4623979978989565,5350000.0,ng/g dw,2008.0,2018.0
Hebei,fluoroquinolones,sludge,4,4,4,8.63350589304623,8.63350589304623,8.95275655650737,645025000.0,ng/g dw,2017.0,2017.0
Hebei,fluoroquinolones,soil,8,8,8,6.059198505975788,6.059198505975788,7.054957931511897,3095000.0,ng/g dw,2016.0,2016.0
Hebei,fluoroquinolones,surface water,13,9,13,2.2024883170600935,2.1455071714096627,2.9647309210536292,159.4,ng/L,2016.0,2023.0
Hebei,fluoroquinolones,wastewater influent,24,24,0,2.048594866815283,2.048594866815283,,111.935,ng/L,2023.0,2023.0
Hebei,macrolides,sediment,24,24,24,6.706717782336758,6.706717782336758,6.993436230497612,5090000.0,ng/g dw,2008.0,2017.0
Hebei,macrolides,sludge,7,7,7,6.701567985055927,6.701567985055927,7.44544851426605,5030000.0,ng/g dw,2017.0,2022.0
Hebei,macrolides,soil,5,5,5,5.681241237375588,5.681241237375588,6.390935107103379,480000.0,ng/g dw,2016.0,2016.0
Hebei,macrolides,wastewater effluent,2,2,0,1.25500090126433,1.25500090126433,,18.225,ng/L,2021.0,2021.0
Hebei,macrolides,wastewater influent,9,9,1,2.170848203643309,2.170848203643309,2.673020907128896,148.2,ng/L,2016.0,2023.0
Hebei,other,sediment,7,5,7,6.24450619115997,6.313867220369153,6.88024177589548,1755925.92592593,ng/g dw,2016.0,2017.0
Hebei,other,sludge,5,5,5,5.969415912353981,5.969415912353981,5.970811610872518,932000.0,ng/g,2017.0,2022.0
Hebei,other,soil,2,2,2,4.778151250383644,4.778151250383644,5.857332496431268,60000.0,ng/g dw,2016.0,2016.0
Hebei,other,wastewater effluent,1,1,1,5.683992086445554,5.683992086445554,6.3406621988556084,483050.0,ng/L,2012.0,2012.0
Hebei,other,wastewater influent,3,3,3,8.90471554527868,8.90471554527868,8.905903766216618,803000000.0,ng/L,2012.0,2020.0
Hebei,sulfonamides,sediment,45,45,41,6.307496037913213,6.307496037913213,6.79309160017658,2030000.0,ng/g dw,2008.0,2017.0
Hebei,sulfonamides,sludge,8,8,8,8.994623050456013,8.994623050456013,9.063867507127057,987700000.0,ng/g dw,2016.0,2017.0
Hebei,sulfonamides,soil,13,13,10,5.748188027006201,5.748188027006201,6.394451680826216,560000.0,ng/g dw,2008.0,2016.0
Hebei,sulfonamides,wastewater influent,16,16,0,2.150975187729653,2.150975187729653,,141.575,ng/L,2023.0,2023.0
Hebei,tetracyclines,sediment,58,58,57,6.708820529966871,6.708820529966871,7.117271295655764,5115000.0,ng/g dw,2004.0,2017.0
Hebei,tetracyclines,sludge,18,16,18,6.608846822326411,6.622165284570661,6.648766773305267,4063000.0,ng/g,2004.0,2023.0
Hebei,tetracyclines,soil,15,15,9,7.096910013008056,7.096910013008056,7.973589623427257,12500000.0,ng/g dw,2008.0,2016.0
Hebei,tetracyclines,surface water,3,3,3,5.706717782336758,5.706717782336758,5.806858029518818,509000.0,ng/L,2008.0,2011.0
Hebei,tetracyclines,wastewater effluent,13,13,12,6.131939295210424,6.131939295210424,6.384503935471887,1355000.0,ng/L,2008.0,2023.0
Hebei,tetracyclines,wastewater influent,37,37,13,1.8855308331880922,1.8855308331880922,8.9731278535997,76.83,ng/L,2008.0,2023.0
Heilongjiang,beta-lactams,sludge,3,3,3,5.738126246588383,5.738126246588383,6.042023927248867,547175.0,ng/g,2015.0,2016.0
Heilongjiang,beta-lactams,wastewater effluent,1,1,1,1.1818435879447726,1.1818435879447726,1.2624510897304295,15.2,ng/L,2019.0,2019.0
Heilongjiang,beta-lactams,wastewater influent,1,1,1,2.4913616938342726,2.4913616938342726,3.164352855784437,310.0,ng/L,2019.0,2019.0
Heilongjiang,fluoroquinolones,sludge,6,6,3,7.7920411692591856,7.7920411692591856,8.687528961214634,61950000.0,ng/g dw,2016.0,2016.0
Heilongjiang,fluoroquinolones,wastewater effluent,11,11,3,2.1517987225928614,2.1517987225928614,2.2013971243204513,141.84,ng/L,2019.0,2024.0
Heilongjiang,fluoroquinolones,wastewater influent,9,3,9,3.597934201447615,2.2576785748691846,3.597934201447615,3962.18,ng/L,2019.0,2024.0
Heilongjiang,macrolides,sediment,1,0,0,,,,,ng/g dw,2022.0,2022.0
Heilongjiang,macrolides,sludge,7,7,4,7.064457989226918,7.064457989226918,7.897674753375487,11600000.0,ng/g dw,2016.0,2023.0
Heilongjiang,macrolides,wastewater effluent,5,5,5,1.9637878273455553,1.9637878273455553,2.416640507338281,92.0,ng/L,2019.0,2019.0
Heilongjiang,macrolides,wastewater influent,4,4,4,2.146648122574232,2.146648122574232,2.759919245096122,155.025,ng/L,2019.0,2024.0
Heilongjiang,multiple classes,surface water,1,0,1,1.4199557484897578,,1.4199557484897578,26.3,ng/L,2022.0,2022.0
Heilongjiang,multiple classes,wastewater influent,1,0,1,3.1072099696478683,,3.1072099696478683,1280.0,ng/L,2024.0,2024.0
Heilongjiang,other,sludge,1,1,1,3.3404441148401185,3.3404441148401185,3.387389826338729,2190.0,ng/g,2024.0,2024.0
Heilongjiang,other,wastewater effluent,2,2,0,2.508616242233705,2.508616242233705,,487.42499999999995,ng/L,2024.0,2024.0
Heilongjiang,sulfonamides,sediment,2,2,0,5.688487970725063,5.688487970725063,,495000.0,ng/g dw,,
Heilongjiang,sulfonamides,sludge,14,14,3,6.897901874268228,6.897901874268228,7.513217600067939,7905000.0,ng/g dw,2016.0,2016.0
Heilongjiang,sulfonamides,wastewater effluent,3,3,3,1.1553360374650619,1.1553360374650619,1.390935107103379,14.3,ng/L,2019.0,2019.0
Heilongjiang,sulfonamides,wastewater influent,5,5,5,0.5171958979499743,0.5171958979499743,1.9003671286564703,3.29,ng/L,2019.0,2024.0
Heilongjiang,tetracyclines,soil,5,5,0,7.512684396217164,7.512684396217164,,32560000.000000004,ng/g dw,2015.0,2015.0
Henan,fluoroquinolones,sediment,32,32,8,0.9661353879497452,0.9661353879497452,4.2359390996536455,9.25,ng/g,2014.0,2025.0
Henan,fluoroquinolones,soil,22,22,14,5.060286965602925,5.060286965602925,5.904442933679906,140000.0,ng/g dw,2014.0,2020.0
Henan,macrolides,sediment,15,14,1,-0.07058107428570728,0.12478260591267333,-0.07058107428570728,0.85,ng/g dw,2017.0,2025.0
Henan,macrolides,sludge,3,3,3,5.666368198010923,5.666368198010923,6.222716471147583,463840.0,ng/g,2018.0,2023.0
Henan,macrolides,soil,14,14,8,2.27783615838732,2.27783615838732,4.155111223803881,1590.67,ng/g dw,2016.0,2020.0
Henan,macrolides,surface water,2,0,2,0.28103336724772754,,0.28103336724772754,1.91,ng/L,,
Henan,other,sediment,2,0,2,0.009662018576845323,,0.009662018576845323,1.04,ng/g,,
Henan,other,soil,3,3,3,4.778151250383644,4.778151250383644,5.857332496431268,60000.0,ng/g dw,2016.0,2016.0
Henan,other,surface water,1,0,1,-0.2006594505464183,,-0.2006594505464183,0.63,ng/L,,
Henan,sulfonamides,sediment,25,24,11,-0.00877392430750515,-0.03214562607866826,1.404833716619938,0.98,ng/g,2014.0,2025.0
Henan,sulfonamides,soil,46,46,25,3.300486447843374,3.300486447843374,6.250420002308894,5199.5,ng/g dw,2014.0,2020.0
Henan,sulfonamides,surface water,3,0,3,0.5786392099680724,,0.5786392099680724,3.79,ng/L,,
Henan,sulfonamides,wastewater influent,1,1,0,3.146593102096305,3.146593102096305,,1401.5,ng/L,2024.0,2024.0
Henan,tetracyclines,sediment,20,20,7,0.15075372851921817,0.15075372851921817,1.6884198220027107,1.415,ng/g,2014.0,2025.0
Henan,tetracyclines,soil,21,21,13,7.06781451116184,7.06781451116184,7.781324455666987,11690000.0,ng/g dw,2016.0,2020.0
Hubei,beta-lactams,sediment,5,5,4,5.864308762835487,5.864308762835487,6.165338758499468,1215000.0,ng/g dw,2016.0,2016.0
Hubei,fluoroquinolones,sediment,29,29,24,6.113943352306837,6.113943352306837,6.5739926603419025,1300000.0,ng/g dw,2014.0,2022.0
Hubei,fluoroquinolones,soil,7,7,7,7.357934847000454,7.357934847000454,7.594392550375427,22800000.0,ng/g dw,2014.0,2015.0
Hubei,macrolides,sediment,14,14,13,5.685741738602264,5.685741738602264,5.977723605288848,485000.0,ng/g dw,2014.0,2022.0
Hubei,macrolides,soil,4,4,4,5.972241336075085,5.972241336075085,6.041392685158225,950000.0,ng/g dw,2014.0,2014.0
Hubei,multiple classes,sediment,1,0,1,4.261277146732536,,4.261277146732536,18250.6,ng/g dw,2022.0,2022.0
Hubei,other,sediment,2,2,2,5.3222192947339195,5.3222192947339195,5.623249290397901,210000.0,ng/g dw,2016.0,2016.0
Hubei,sulfonamides,sediment,44,44,40,5.732393759822968,5.732393759822968,6.112654640862932,540000.0,ng/g dw,2014.0,2022.0
Hubei,sulfonamides,soil,6,6,6,6.898632731430858,6.898632731430858,7.4902368505171815,9710000.0,ng/g dw,2014.0,2015.0
Hubei,tetracyclines,sediment,43,43,37,6.414973347970818,6.414973347970818,6.737192642704737,2600000.0,ng/g dw,2014.0,2022.0
Hubei,tetracyclines,soil,9,9,9,7.064457989226918,7.064457989226918,7.460897842756548,11600000.0,ng/g dw,2014.0,2015.0
Hunan,beta-lactams,surface water,2,2,1,0.802614801911385,0.802614801911385,1.909020854211156,7.365,ng/L,2022.0,2022.0
