scenario,matrix,env_class,endpoint,driver_metric,n_provinces,n_clusters,env_records_total,env_refs_total,n_units,env_year_min,env_year_max,env_amr_rho,env_amr_p,partial_env_amr_rho,partial_env_amr_p,cluster_contrast_p,cluster_contrast_epsilon,driver_env_rho,driver_env_p,driver_amr_rho,driver_amr_p,coherent_direction,loo_sign_stability,loo_influence_ratio,loo_most_influential_province,env_amr_q_fdr,partial_env_amr_q_fdr
all_years,sediment,beta-lactams,P. aeruginosa | Piperacillin,LivestockAquacultureIndex,7,3,34,15,1,2012,2018,0.46428571428571414,0.2939341076002518,NA,NA,0.8983973213480706,0,-0.14285714285714285,0.7599453002180931,-0.2857142857142857,0.5345092286010411,TRUE,1,0.4461538461538459,Shaanxi,0.9084965716610526,NA
all_years,surface water,diaminopyrimidines,P. aeruginosa | Piperacillin,LivestockAquacultureIndex,7,2,9,8,1,2018,2024,0.46428571428571414,0.2939341076002518,NA,NA,NA,NA,-0.5714285714285714,0.18020198891152778,-0.17857142857142858,0.7016579425162729,TRUE,1,0.6923076923076922,Tibet,0.9084965716610526,NA
all_years,sediment,beta-lactams,A. baumannii | Ciprofloxacin,WastewaterHealthIndex,7,3,34,15,1,2012,2018,-0.46428571428571414,0.29393410760025207,NA,NA,0.8983973213480706,0,0.14547859349066158,0.7556330131047917,0.38188130791298663,0.39791732527399254,FALSE,1,0.6923076923076922,Hubei,0.9084965716610526,NA
all_years,sediment,beta-lactams,A. baumannii | Imipenem,WastewaterHealthIndex,7,3,34,15,1,2012,2018,-0.46428571428571414,0.29393410760025207,NA,NA,0.8983973213480706,0,0.14547859349066158,0.7556330131047917,0.38188130791298663,0.39791732527399254,FALSE,1,0.6923076923076922,Hubei,0.9084965716610526,NA
all_years,sediment,beta-lactams,K. pneumoniae | Levofloxacin,EconomicScaleIndex,7,3,34,15,1,2012,2018,-0.46428571428571414,0.29393410760025207,NA,NA,0.8983973213480706,0,-0.14285714285714285,0.7599453002180931,0.7142857142857143,0.07134356146753773,TRUE,1,0.6615384615384622,Guizhou,0.9084965716610526,NA
all_years,surface water,diaminopyrimidines,A. baumannii | Tigecycline,LivestockAquacultureIndex,7,2,9,8,1,2018,2024,-0.46428571428571414,0.29393410760025207,NA,NA,NA,NA,-0.5714285714285714,0.18020198891152778,0.6785714285714286,0.09375025395983154,TRUE,1,0.6923076923076922,Tibet,0.9084965716610526,NA
all_years,surface water,diaminopyrimidines,K. pneumoniae | Cefoxitin,LivestockAquacultureIndex,7,2,9,8,1,2018,2024,-0.46428571428571414,0.29393410760025207,NA,NA,NA,NA,-0.5714285714285714,0.18020198891152778,0.6785714285714286,0.09375025395983154,TRUE,1,0.6923076923076922,Tibet,0.9084965716610526,NA
all_years,surface water,diaminopyrimidines,K. pneumoniae | Gentamicin,LivestockAquacultureIndex,7,2,9,8,1,2018,2024,-0.46428571428571414,0.29393410760025207,NA,NA,NA,NA,-0.5714285714285714,0.18020198891152778,0.6785714285714286,0.09375025395983154,TRUE,1,0.6923076923076922,Tibet,0.9084965716610526,NA
all_years,surface water,diaminopyrimidines,K. pneumoniae | Levofloxacin,LivestockAquacultureIndex,7,2,9,8,1,2018,2024,-0.46428571428571414,0.29393410760025207,NA,NA,NA,NA,-0.5714285714285714,0.18020198891152778,0.6785714285714286,0.09375025395983154,TRUE,1,0.6923076923076922,Tibet,0.9084965716610526,NA
all_years,sediment,phenicols,K. pneumoniae | Nitrofurantoin,grp_per_capita_2024,14,3,58,25,1,2006,2020,-0.4637362637362637,0.09487633150889989,-0.20439560439560442,0.48334622304222363,0.20022103787458767,0.11060606060606078,-0.6263736263736264,0.016541935428871186,0.4901098901098901,0.07522006672685844,TRUE,1,0.32701421800947883,Hubei,0.8797847845183826,0.9606462350922552
all_years,wastewater influent,fluoroquinolones,E. coli | Levofloxacin,freshwater_aquatic_products_2024,11,3,44,12,1,2016,2024,0.4636363636363636,0.15090149929248606,0.7272727272727273,0.011204967253592057,0.07495187103951058,0.3977272727272725,-0.39090909090909093,0.2345400670951944,-0.5818181818181818,0.06041989621564824,TRUE,1,0.2549019607843138,Heilongjiang,0.9040897335352907,0.4153533287640718
all_years,surface water,sulfonamides,K. pneumoniae | Polymyxin B,chemical_fertilizers_2024,13,3,49,15,1,2013,2024,0.46153846153846156,0.11237597055825145,0.23076923076923078,0.4481273823153654,0.07898257926378309,0.18961038961038862,-0.2692307692307692,0.37373304228189186,-0.6758241758241759,0.011225245577668611,TRUE,1,0.3333333333333333,Guangxi,0.8797847845183826,0.9535880891790752
all_years,wastewater effluent,fluoroquinolones,S. aureus | Rifampicin,population_2024,13,3,34,15,1,2016,2024,0.46153846153846156,0.11237597055825145,0.4395604395604396,0.13286024415692976,0.28932970799328467,0.04803767660910481,-0.6043956043956044,0.02867270567140693,-0.6208791208791209,0.02353816709643303,TRUE,1,0.3181818181818181,Zhejiang,0.8797847845183826,0.8234711270505317
all_years,soil,phenicols,K. pneumoniae | Cefazolin,urban_share_2024,10,3,22,13,1,2007,2016,0.4601573393548866,0.18083317091172604,0.6727272727272726,0.03304122254543776,0.17609777149412834,0.11860744297719157,0.8160123484559989,0.0039891443952871615,0.2606060606060606,0.4670890543863403,TRUE,1,0.49122575365570087,Henan,0.9040897335352907,0.5697942153713511
all_years,soil,phenicols,K. pneumoniae | Cefoxitin,grp_per_capita_2024,10,3,22,13,1,2007,2016,0.4601573393548866,0.18083317091172604,0.5636363636363636,0.08972402831709125,0.17609777149412834,0.11860744297719157,0.7669288989248111,0.009638359377523338,0.296969696969697,0.4047016712701569,TRUE,1,0.447419845102806,Shanghai,0.9040897335352907,0.7507306204313801
all_years,sediment,diaminopyrimidines,S. aureus | Gentamicin,urban_share_2024,18,3,122,45,2,2008,2020,0.45923632610939114,0.0552156619872672,0.5562435500515996,0.016518403054404864,0.01039862314664235,0.47547758284600455,0.28586171310629516,0.2501695935454805,0.5830753353973168,0.01109244361954168,TRUE,1,0.19943820224719097,Zhejiang,0.8667757141803278,0.4736437713937547
all_years,soil,diaminopyrimidines,P. aeruginosa | Levofloxacin,milk_output_2024,8,3,9,8,1,2008,2015,-0.45786455807628595,0.2539413413452635,-0.33333333333333337,0.419753086419753,0.24103244438393973,0.07490909090909051,-0.5542570966186618,0.1539883457589951,0.5952380952380952,0.11952980613879259,TRUE,1,0.5741554078452196,Liaoning,0.9077420142945268,0.9479489788776115
all_years,soil,macrolides,E. coli | Nitrofurantoin,milk_output_2024,20,3,104,34,2,2006,2020,-0.45671811938944673,0.04293629294248405,-0.4857142857142857,0.029920782525592438,0.3132637601270729,0.018907030492805205,0.43554575623894254,0.054921130935576906,0.20601503759398496,0.3835325530925866,FALSE,1,0.28127887485238284,Liaoning,0.8667757141803278,0.5640067506074175
all_years,soil,sulfonamides,A. baumannii | Imipenem,EconomicScaleIndex,20,3,313,56,2,2006,2019,0.45667034560688197,0.042960842230268116,0.22706766917293233,0.3356744310134179,0.22138678024989444,0.059746349446122726,0.5737461236962149,0.008166765310944247,0.3168989599972711,0.1734007332586593,TRUE,1,0.2325887793933246,Henan,0.8667757141803278,0.9259701987223795
all_years,sludge,macrolides,S. aureus | Gentamicin,hogs_year_end_2024,14,3,77,25,1,2005,2017,-0.4560964350046578,0.10117918566396843,-0.47692307692307695,0.08464843419468661,0.8556343441410651,0,0.6118366811038092,0.020054411609237308,-0.42417582417582417,0.13063731043811047,TRUE,1,0.3027153108539531,Beijing,0.8797847845183826,0.7507306204313801
all_years,sludge,tetracyclines,A. baumannii | Imipenem,sewage_pipe_length_2024,14,3,77,19,2,2004,2020,-0.4552214658173191,0.10191902910403237,-0.5076923076923077,0.06383915813376853,0.30098512187415105,0.03648989898989916,0.26764277135993136,0.3549157774316807,0.4197802197802198,0.13510107382914258,FALSE,1,0.47748918659823397,Qinghai,0.8797847845183826,0.740534234351715
all_years,sediment,phenicols,E. coli | Imipenem,sewage_disposal_capacity_2024,14,3,58,25,1,2006,2020,-0.45494505494505494,0.10215352669182921,-0.38461538461538464,0.1745087507750957,0.20022103787458767,0.11060606060606078,-0.42417582417582417,0.13063731043811047,0.6747252747252748,0.008117706397553236,TRUE,1,0.35265700483091794,Guangxi,0.8797847845183826,0.8507301600285916
all_years,sediment,phenicols,K. pneumoniae | Aztreonam,grp_per_capita_2024,14,3,58,25,1,2006,2020,-0.45494505494505494,0.10215352669182921,-0.34065934065934067,0.23331605103682326,0.20022103787458767,0.11060606060606078,-0.6263736263736264,0.016541935428871186,0.4989010989010989,0.06936352739715487,TRUE,1,0.5458937198067632,Guangdong,0.8797847845183826,0.8756506136724482
all_years,surface water,macrolides,K. pneumoniae | Ceftazidime,freshwater_aquatic_products_2024,14,3,42,16,1,2015,2023,-0.45494505494505494,0.10215352669182921,-0.2,0.49300373504000006,0.006641885476426646,0.5788497217068641,-0.4153846153846154,0.1396659475175257,0.7406593406593407,0.0024451976404460214,TRUE,1,0.32850241545893716,Guangdong,0.8797847845183826,0.9606462350922552
all_years,wastewater effluent,macrolides,K. pneumoniae | Trimethoprim/Sulfamethoxazole,freshwater_aquatic_products_2024,10,3,27,10,1,2018,2024,-0.45454545454545453,0.18690481034933193,-0.6242424242424242,0.05371776721716757,0.09424870603515988,0.3890909090909095,-0.4909090909090909,0.14965567342083683,0.6242424242424243,0.05371776721716743,TRUE,1,0.65,Zhejiang,0.9040897335352907,0.7068421453427418
all_years,surface water,fluoroquinolones,P. aeruginosa | Cefepime,hospitals_count_2024,15,3,77,21,1,2015,2024,0.45357142857142846,0.08948590014302728,0.3499999999999999,0.20094535081629372,0.27743910513984715,0.014965986394557854,0.4035714285714286,0.13576799650365637,0.5928571428571429,0.019846421970181112,TRUE,1,0.22955784373107194,Hebei,0.8667757141803278,0.8680942753677526
all_years,surface water,fluoroquinolones,P. aeruginosa | Meropenem,hospitals_count_2024,15,3,77,21,1,2015,2024,0.45357142857142846,0.08948590014302728,0.4785714285714285,0.07113080825563328,0.27743910513984715,0.014965986394557854,0.4035714285714286,0.13576799650365637,0.5464285714285714,0.035066660216709865,TRUE,1,0.1871592973955181,Sichuan,0.8667757141803278,0.7507306204313801
all_years,surface water,tetracyclines,E. coli | Aztreonam,chemical_fertilizers_2024,15,2,42,17,1,2015,2024,0.45357142857142846,0.08948590014302728,0.23928571428571424,0.39037931192023567,1,0,0.19285714285714287,0.49104870160522307,0.575,0.024936227942582555,TRUE,1,0.27801332525741956,Henan,0.8667757141803278,0.9479489788776115
all_years,soil,sulfonamides,A. baumannii | Ciprofloxacin,EconomicScaleIndex,20,3,313,56,2,2006,2019,0.452902438464911,0.04493139831762079,0.23759398496240602,0.31313056374426707,0.22138678024989444,0.059746349446122726,0.5737461236962149,0.008166765310944247,0.24313150612617232,0.30164634765516385,TRUE,1,0.2331335487685763,Henan,0.8667757141803278,0.9151180041208424
all_years,sediment,lincosamides,A. baumannii | Tigecycline,chemical_fertilizers_2024,13,3,26,22,1,2010,2018,-0.4511696152621982,0.12175488699699001,-0.6263736263736264,0.021988602409889625,0.2592759711301179,0.06997245179063301,-0.23933997882811733,0.4309595500618638,0.7032967032967034,0.007318569842104322,TRUE,1,0.2887325499145683,Guangxi,0.8829300519306434,0.5291299856507482
all_years,sediment,lincosamides,E. coli | Imipenem,milk_output_2024,13,3,26,22,1,2010,2018,0.4511696152621982,0.12175488699699001,0.4450549450549451,0.12752383613843682,0.2592759711301179,0.06997245179063301,0.13204964349137507,0.6671737125899861,0.5659340659340659,0.04379259223545473,TRUE,1,0.2547088867963942,Guizhou,0.8829300519306434,0.818563978423839
all_years,surface water,macrolides,A. baumannii | Ciprofloxacin,chemical_fertilizers_2024,14,3,42,16,1,2015,2023,-0.45054945054945056,0.10593278527264058,-0.3098901098901099,0.2809332808692584,0.006641885476426646,0.5788497217068641,-0.512087912087912,0.061198486156458405,0.6395604395604395,0.013779616833463801,TRUE,1,0.28048780487804875,Henan,0.8797847845183826,0.8969656318280155
all_years,surface water,sulfonamides,E. coli | Ceftriaxone,total_aquatic_products_2024,14,3,49,15,1,2013,2024,0.45054945054945056,0.10593278527264058,0.5208791208791208,0.056153927343702656,0.07898257926378309,0.18961038961038862,-0.3098901098901099,0.2809332808692584,-0.4945054945054945,0.07224967403413257,TRUE,1,0.3780487804878049,Guangdong,0.8797847845183826,0.7095844995310587
all_years,surface water,sulfonamides,E. coli | Chloramphenicol,LivestockAquacultureIndex,14,3,49,15,1,2013,2024,-0.45054945054945056,0.10593278527264058,-0.23516483516483513,0.4183338961985912,0.07898257926378309,0.18961038961038862,-0.4862489191020163,0.07789960750661203,0.3278329816570155,0.2525179894868294,TRUE,1,0.3780487804878049,Guangdong,0.8797847845183826,0.9479489788776115
all_years,wastewater influent,sulfonamides,E. coli | Polymyxin B,freshwater_aquatic_products_2024,9,3,30,9,1,2016,2024,-0.45,0.22421610749233684,-0.5666666666666667,0.11163298761149111,0.8007374029168087,0,-0.6333333333333333,0.06708578689234561,0.2,0.6059012741795533,TRUE,1,0.9576719576719578,Shanxi,0.9077420142945268,0.8067534120677089
all_years,wastewater influent,sulfonamides,A. baumannii | Ceftazidime,urban_share_2024,9,3,30,9,1,2016,2024,0.45,0.2242161074923369,0.6,0.08762282904140234,0.8007374029168087,0,-0.26666666666666666,0.487922274838701,-0.5333333333333333,0.13922686754397803,TRUE,1,0.4285714285714289,Anhui,0.9077420142945268,0.7507306204313801
all_years,wastewater influent,sulfonamides,E. coli | Ceftriaxone,freshwater_aquatic_products_2024,9,3,30,9,1,2016,2024,0.45,0.2242161074923369,0.43333333333333335,0.2439524358800516,0.8007374029168087,0,-0.6333333333333333,0.06708578689234561,-0.5166666666666667,0.15439012098622512,TRUE,1,0.5343915343915349,Shanxi,0.9077420142945268,0.8785296752720978
all_years,wastewater influent,sulfonamides,P. aeruginosa | Ciprofloxacin,freshwater_aquatic_products_2024,9,3,30,9,1,2016,2024,0.45,0.2242161074923369,0.4,0.28610510190831273,0.8007374029168087,0,-0.6333333333333333,0.06708578689234561,-0.31666666666666665,0.4063970144863861,TRUE,1,0.4285714285714289,Anhui,0.9077420142945268,0.8969656318280155
all_years,wastewater influent,sulfonamides,P. aeruginosa | Gentamicin,freshwater_aquatic_products_2024,9,3,30,9,1,2016,2024,0.45,0.2242161074923369,0.5,0.17047066078705375,0.8007374029168087,0,-0.6333333333333333,0.06708578689234561,-0.38333333333333336,0.3084952723803716,TRUE,1,0.3756613756613759,Shandong,0.9077420142945268,0.8474827136270673
all_years,sludge,macrolides,E. coli | Ciprofloxacin,milk_output_2024,14,3,77,25,1,2005,2017,-0.44942185302897986,0.10691755864722943,-0.4637362637362637,0.09487633150889989,0.8556343441410651,0,-0.34262854141813315,0.23045006637631998,0.7758241758241758,0.001108478667778739,TRUE,1,0.31098171350016074,Guangdong,0.8797847845183826,0.7556699361729984
all_years,sludge,fluoroquinolones,K. pneumoniae | Levofloxacin,sewage_disposal_capacity_2024,16,3,149,31,2,2005,2017,0.4474196824641997,0.08225955430566029,0.1676470588235294,0.5348568245819434,0.06923543109736396,0.25696039035591295,0.41334467353480697,0.11152120896786284,0.8058823529411765,1.6384666473672645e-4,TRUE,1,0.36185986938898435,Shanghai,0.8667757141803278,0.9606462350922552
all_years,soil,diaminopyrimidines,K. pneumoniae | Cefoxitin,milk_output_2024,8,3,9,8,1,2008,2015,-0.4458154907584889,0.26825005020123766,-0.6190476190476192,0.10173303745426454,0.24103244438393973,0.07490909090909051,-0.5542570966186618,0.1539883457589951,0.2857142857142857,0.49272624501695705,TRUE,1,0.8187876671725172,Hubei,0.9077420142945268,0.7738974610579332
all_years,soil,diaminopyrimidines,K. pneumoniae | Ertapenem,milk_output_2024,8,3,9,8,1,2008,2015,-0.4458154907584889,0.26825005020123766,-0.42857142857142866,0.2894032248467901,0.24103244438393973,0.07490909090909051,-0.5542570966186618,0.1539883457589951,0.6428571428571429,0.08555889101267312,TRUE,1,0.6328897916971317,Beijing,0.9077420142945268,0.8969656318280155
all_years,wastewater influent,fluoroquinolones,S. aureus | Amikacin,total_aquatic_products_2024,11,3,44,12,1,2016,2024,0.4454545454545455,0.16973260492681175,0.6545454545454545,0.02886459895700191,0.07495187103951058,0.3977272727272725,-0.37272727272727274,0.2589258736842223,-0.2909090909090909,0.385456969691365,TRUE,1,0.41496598639455795,Beijing,0.9040897335352907,0.5536685420358437
all_years,wastewater influent,fluoroquinolones,S. aureus | Ciprofloxacin,urban_share_2024,11,3,44,12,1,2016,2024,0.4454545454545455,0.16973260492681175,0.3727272727272727,0.25892587368422226,0.07495187103951058,0.3977272727272725,0.2727272727272727,0.41714143714253127,0.7636363636363637,0.006233059747904751,TRUE,1,0.3741496598639451,Zhejiang,0.9040897335352907,0.8871017830455327
all_years,wastewater influent,fluoroquinolones,S. aureus | Levofloxacin,urban_share_2024,11,3,44,12,1,2016,2024,0.4454545454545455,0.16973260492681175,0.3727272727272727,0.25892587368422226,0.07495187103951058,0.3977272727272725,0.2727272727272727,0.41714143714253127,0.7636363636363637,0.006233059747904751,TRUE,1,0.3741496598639451,Zhejiang,0.9040897335352907,0.8871017830455327
all_years,soil,sulfonamides,A. baumannii | Ceftazidime,sewage_pipe_length_2024,20,3,313,56,2,2006,2019,0.44461304275257485,0.0495111256773116,0.25413533834586466,0.27959763551527717,0.22138678024989444,0.059746349446122726,0.5516216055845504,0.011689585959119946,0.28421052631578947,0.22458459821120466,TRUE,1,0.23436454288906053,Henan,0.8667757141803278,0.8969656318280155
all_years,sediment,tetracyclines,S. aureus | Chloramphenicol,urban_env_infra_investment_2024,23,3,693,129,2,2004,2025,0.4437855336864226,0.03390161761675315,0.4397233201581027,0.03576788455293156,0.06310630550908343,0.17629345855989417,-0.35334816991736323,0.09813788776686909,-0.40118577075098816,0.057786798317303614,TRUE,1,0.20271507229392688,Anhui,0.8667757141803278,0.5697942153713511
all_years,surface water,fluoroquinolones,E. coli | Cefuroxime,milk_output_2024,15,3,77,21,1,2015,2024,0.4428571428571428,0.09829406554687134,0.4785714285714285,0.07113080825563328,0.27743910513984715,0.014965986394557854,0.42857142857142855,0.11096021426087677,0.4392857142857143,0.10136057119347243,TRUE,1,0.45409429280397057,Tibet,0.8797847845183826,0.7507306204313801
all_years,surface water,fluoroquinolones,P. aeruginosa | Ceftazidime,hospitals_count_2024,15,3,77,21,1,2015,2024,0.4428571428571428,0.09829406554687134,0.5142857142857142,0.049839233471420635,0.27743910513984715,0.014965986394557854,0.4035714285714286,0.13576799650365637,0.6428571428571429,0.009739944695595278,TRUE,1,0.39454094292804,Jilin,0.8797847845183826,0.6871582005647622
all_years,surface water,fluoroquinolones,P. aeruginosa | Ciprofloxacin,chemical_fertilizers_2024,15,3,77,21,1,2015,2024,0.4428571428571428,0.09829406554687134,0.4785714285714285,0.07113080825563328,0.27743910513984715,0.014965986394557854,0.4107142857142857,0.1283286460157489,0.6785714285714286,0.005416550219591705,TRUE,1,0.24565756823821344,Jiangxi,0.8797847845183826,0.7507306204313801
all_years,sediment,phenicols,P. aeruginosa | Piperacillin,milk_output_2024,14,3,58,25,1,2006,2020,-0.44175824175824174,0.11377750302872344,-0.49450549450549447,0.07224967403413257,0.20022103787458767,0.11060606060606078,-0.23956043956043957,0.4094298928517326,0.6615384615384615,0.009975179240423728,TRUE,1,0.31840796019900514,Hubei,0.8797847845183826,0.7507306204313801
all_years,sludge,fluoroquinolones,E. coli | Ertapenem,sewage_pipe_length_2024,16,3,149,31,2,2005,2017,0.44149359395474014,0.08690013393643876,0.24411764705882352,0.36221349614195,0.06923543109736396,0.25696039035591295,0.5555707977618373,0.025461783832817764,0.43529411764705883,0.09195235850572929,TRUE,1,0.3223464254536192,Jiangsu,0.8667757141803278,0.9299965133633268
all_years,sediment,sulfonamides,K. pneumoniae | Chloramphenicol,total_aquatic_products_2024,24,3,1061,135,2,2008,2025,-0.4414003148486036,0.030829813745130896,-0.43043478260869555,0.035763160898824684,0.0015521231748156271,0.520774428109915,-0.36747119807593104,0.07730622585656055,0.5695652173913044,0.003670316994100722,TRUE,1,0.400623715586327,Guangdong,0.8667757141803278,0.5697942153713511
all_years,sediment,diaminopyrimidines,P. aeruginosa | Ciprofloxacin,grp_2024,18,3,122,45,2,2008,2020,-0.4406604747162023,0.06720191241367018,-0.3085655314757482,0.2128287059586833,0.01039862314664235,0.47547758284600455,-0.32507739938080493,0.18808478142236898,0.39525283797729616,0.10449665262201602,TRUE,1,0.318208430913349,Liaoning,0.8667757141803278,0.8681380821706243
all_years,soil,sulfonamides,A. baumannii | Gentamicin,sewage_pipe_length_2024,20,3,313,56,2,2006,2019,0.4400915541822097,0.05215534101081455,0.25263157894736843,0.2825500572639194,0.22138678024989444,0.059746349446122726,0.5516216055845504,0.011689585959119946,0.3097744360902256,0.1838064324119103,TRUE,1,0.32922511081991723,Guangxi,0.8667757141803278,0.8969656318280155
all_years,surface water,tetracyclines,E. coli | Ceftazidime,chemical_fertilizers_2024,15,2,42,17,1,2015,2024,0.4392857142857142,0.10136057119347243,0.21428571428571425,0.44314093482351435,1,0,0.19285714285714287,0.49104870160522307,0.7107142857142857,0.0029789948868027454,TRUE,1,0.2945590994371481,Henan,0.8797847845183826,0.9535880891790752
all_years,soil,fluoroquinolones,E. coli | Ceftazidime,hospitals_count_2024,23,3,318,64,2,2006,2020,-0.43856625164357127,0.036314041151200176,-0.3349802371541502,0.11818082467219866,0.9845108143090242,0,-0.5305316663061466,0.00920503544877101,0.40810276679841895,0.05321483992066214,TRUE,1,0.30662912683274485,Zhejiang,0.8667757141803278,0.8138668527285788
all_years,sediment,lincosamides,E. coli | Ceftriaxone,total_aquatic_products_2024,13,3,26,22,1,2010,2018,-0.43741444406518,0.13498399679612444,-0.4010989010989011,0.17435746494503276,0.2592759711301179,0.06997245179063301,0.3218710060102268,0.2835130785985348,-0.4010989010989011,0.17435746494503276,TRUE,1,0.27320565172282646,Hebei,0.8952520789120342,0.8507301600285916
all_years,surface water,macrolides,E. coli | Cefotetan,chemical_fertilizers_2024,14,3,42,16,1,2015,2023,-0.43736263736263736,0.11784483174447682,-0.11648351648351647,0.6916912502331573,0.006641885476426646,0.5788497217068641,-0.512087912087912,0.061198486156458405,0.7538461538461538,0.0018447252892572208,TRUE,1,0.32160804020100503,Tibet,0.8797847845183826,0.9729669155213013
all_years,soil,diaminopyrimidines,A. baumannii | Cefotaxime,freshwater_aquatic_products_2024,8,3,9,8,1,2008,2015,0.433766423440692,0.2829476709180395,0.6904761904761907,0.05799031816457269,0.24103244438393973,0.07490909090909051,0.44581549075848886,0.26825005020123793,0.5952380952380952,0.11952980613879259,TRUE,1,0.6200682739073716,Tianjin,0.9084965716610526,0.7193041300970549
all_years,soil,diaminopyrimidines,A. baumannii | Ceftazidime,milk_output_2024,8,3,9,8,1,2008,2015,0.433766423440692,0.2829476709180395,0.5238095238095238,0.18272075053971484,0.24103244438393973,0.07490909090909051,-0.5542570966186618,0.1539883457589951,-0.2619047619047619,0.5309228615658013,TRUE,1,0.45390742530148714,Tianjin,0.9084965716610526,0.8521945107646086
all_years,soil,diaminopyrimidines,A. baumannii | Ciprofloxacin,milk_output_2024,8,3,9,8,1,2008,2015,0.433766423440692,0.2829476709180395,0.5238095238095238,0.18272075053971484,0.24103244438393973,0.07490909090909051,-0.5542570966186618,0.1539883457589951,-0.2619047619047619,0.5309228615658013,TRUE,1,0.45390742530148714,Tianjin,0.9084965716610526,0.8521945107646086
all_years,soil,diaminopyrimidines,A. baumannii | Imipenem,milk_output_2024,8,3,9,8,1,2008,2015,0.433766423440692,0.2829476709180395,0.5238095238095238,0.18272075053971484,0.24103244438393973,0.07490909090909051,-0.5542570966186618,0.1539883457589951,-0.2619047619047619,0.5309228615658013,TRUE,1,0.45390742530148714,Tianjin,0.9084965716610526,0.8521945107646086
all_years,soil,diaminopyrimidines,K. pneumoniae | Imipenem,milk_output_2024,8,3,9,8,1,2008,2015,-0.433766423440692,0.2829476709180395,-0.4761904761904763,0.23293553465009784,0.24103244438393973,0.07490909090909051,-0.5542570966186618,0.1539883457589951,0.40476190476190477,0.3198886412288162,TRUE,1,0.6646153652541699,Beijing,0.9084965716610526,0.8756506136724482
all_years,wastewater influent,sulfonamides,E. coli | Ceftazidime,freshwater_aquatic_products_2024,9,3,30,9,1,2016,2024,0.43333333333333335,0.2439524358800516,0.2,0.6059012741795533,0.8007374029168087,0,-0.6333333333333333,0.06708578689234561,-0.5666666666666667,0.11163298761149111,TRUE,1,0.5604395604395604,Guangdong,0.9077420142945268,0.9606462350922552
all_years,wastewater influent,sulfonamides,E. coli | Trimethoprim/Sulfamethoxazole,freshwater_aquatic_products_2024,9,3,30,9,1,2016,2024,0.43333333333333335,0.2439524358800516,0.15,0.7000942309691419,0.8007374029168087,0,-0.6333333333333333,0.06708578689234561,-0.6166666666666667,0.07692880993776291,TRUE,1,0.48351648351648385,Heilongjiang,0.9077420142945268,0.9729669155213013
all_years,wastewater influent,sulfonamides,P. aeruginosa | Levofloxacin,freshwater_aquatic_products_2024,9,3,30,9,1,2016,2024,0.43333333333333335,0.2439524358800516,0.6166666666666667,0.07692880993776291,0.8007374029168087,0,-0.6333333333333333,0.06708578689234561,-0.13333333333333333,0.7323675052362975,TRUE,1,0.48351648351648385,Anhui,0.9077420142945268,0.7507306204313801
all_years,wastewater influent,sulfonamides,P. aeruginosa | Tobramycin,freshwater_aquatic_products_2024,9,3,30,9,1,2016,2024,0.43333333333333335,0.2439524358800516,0.4,0.28610510190831273,0.8007374029168087,0,-0.6333333333333333,0.06708578689234561,-0.4666666666666667,0.205386351105812,TRUE,1,0.3736263736263738,Shandong,0.9077420142945268,0.8969656318280155
all_years,wastewater influent,sulfonamides,S. aureus | Clindamycin,freshwater_aquatic_products_2024,9,3,30,9,1,2016,2024,0.43333333333333335,0.2439524358800516,0.15,0.7000942309691419,0.8007374029168087,0,-0.6333333333333333,0.06708578689234561,-0.6166666666666667,0.07692880993776291,TRUE,1,0.4285714285714288,Heilongjiang,0.9077420142945268,0.9729669155213013
all_years,soil,macrolides,E. coli | Tigecycline,milk_output_2024,20,3,104,34,2,2006,2020,-0.43252113293172767,0.05682232548285139,-0.44511278195488724,0.049225296692117664,0.3132637601270729,0.018907030492805205,0.43554575623894254,0.054921130935576906,0.04661654135338346,0.8452698052894374,FALSE,1,0.4080566820752227,Liaoning,0.8667757141803278,0.6871582005647622
all_years,sediment,other,E. coli | Meropenem,WastewaterHealthIndex,7,2,19,10,1,2008,2018,-0.43244998209386826,0.33252677821284404,NA,NA,0.3724558699813696,0,-0.4,0.37393392381774704,0.41443123283995714,0.3552689437660521,TRUE,1,0.537518769149613,Shanghai,0.9323150863286164,NA
all_years,sediment,other,K. pneumoniae | Cefazolin,WastewaterHealthIndex,7,2,19,10,1,2008,2018,-0.43244998209386826,0.33252677821284404,NA,NA,0.3724558699813696,0,-0.4,0.37393392381774704,0.37839373433213475,0.40260220192175533,TRUE,1,0.798900083365039,Tianjin,0.9323150863286164,NA
all_years,sediment,other,K. pneumoniae | Ciprofloxacin,WastewaterHealthIndex,7,2,19,10,1,2008,2018,-0.43244998209386826,0.33252677821284404,NA,NA,0.3724558699813696,0,-0.4,0.37393392381774704,0.37839373433213475,0.40260220192175533,TRUE,1,0.798900083365039,Tianjin,0.9323150863286164,NA
all_years,sediment,other,K. pneumoniae | Levofloxacin,WastewaterHealthIndex,7,2,19,10,1,2008,2018,-0.43244998209386826,0.33252677821284404,NA,NA,0.3724558699813696,0,-0.4,0.37393392381774704,0.41443123283995714,0.3552689437660521,TRUE,1,0.537518769149613,Shanghai,0.9323150863286164,NA
