sample_type,matrix,province,location,season,lon,lat,sample_year,antibiotic,antibiotic_class,mean_concentration,max_concentration,concentration_unit,reference_number
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.412222,25.14,NA,Norfloxacin,Fluoroquinolones,105,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.373056,23.121389,NA,Norfloxacin,Fluoroquinolones,112,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.3725,23.129444,NA,Norfloxacin,Fluoroquinolones,143,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.330833,23.136111,NA,Norfloxacin,Fluoroquinolones,178,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.357222,23.17,NA,Oxytetracycline,Tetracyclines,1.34,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.412222,25.14,NA,Oxytetracycline,Tetracyclines,5.79,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.373056,23.121389,NA,Oxytetracycline,Tetracyclines,16.4,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.361111,23.166667,NA,Oxytetracycline,Tetracyclines,20.4,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.3725,23.129444,NA,Oxytetracycline,Tetracyclines,22.3,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.330833,23.136111,NA,Oxytetracycline,Tetracyclines,41.6,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.3925,27.125278,NA,Oxytetracycline,Tetracyclines,42.6,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.412222,25.14,NA,Roxithromycin,Macrolides,0.6,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.373056,23.121389,NA,Roxithromycin,Macrolides,0.82,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.3725,23.129444,NA,Roxithromycin,Macrolides,1.21,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.3925,27.125278,NA,Roxithromycin,Macrolides,1.42,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.330833,23.136111,NA,Roxithromycin,Macrolides,1.97,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.3925,27.125278,NA,Sulfadimethoxine,Sulfonamides,0.02,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.373056,23.121389,NA,Sulfadimethoxine,Sulfonamides,0.04,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.357222,23.17,NA,Sulfadimethoxine,Sulfonamides,0.14,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.361111,23.166667,NA,Sulfadimidine,Sulfonamides,0.16,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.357222,23.17,NA,Sulfadimidine,Sulfonamides,0.39,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.412222,25.14,NA,Sulfadimidine,Sulfonamides,0.48,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.3725,23.129444,NA,Sulfadimidine,Sulfonamides,0.59,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.3925,27.125278,NA,Sulfadimidine,Sulfonamides,0.75,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.373056,23.121389,NA,Sulfadimidine,Sulfonamides,0.87,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.330833,23.136111,NA,Sulfadimidine,Sulfonamides,1.86,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.361111,23.166667,NA,Sulfapyridine,Sulfonamides,0.08,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.412222,25.14,NA,Sulfapyridine,Sulfonamides,0.12,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.3725,23.129444,NA,Sulfapyridine,Sulfonamides,0.13,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.357222,23.17,NA,Sulfapyridine,Sulfonamides,0.17,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.373056,23.121389,NA,Sulfapyridine,Sulfonamides,0.28,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.3925,27.125278,NA,Sulfapyridine,Sulfonamides,0.44,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.330833,23.136111,NA,Sulfapyridine,Sulfonamides,0.71,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.357222,23.17,NA,Tetracycline,Tetracyclines,2.13,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.412222,25.14,NA,Tetracycline,Tetracyclines,4.06,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.3725,23.129444,NA,Tetracycline,Tetracyclines,4.77,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.373056,23.121389,NA,Tetracycline,Tetracyclines,7.38,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.361111,23.166667,NA,Tetracycline,Tetracyclines,7.53,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.3925,27.125278,NA,Tetracycline,Tetracyclines,12.3,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.330833,23.136111,NA,Tetracycline,Tetracyclines,18.9,NA,ng/g,31
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,2015,Cephalexin,Beta-lactams,12.6,21.9,ng/g,50
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,2015,Ciprofloxacin,Fluoroquinolones,16.4,27.4,ng/g,50
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,2015,Doxycycline,Tetracyclines,3.9,14.9,ng/g,50
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,2015,Lincomycin,Lincosamides,2.98,5.99,ng/g,50
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,2015,Norfloxacin,Fluoroquinolones,30.3,132,ng/g,50
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,2015,Ofloxacin,Fluoroquinolones,6.93,13.5,ng/g,50
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,2015,Oxytetracycline,Tetracyclines,38.5,70,ng/g,50
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,2015,Penicillin G,Beta-lactams,4.84,28.9,ng/g,50
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,2015,Penicillin V,Beta-lactams,16.3,73.2,ng/g,50
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,2015,Sulfadiazine,Sulfonamides,7.55,19.5,ng/g,50
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,2015,Sulfamonomethoxine,Sulfonamides,7.77,20.1,ng/g,50
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,2015,Sulfaquinoxaline,Sulfonamides,2.81,6.62,ng/g,50
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,2015,Tetracycline,Tetracyclines,39,95.7,ng/g,50
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,2015,Tylosin,Macrolides,0.61,4.81,ng/g,50
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan Fengshuba reservoir,7,115.400457,24.454988,2015,Cephalexin,Beta-lactams,12.6,21.9,ng/g,123
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan Fengshuba reservoir,7,115.400457,24.454988,2015,Ciprofloxacin,Fluoroquinolones,16.4,27.4,ng/g,123
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan Fengshuba reservoir,7,115.400457,24.454988,2015,Doxycycline,Tetracyclines,5.2,20.9,ng/g,123
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan Fengshuba reservoir,7,115.400457,24.454988,2015,Erythromycin-H2O,Macrolides,3,9.1,ng/g,123
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan Fengshuba reservoir,7,115.400457,24.454988,2015,Lincomycin,Lincosamides,6.4,24.7,ng/g,123
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan Fengshuba reservoir,7,115.400457,24.454988,2015,Norfloxacin,Fluoroquinolones,30.3,132.3,ng/g,123
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan Fengshuba reservoir,7,115.400457,24.454988,2015,Ofloxacin,Fluoroquinolones,6.9,13.5,ng/g,123
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan Fengshuba reservoir,7,115.400457,24.454988,2015,Oxytetracycline,Tetracyclines,44.6,102.4,ng/g,123
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan Fengshuba reservoir,7,115.400457,24.454988,2015,Penicillin G,Beta-lactams,4.8,28.9,ng/g,123
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan Fengshuba reservoir,7,115.400457,24.454988,2015,Penicillin V,Beta-lactams,16.3,73.2,ng/g,123
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan Fengshuba reservoir,7,115.400457,24.454988,2015,Sulfadiazine,Sulfonamides,7.6,19.5,ng/g,123
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan Fengshuba reservoir,7,115.400457,24.454988,2015,Sulfamonomethoxine,Sulfonamides,7.8,20.1,ng/g,123
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan Fengshuba reservoir,7,115.400457,24.454988,2015,Sulfaquinoxaline,Sulfonamides,2.8,6.6,ng/g,123
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan Fengshuba reservoir,7,115.400457,24.454988,2015,Tetracycline,Tetracyclines,40,95.7,ng/g,123
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan Fengshuba reservoir,7,115.400457,24.454988,2015,Tylosin,Macrolides,0.6,4.8,ng/g,123
sediment,sediment,Guangdong,Guangdong Heyuan Longchuan Fengshuba reservoir,7,115.400457,24.454988,2015,Vancomycin,Other,1.4,7,ng/g,123
sediment,sediment,Guangdong,Guangdong Huizhou Huiyang district Daya Bay,NA,114.552222,22.687778,2014,Cefotaxime,Beta-lactams,0.3,0.8,ng/g,43
sediment,sediment,Guangdong,Guangdong Huizhou Huiyang district Daya Bay,NA,114.552222,22.687778,2014,Ciprofloxacin,Fluoroquinolones,0.2,0.7,ng/g,43
sediment,sediment,Guangdong,Guangdong Huizhou Huiyang district Daya Bay,NA,114.552222,22.687778,2014,Clarithromycin,Macrolides,0.2,0.6,ng/g,43
sediment,sediment,Guangdong,Guangdong Huizhou Huiyang district Daya Bay,NA,114.552222,22.687778,2014,Erythromycin-H2O,Macrolides,0.04,0.09,ng/g,43
sediment,sediment,Guangdong,Guangdong Huizhou Huiyang district Daya Bay,NA,114.552222,22.687778,2014,Flumequine,Fluoroquinolones,0.03,0.1,ng/g,43
sediment,sediment,Guangdong,Guangdong Huizhou Huiyang district Daya Bay,NA,114.552222,22.687778,2014,Isochlortetracycline,Tetracyclines,0.02,0.04,ng/g,43
sediment,sediment,Guangdong,Guangdong Huizhou Huiyang district Daya Bay,NA,114.552222,22.687778,2014,Norfloxacin,Fluoroquinolones,2.2,3.2,ng/g,43
sediment,sediment,Guangdong,Guangdong Huizhou Huiyang district Daya Bay,NA,114.552222,22.687778,2014,Ofloxacin,Fluoroquinolones,0.4,0.6,ng/g,43
sediment,sediment,Guangdong,Guangdong Huizhou Huiyang district Daya Bay,NA,114.552222,22.687778,2014,Oxytetracycline,Tetracyclines,1.1,5.9,ng/g,43
sediment,sediment,Guangdong,Guangdong Huizhou Huiyang district Daya Bay,NA,114.552222,22.687778,2014,Roxithromycin,Macrolides,0.2,1,ng/g,43
sediment,sediment,Guangdong,Guangdong Huizhou Huiyang district Daya Bay,NA,114.552222,22.687778,2014,Tetracycline,Tetracyclines,0.2,1.4,ng/g,43
sediment,sediment,Guangdong,Guangdong Huizhou Huiyang district Daya Bay,NA,114.552222,22.687778,2014,Trimethoprim,Diaminopyrimidines,0.2,0.2,ng/g,43
sediment,sediment,Guangdong,Guangdong Maoming,NA,110.925456,21.662999,2017,Clarithromycin,Macrolides,2.98,5.3,ng/g,68
sediment,sediment,Guangdong,Guangdong Maoming,NA,110.925456,21.662999,2017,Enrofloxacin,Fluoroquinolones,2.325,4.17,ng/g,68
sediment,sediment,Guangdong,Guangdong Maoming,NA,110.925456,21.662999,2017,Erythromycin-H2O,Macrolides,53.24,99.22000000000001,ng/g,68
sediment,sediment,Guangdong,Guangdong Maoming,NA,110.925456,21.662999,2017,Lomefloxacin,Fluoroquinolones,0.26,0.52,ng/g,68
sediment,sediment,Guangdong,Guangdong Maoming,NA,110.925456,21.662999,2017,Norfloxacin,Fluoroquinolones,2.32,3.75,ng/g,68
sediment,sediment,Guangdong,Guangdong Pearl river Estuary,1,113.66667,22.6,2011,Enrofloxacin,Fluoroquinolones,1.24,1.43,ng/g,193
sediment,sediment,Guangdong,Guangdong Pearl river Estuary,1,113.66667,22.6,2011,Erythromycin-H2O,Macrolides,2.65,7.79,ng/g,193
sediment,sediment,Guangdong,Guangdong Pearl river Estuary,1,113.66667,22.6,2011,Norfloxacin,Fluoroquinolones,8.08,20.5,ng/g,193
sediment,sediment,Guangdong,Guangdong Pearl river Estuary,1,113.66667,22.6,2011,Ofloxacin,Fluoroquinolones,3.5,12.6,ng/g,193
sediment,sediment,Guangdong,Guangdong Pearl river Estuary,1,113.66667,22.6,2011,Roxithromycin,Macrolides,6.1,8.8,ng/g,193
sediment,sediment,Guangdong,Guangdong Pearl river Estuary,1,113.66667,22.6,2011,Sulfadimidine,Sulfonamides,1.58,3.24,ng/g,193
sediment,sediment,Guangdong,Guangdong Pearl river Estuary,1,113.66667,22.6,2011,Tetracycline,Tetracyclines,2.64,7.13,ng/g,193
sediment,sediment,Guangdong,Guangdong Pearl river Estuary,8,113.66667,22.6,2011,Enrofloxacin,Fluoroquinolones,1.03,1.03,ng/g,193
sediment,sediment,Guangdong,Guangdong Pearl river Estuary,8,113.66667,22.6,2011,Erythromycin-H2O,Macrolides,2.74,14,ng/g,193
sediment,sediment,Guangdong,Guangdong Pearl river Estuary,8,113.66667,22.6,2011,Norfloxacin,Fluoroquinolones,7.16,18.3,ng/g,193
sediment,sediment,Guangdong,Guangdong Pearl river Estuary,8,113.66667,22.6,2011,Ofloxacin,Fluoroquinolones,3.77,13.7,ng/g,193
sediment,sediment,Guangdong,Guangdong Pearl river Estuary,8,113.66667,22.6,2011,Roxithromycin,Macrolides,13.5,13.5,ng/g,193
sediment,sediment,Guangdong,Guangdong Pearl river Estuary,8,113.66667,22.6,2011,Sulfadimidine,Sulfonamides,0.9,1.83,ng/g,193
sediment,sediment,Guangdong,Guangdong Pearl river Estuary,8,113.66667,22.6,2011,Tetracycline,Tetracyclines,1.9,6.62,ng/g,193
sediment,sediment,Guangdong,Guangdong Shanwei Honghai Bay,NA,115.556667,22.756111,2014,Cefotaxime,Beta-lactams,0.3,0.8,ng/g,43
sediment,sediment,Guangdong,Guangdong Shanwei Honghai Bay,NA,115.556667,22.756111,2014,Ciprofloxacin,Fluoroquinolones,0.2,0.7,ng/g,43
sediment,sediment,Guangdong,Guangdong Shanwei Honghai Bay,NA,115.556667,22.756111,2014,Clarithromycin,Macrolides,0.2,0.6,ng/g,43
sediment,sediment,Guangdong,Guangdong Shanwei Honghai Bay,NA,115.556667,22.756111,2014,Erythromycin-H2O,Macrolides,0.04,0.09,ng/g,43
sediment,sediment,Guangdong,Guangdong Shanwei Honghai Bay,NA,115.556667,22.756111,2014,Flumequine,Fluoroquinolones,0.03,0.1,ng/g,43
sediment,sediment,Guangdong,Guangdong Shanwei Honghai Bay,NA,115.556667,22.756111,2014,Isochlortetracycline,Tetracyclines,0.02,0.04,ng/g,43
sediment,sediment,Guangdong,Guangdong Shanwei Honghai Bay,NA,115.556667,22.756111,2014,Norfloxacin,Fluoroquinolones,2.2,3.2,ng/g,43
sediment,sediment,Guangdong,Guangdong Shanwei Honghai Bay,NA,115.556667,22.756111,2014,Ofloxacin,Fluoroquinolones,0.4,0.6,ng/g,43
sediment,sediment,Guangdong,Guangdong Shanwei Honghai Bay,NA,115.556667,22.756111,2014,Oxytetracycline,Tetracyclines,1.1,5.9,ng/g,43
sediment,sediment,Guangdong,Guangdong Shanwei Honghai Bay,NA,115.556667,22.756111,2014,Roxithromycin,Macrolides,0.2,1,ng/g,43
sediment,sediment,Guangdong,Guangdong Shanwei Honghai Bay,NA,115.556667,22.756111,2014,Tetracycline,Tetracyclines,0.2,1.4,ng/g,43
sediment,sediment,Guangdong,Guangdong Shanwei Honghai Bay,NA,115.556667,22.756111,2014,Trimethoprim,Diaminopyrimidines,0.2,0.2,ng/g,43
sediment,sediment,Guangdong,Guangdong Shenzhen,12,114.057868,22.543099,2017,Chloramphenicol,Phenicols,14.05,NA,ng/g,69
sediment,sediment,Guangdong,Guangdong Shenzhen,12,114.057868,22.543099,2017,Chlortetracycline,Tetracyclines,17.3,NA,ng/g,69
sediment,sediment,Guangdong,Guangdong Shenzhen,12,114.057868,22.543099,2017,Ciprofloxacin,Fluoroquinolones,10.25,NA,ng/g,69
sediment,sediment,Guangdong,Guangdong Shenzhen,12,114.057868,22.543099,2017,Enrofloxacin,Fluoroquinolones,9.3,NA,ng/g,69
sediment,sediment,Guangdong,Guangdong Shenzhen,12,114.057868,22.543099,2017,Erythromycin,Macrolides,1.75,NA,ng/g,69
sediment,sediment,Guangdong,Guangdong Shenzhen,12,114.057868,22.543099,2017,Florfenicol,Phenicols,10.95,NA,ng/g,69
sediment,sediment,Guangdong,Guangdong Shenzhen,12,114.057868,22.543099,2017,Norfloxacin,Fluoroquinolones,39.1,NA,ng/g,69
sediment,sediment,Guangdong,Guangdong Shenzhen,12,114.057868,22.543099,2017,Ofloxacin,Fluoroquinolones,10.05,NA,ng/g,69
sediment,sediment,Guangdong,Guangdong Shenzhen,12,114.057868,22.543099,2017,Oxytetracycline,Tetracyclines,16,NA,ng/g,69
sediment,sediment,Guangdong,Guangdong Shenzhen,12,114.057868,22.543099,2017,Roxithromycin,Macrolides,2.65,NA,ng/g,69
sediment,sediment,Guangdong,Guangdong Shenzhen,12,114.057868,22.543099,2017,Sulfadiazine,Sulfonamides,8.15,NA,ng/g,69
sediment,sediment,Guangdong,Guangdong Shenzhen,12,114.057868,22.543099,2017,Sulfadimidine,Sulfonamides,6.3,NA,ng/g,69
sediment,sediment,Guangdong,Guangdong Shenzhen,12,114.057868,22.543099,2017,Sulfamethoxazole,Sulfonamides,13.65,NA,ng/g,69
sediment,sediment,Guangdong,Guangdong Shenzhen,12,114.057868,22.543099,2017,Tetracycline,Tetracyclines,6.8,NA,ng/g,69
sediment,sediment,Guangdong,Guangdong Shenzhen,NA,114.057868,22.543099,NA,Sulfadiazine,Sulfonamides,139.168,571.956,ng/g,37
sediment,sediment,Guangdong,Guangdong Shenzhen,NA,114.057868,22.543099,NA,Sulfathiazole,Sulfonamides,397.168,2089.016,ng/g,37
sediment,sediment,Guangdong,Guangdong Shenzhen Longgang district Dapeng’ao in Daya Bay,11,114.53125,22.55,2007,Ciprofloxacin,Fluoroquinolones,1.59,NA,ng/g,161
sediment,sediment,Guangdong,Guangdong Shenzhen Longgang district Dapeng’ao in Daya Bay,11,114.53125,22.55,2007,Norfloxacin,Fluoroquinolones,5.78,NA,ng/g,161
sediment,sediment,Guangdong,Guangdong Shenzhen Maozhou river,NA,113.828157,22.760444,NA,Norfloxacin,Fluoroquinolones,0.11,0.96,ng/g,37
sediment,sediment,Guangdong,Guangdong Shenzhen Maozhou river,NA,113.828157,22.760444,NA,Ofloxacin,Fluoroquinolones,0.96,3.32,ng/g,37
sediment,sediment,Guangdong,Guangdong Shenzhen Maozhou river,NA,113.828157,22.760444,NA,Roxithromycin,Macrolides,2.86,7.96,ng/g,37
sediment,sediment,Guangdong,Guangdong Shenzhen Maozhou river,NA,113.828157,22.760444,NA,Sulfadiazine,Sulfonamides,437.28,571.96,ng/g,37
sediment,sediment,Guangdong,Guangdong Shenzhen Maozhou river,NA,113.828157,22.760444,NA,Sulfadimidine,Sulfonamides,3.81,5.97,ng/g,37
sediment,sediment,Guangdong,Guangdong Shenzhen Maozhou river,NA,113.828157,22.760444,NA,Sulfathiazole,Sulfonamides,1351.39,2089.02,ng/g,37
sediment,sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing Bay,NA,111.81,21.578889,2014,Cefotaxime,Beta-lactams,0.3,0.8,ng/g,43
sediment,sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing Bay,NA,111.81,21.578889,2014,Ciprofloxacin,Fluoroquinolones,0.2,0.7,ng/g,43
sediment,sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing Bay,NA,111.81,21.578889,2014,Clarithromycin,Macrolides,0.2,0.6,ng/g,43
sediment,sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing Bay,NA,111.81,21.578889,2014,Erythromycin-H2O,Macrolides,0.04,0.09,ng/g,43
sediment,sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing Bay,NA,111.81,21.578889,2014,Flumequine,Fluoroquinolones,0.03,0.1,ng/g,43
sediment,sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing Bay,NA,111.81,21.578889,2014,Isochlortetracycline,Tetracyclines,0.02,0.04,ng/g,43
sediment,sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing Bay,NA,111.81,21.578889,2014,Norfloxacin,Fluoroquinolones,2.2,3.2,ng/g,43
sediment,sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing Bay,NA,111.81,21.578889,2014,Ofloxacin,Fluoroquinolones,0.4,0.6,ng/g,43
sediment,sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing Bay,NA,111.81,21.578889,2014,Oxytetracycline,Tetracyclines,1.1,5.9,ng/g,43
sediment,sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing Bay,NA,111.81,21.578889,2014,Roxithromycin,Macrolides,0.2,1,ng/g,43
sediment,sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing Bay,NA,111.81,21.578889,2014,Tetracycline,Tetracyclines,0.2,1.4,ng/g,43
sediment,sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing Bay,NA,111.81,21.578889,2014,Trimethoprim,Diaminopyrimidines,0.2,0.2,ng/g,43
sediment,sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing island Economic Development Pilot Zone,1,111.9,21.62,2008,Ciprofloxacin,Fluoroquinolones,1.5133333333333334,NA,ng/g,161
sediment,sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing island Economic Development Pilot Zone,1,111.9,21.62,2008,Norfloxacin,Fluoroquinolones,3.533333333333333,NA,ng/g,161
sediment,sediment,Guangdong,Guangdong Zhanjiang,12,110.359377,21.270707,2017,Chloramphenicol,Phenicols,0.2,NA,ng/g,69
sediment,sediment,Guangdong,Guangdong Zhanjiang,12,110.359377,21.270707,2017,Chlortetracycline,Tetracyclines,0,NA,ng/g,69
sediment,sediment,Guangdong,Guangdong Zhanjiang,12,110.359377,21.270707,2017,Ciprofloxacin,Fluoroquinolones,54.25,NA,ng/g,69
sediment,sediment,Guangdong,Guangdong Zhanjiang,12,110.359377,21.270707,2017,Enrofloxacin,Fluoroquinolones,0.55,NA,ng/g,69
