province,endpoint,bacteria_species,amr_antibiotic,amr_class,amr_mean_2019_2024,amr_2019_2024_change,total_strains_2019_2024,n_years,sentinel_endpoint,cluster_id,cluster_name
Anhui,A. baumannii | Amikacin,A. baumannii,Amikacin,aminoglycosides,35.99689394541702,-5.3479403257369995,28333,6,FALSE,1,Eastern production-infrastructure belt
Anhui,A. baumannii | Aztreonam,A. baumannii,Aztreonam,other,73.73859001408968,0.5402565002441406,9969,6,FALSE,1,Eastern production-infrastructure belt
Anhui,A. baumannii | Cefepime,A. baumannii,Cefepime,cephalosporins,53.08417335941816,-11.016809940338135,55493,6,FALSE,1,Eastern production-infrastructure belt
Anhui,A. baumannii | Cefotaxime,A. baumannii,Cefotaxime,cephalosporins,67.24160276503125,-8.883017301559448,7711,6,FALSE,1,Eastern production-infrastructure belt
Anhui,A. baumannii | Ceftazidime,A. baumannii,Ceftazidime,cephalosporins,60.72536090622464,-3.167426586151123,55145,6,FALSE,1,Eastern production-infrastructure belt
Anhui,A. baumannii | Ceftriaxone,A. baumannii,Ceftriaxone,cephalosporins,58.548545362246465,-4.026615619659424,21413,6,FALSE,1,Eastern production-infrastructure belt
Anhui,A. baumannii | Ciprofloxacin,A. baumannii,Ciprofloxacin,fluoroquinolones,62.84673254833599,-2.45552659034729,46109,6,FALSE,1,Eastern production-infrastructure belt
Anhui,A. baumannii | Gentamicin,A. baumannii,Gentamicin,aminoglycosides,56.94017411885066,-5.065679550170898,21145,6,FALSE,1,Eastern production-infrastructure belt
Anhui,A. baumannii | Imipenem,A. baumannii,Imipenem,carbapenems,60.241145575033066,-3.520721197128296,53080,6,FALSE,1,Eastern production-infrastructure belt
Anhui,A. baumannii | Levofloxacin,A. baumannii,Levofloxacin,fluoroquinolones,48.633703306601454,2.3177117109298706,55698,6,TRUE,1,Eastern production-infrastructure belt
Anhui,A. baumannii | Meropenem,A. baumannii,Meropenem,carbapenems,65.13737173425024,-1.9455492496490479,33959,6,FALSE,1,Eastern production-infrastructure belt
Anhui,A. baumannii | Minocycline,A. baumannii,Minocycline,other,13.696881315126065,-17.308863252401352,32898,6,FALSE,1,Eastern production-infrastructure belt
Anhui,A. baumannii | Polymyxin B,A. baumannii,Polymyxin B,other,1.5217391353873007,1.8329938873648643,5980,6,FALSE,1,Eastern production-infrastructure belt
Anhui,A. baumannii | Tigecycline,A. baumannii,Tigecycline,tetracyclines,4.902314353092659,-1.2773152440786362,33270,6,FALSE,1,Eastern production-infrastructure belt
Anhui,A. baumannii | Tobramycin,A. baumannii,Tobramycin,aminoglycosides,54.133533583413815,-0.05552172660827637,45397,6,FALSE,1,Eastern production-infrastructure belt
Anhui,E. coli | Amikacin,E. coli,Amikacin,aminoglycosides,3.5304682960069216,1.1096667498350143,170374,6,FALSE,1,Eastern production-infrastructure belt
Anhui,E. coli | Ampicillin,E. coli,Ampicillin,other,82.4871802017592,-1.5476524829864502,96535,6,FALSE,1,Eastern production-infrastructure belt
Anhui,E. coli | Aztreonam,E. coli,Aztreonam,other,35.01336407419459,-6.571739912033081,107002,6,FALSE,1,Eastern production-infrastructure belt
Anhui,E. coli | Cefazolin,E. coli,Cefazolin,cephalosporins,64.74760678160476,-13.219016790390015,20583,6,FALSE,1,Eastern production-infrastructure belt
Anhui,E. coli | Cefepime,E. coli,Cefepime,cephalosporins,25.46647513508472,4.058593511581421,167051,6,FALSE,1,Eastern production-infrastructure belt
Anhui,E. coli | Cefotaxime,E. coli,Cefotaxime,cephalosporins,51.00783367247475,-1.5976190567016602,26294,6,FALSE,1,Eastern production-infrastructure belt
Anhui,E. coli | Cefotetan,E. coli,Cefotetan,cephalosporins,2.9160035947283567,-0.009430386126041412,69753,6,FALSE,1,Eastern production-infrastructure belt
Anhui,E. coli | Cefoxitin,E. coli,Cefoxitin,cephalosporins,11.19910570484119,-0.4198804497718829,74247,6,FALSE,1,Eastern production-infrastructure belt
Anhui,E. coli | Ceftazidime,E. coli,Ceftazidime,cephalosporins,24.68461909265358,-3.758397698402405,176057,6,FALSE,1,Eastern production-infrastructure belt
Anhui,E. coli | Ceftriaxone,E. coli,Ceftriaxone,cephalosporins,53.95834180773588,-6.821388006210327,145566,6,FALSE,1,Eastern production-infrastructure belt
Anhui,E. coli | Cefuroxime,E. coli,Cefuroxime,cephalosporins,52.72232280240197,0.0971376895904541,89262,6,FALSE,1,Eastern production-infrastructure belt
Anhui,E. coli | Chloramphenicol,E. coli,Chloramphenicol,other,26.2222219168404,-6.852956116199493,8100,6,FALSE,1,Eastern production-infrastructure belt
Anhui,E. coli | Ciprofloxacin,E. coli,Ciprofloxacin,fluoroquinolones,54.0590840594843,-1.9148826599121094,94578,6,TRUE,1,Eastern production-infrastructure belt
Anhui,E. coli | Ertapenem,E. coli,Ertapenem,carbapenems,1.2610474607862283,0.5745795555412769,131478,6,FALSE,1,Eastern production-infrastructure belt
Anhui,E. coli | Gentamicin,E. coli,Gentamicin,aminoglycosides,35.44583691756789,-2.770864963531494,95416,6,FALSE,1,Eastern production-infrastructure belt
Anhui,E. coli | Imipenem,E. coli,Imipenem,carbapenems,1.6312555671693345,-0.05747433751821518,173486,6,FALSE,1,Eastern production-infrastructure belt
Anhui,E. coli | Levofloxacin,E. coli,Levofloxacin,fluoroquinolones,51.05235617912458,0.12789368629455566,169287,6,TRUE,1,Eastern production-infrastructure belt
Anhui,E. coli | Meropenem,E. coli,Meropenem,carbapenems,1.6453300599229836,0.5339125171303749,44915,6,FALSE,1,Eastern production-infrastructure belt
Anhui,E. coli | Nitrofurantoin,E. coli,Nitrofurantoin,other,2.363021431047692,-1.2629009783267975,44350,6,FALSE,1,Eastern production-infrastructure belt
Anhui,E. coli | Polymyxin B,E. coli,Polymyxin B,other,1.070623591722071,NA,5324,4,FALSE,1,Eastern production-infrastructure belt
Anhui,E. coli | Tigecycline,E. coli,Tigecycline,tetracyclines,0.1363054912750388,0.06625083042308685,95374,6,FALSE,1,Eastern production-infrastructure belt
Anhui,E. coli | Tobramycin,E. coli,Tobramycin,aminoglycosides,19.088846459519846,21.221613883972168,91247,6,FALSE,1,Eastern production-infrastructure belt
Anhui,K. pneumoniae | Amikacin,K. pneumoniae,Amikacin,aminoglycosides,9.4789766378961,-6.012327969074249,126501,6,FALSE,1,Eastern production-infrastructure belt
Anhui,K. pneumoniae | Ampicillin,K. pneumoniae,Ampicillin,other,88.2409383145935,2.2815167903900146,43762,6,FALSE,1,Eastern production-infrastructure belt
Anhui,K. pneumoniae | Aztreonam,K. pneumoniae,Aztreonam,other,28.32546956429534,-7.990813255310059,71208,6,FALSE,1,Eastern production-infrastructure belt
Anhui,K. pneumoniae | Cefazolin,K. pneumoniae,Cefazolin,cephalosporins,33.227961249920604,-20.274242758750916,16766,6,FALSE,1,Eastern production-infrastructure belt
Anhui,K. pneumoniae | Cefepime,K. pneumoniae,Cefepime,cephalosporins,22.744515047652474,-5.424082279205322,125749,6,FALSE,1,Eastern production-infrastructure belt
Anhui,K. pneumoniae | Cefotaxime,K. pneumoniae,Cefotaxime,cephalosporins,34.263474869075424,-12.011349201202389,18886,6,FALSE,1,Eastern production-infrastructure belt
Anhui,K. pneumoniae | Cefotetan,K. pneumoniae,Cefotetan,cephalosporins,13.292859802960988,-3.752046078443529,44144,6,FALSE,1,Eastern production-infrastructure belt
Anhui,K. pneumoniae | Cefoxitin,K. pneumoniae,Cefoxitin,cephalosporins,19.033139576231168,-7.4821531772613525,58540,6,FALSE,1,Eastern production-infrastructure belt
Anhui,K. pneumoniae | Ceftazidime,K. pneumoniae,Ceftazidime,cephalosporins,24.256377445864448,-7.6010361313819885,129871,6,FALSE,1,Eastern production-infrastructure belt
Anhui,K. pneumoniae | Ceftriaxone,K. pneumoniae,Ceftriaxone,cephalosporins,32.35914878304511,-11.583256721496582,105182,6,FALSE,1,Eastern production-infrastructure belt
Anhui,K. pneumoniae | Cefuroxime,K. pneumoniae,Cefuroxime,cephalosporins,33.57583985113761,-9.422287344932556,70101,6,FALSE,1,Eastern production-infrastructure belt
Anhui,K. pneumoniae | Chloramphenicol,K. pneumoniae,Chloramphenicol,other,26.159479164934947,-3.2325074076652527,7374,6,FALSE,1,Eastern production-infrastructure belt
Anhui,K. pneumoniae | Ciprofloxacin,K. pneumoniae,Ciprofloxacin,fluoroquinolones,25.795973665500636,-7.133415341377258,65266,6,TRUE,1,Eastern production-infrastructure belt
Anhui,K. pneumoniae | Ertapenem,K. pneumoniae,Ertapenem,carbapenems,9.227525134199443,1.2059420347213745,93427,6,FALSE,1,Eastern production-infrastructure belt
Anhui,K. pneumoniae | Gentamicin,K. pneumoniae,Gentamicin,aminoglycosides,23.28807786248408,-7.1115642786025965,60619,6,FALSE,1,Eastern production-infrastructure belt
Anhui,K. pneumoniae | Imipenem,K. pneumoniae,Imipenem,carbapenems,12.767710024306693,-5.047919601202011,129898,6,FALSE,1,Eastern production-infrastructure belt
Anhui,K. pneumoniae | Levofloxacin,K. pneumoniae,Levofloxacin,fluoroquinolones,21.72441425043242,-6.197901070117954,128519,6,TRUE,1,Eastern production-infrastructure belt
Anhui,K. pneumoniae | Meropenem,K. pneumoniae,Meropenem,carbapenems,14.80206058841949,-1.7714768648147583,35137,6,FALSE,1,Eastern production-infrastructure belt
Anhui,K. pneumoniae | Nitrofurantoin,K. pneumoniae,Nitrofurantoin,other,32.61517700751607,-0.4715770483016968,25157,6,FALSE,1,Eastern production-infrastructure belt
Anhui,K. pneumoniae | Polymyxin B,K. pneumoniae,Polymyxin B,other,1.1876484390233164,NA,2947,4,FALSE,1,Eastern production-infrastructure belt
Anhui,K. pneumoniae | Tigecycline,K. pneumoniae,Tigecycline,tetracyclines,1.8011990193931746,-0.35484153777360916,74728,6,FALSE,1,Eastern production-infrastructure belt
Anhui,K. pneumoniae | Tobramycin,K. pneumoniae,Tobramycin,aminoglycosides,17.999803350541782,1.956421136856079,61084,6,FALSE,1,Eastern production-infrastructure belt
Anhui,P. aeruginosa | Amikacin,P. aeruginosa,Amikacin,aminoglycosides,4.028768106007156,-3.483785316348076,80645,6,FALSE,1,Eastern production-infrastructure belt
Anhui,P. aeruginosa | Aztreonam,P. aeruginosa,Aztreonam,other,24.182066524883563,-8.308285474777222,42424,6,FALSE,1,Eastern production-infrastructure belt
Anhui,P. aeruginosa | Cefepime,P. aeruginosa,Cefepime,cephalosporins,10.597020327001045,-6.320203095674515,83967,6,FALSE,1,Eastern production-infrastructure belt
Anhui,P. aeruginosa | Ceftazidime,P. aeruginosa,Ceftazidime,cephalosporins,16.027287569618522,-2.331259846687317,82528,6,FALSE,1,Eastern production-infrastructure belt
Anhui,P. aeruginosa | Ciprofloxacin,P. aeruginosa,Ciprofloxacin,fluoroquinolones,14.226864190875373,-6.814088672399521,78893,6,TRUE,1,Eastern production-infrastructure belt
Anhui,P. aeruginosa | Gentamicin,P. aeruginosa,Gentamicin,aminoglycosides,9.578478017859691,-4.514334350824354,34755,6,FALSE,1,Eastern production-infrastructure belt
Anhui,P. aeruginosa | Imipenem,P. aeruginosa,Imipenem,carbapenems,18.864048480159205,-3.4647509455680847,82750,6,FALSE,1,Eastern production-infrastructure belt
Anhui,P. aeruginosa | Levofloxacin,P. aeruginosa,Levofloxacin,fluoroquinolones,15.178423914785546,-4.745949804782869,78717,6,FALSE,1,Eastern production-infrastructure belt
Anhui,P. aeruginosa | Meropenem,P. aeruginosa,Meropenem,carbapenems,15.099925778753425,-1.0115951299667358,56742,6,FALSE,1,Eastern production-infrastructure belt
Anhui,P. aeruginosa | Piperacillin,P. aeruginosa,Piperacillin,other,17.660508529973548,-3.753437101840973,10934,6,FALSE,1,Eastern production-infrastructure belt
Anhui,P. aeruginosa | Polymyxin B,P. aeruginosa,Polymyxin B,other,2.415758143922146,1.7228158190846443,8072,6,FALSE,1,Eastern production-infrastructure belt
Anhui,P. aeruginosa | Tobramycin,P. aeruginosa,Tobramycin,aminoglycosides,7.060247460430968,0.022446364164352417,68567,6,FALSE,1,Eastern production-infrastructure belt
Anhui,S. aureus | Amikacin,S. aureus,Amikacin,aminoglycosides,2.922077849507332,NA,308,1,FALSE,1,Eastern production-infrastructure belt
Anhui,S. aureus | Cefoxitin,S. aureus,Cefoxitin,cephalosporins,34.851001477788934,-3.6405831575393677,10235,6,FALSE,1,Eastern production-infrastructure belt
Anhui,S. aureus | Chloramphenicol,S. aureus,Chloramphenicol,other,10.020450094680479,-57.58149437606335,978,3,FALSE,1,Eastern production-infrastructure belt
Anhui,S. aureus | Ciprofloxacin,S. aureus,Ciprofloxacin,fluoroquinolones,15.806229251863726,-2.4597972631454468,44919,6,FALSE,1,Eastern production-infrastructure belt
Anhui,S. aureus | Clindamycin,S. aureus,Clindamycin,other,25.28735643634015,-12.284597754478455,66033,6,FALSE,1,Eastern production-infrastructure belt
Anhui,S. aureus | Erythromycin,S. aureus,Erythromycin,macrolides,54.76395285845043,-6.790226697921753,67444,6,TRUE,1,Eastern production-infrastructure belt
Anhui,S. aureus | Gentamicin,S. aureus,Gentamicin,aminoglycosides,6.804448732642511,-5.105642229318619,68514,6,FALSE,1,Eastern production-infrastructure belt
Anhui,S. aureus | Levofloxacin,S. aureus,Levofloxacin,fluoroquinolones,14.854246423148055,-2.042761445045473,66688,6,FALSE,1,Eastern production-infrastructure belt
Anhui,S. aureus | Linezolid,S. aureus,Linezolid,other,0,0,69257,6,FALSE,1,Eastern production-infrastructure belt
Anhui,S. aureus | Nitrofurantoin,S. aureus,Nitrofurantoin,other,0.14590395842899256,0.04815054126083851,23303,6,FALSE,1,Eastern production-infrastructure belt
Anhui,S. aureus | Oxacillin,S. aureus,Oxacillin,other,38.44848991249301,-4.319235682487488,67199,6,FALSE,1,Eastern production-infrastructure belt
Anhui,S. aureus | Penicillin G,S. aureus,Penicillin G,other,93.24313662652412,-1.3508379459381246,63269,6,FALSE,1,Eastern production-infrastructure belt
Anhui,S. aureus | Rifampicin,S. aureus,Rifampicin,other,1.651161450281994,-2.0294195972383022,69224,6,FALSE,1,Eastern production-infrastructure belt
Anhui,S. aureus | Teicoplanin,S. aureus,Teicoplanin,other,0,0,14512,6,FALSE,1,Eastern production-infrastructure belt
Anhui,S. aureus | Tetracycline,S. aureus,Tetracycline,tetracyclines,19.495344599373542,-7.16816633939743,47042,6,FALSE,1,Eastern production-infrastructure belt
Anhui,S. aureus | Vancomycin,S. aureus,Vancomycin,other,0,0,68013,6,FALSE,1,Eastern production-infrastructure belt
Beijing,A. baumannii | Amikacin,A. baumannii,Amikacin,aminoglycosides,40.81966029183948,1.5097707509994507,27548,6,FALSE,2,Urban-industrial wastewater core
Beijing,A. baumannii | Aztreonam,A. baumannii,Aztreonam,other,73.62294280515484,7.2258055210113525,3522,6,FALSE,2,Urban-industrial wastewater core
Beijing,A. baumannii | Cefepime,A. baumannii,Cefepime,cephalosporins,51.16847760291491,-8.39565396308899,66240,6,FALSE,2,Urban-industrial wastewater core
Beijing,A. baumannii | Cefotaxime,A. baumannii,Cefotaxime,cephalosporins,43.57960731798586,3.8411468267440796,7336,6,FALSE,2,Urban-industrial wastewater core
Beijing,A. baumannii | Ceftazidime,A. baumannii,Ceftazidime,cephalosporins,56.71033561426059,-4.171442985534668,65265,6,FALSE,2,Urban-industrial wastewater core
Beijing,A. baumannii | Ceftriaxone,A. baumannii,Ceftriaxone,cephalosporins,53.39274316172475,-11.877241730690002,15710,6,FALSE,2,Urban-industrial wastewater core
Beijing,A. baumannii | Ciprofloxacin,A. baumannii,Ciprofloxacin,fluoroquinolones,58.721624554845214,-5.10067343711853,63612,6,FALSE,2,Urban-industrial wastewater core
Beijing,A. baumannii | Gentamicin,A. baumannii,Gentamicin,aminoglycosides,47.62373260665412,-7.51308798789978,26428,6,FALSE,2,Urban-industrial wastewater core
Beijing,A. baumannii | Imipenem,A. baumannii,Imipenem,carbapenems,57.459501430882305,-5.234158039093018,67719,6,FALSE,2,Urban-industrial wastewater core
Beijing,A. baumannii | Levofloxacin,A. baumannii,Levofloxacin,fluoroquinolones,47.67292927997431,1.3440191745758057,65576,6,TRUE,2,Urban-industrial wastewater core
Beijing,A. baumannii | Meropenem,A. baumannii,Meropenem,carbapenems,61.14543721424851,-6.1198890209198,48069,6,FALSE,2,Urban-industrial wastewater core
Beijing,A. baumannii | Minocycline,A. baumannii,Minocycline,other,17.757057004130836,-7.1694061160087585,39145,6,FALSE,2,Urban-industrial wastewater core
Beijing,A. baumannii | Polymyxin B,A. baumannii,Polymyxin B,other,4.6073978496044585,-1.995156705379486,3082,6,FALSE,2,Urban-industrial wastewater core
Beijing,A. baumannii | Tigecycline,A. baumannii,Tigecycline,tetracyclines,5.577256394933796,1.1273086071014404,38657,6,FALSE,2,Urban-industrial wastewater core
Beijing,A. baumannii | Tobramycin,A. baumannii,Tobramycin,aminoglycosides,50.49970022671984,-4.448896646499634,55133,6,FALSE,2,Urban-industrial wastewater core
Beijing,E. coli | Amikacin,E. coli,Amikacin,aminoglycosides,2.849133017060655,3.230578452348709,146606,6,FALSE,2,Urban-industrial wastewater core
Beijing,E. coli | Ampicillin,E. coli,Ampicillin,other,79.64785274562509,-0.8300900459289551,72867,6,FALSE,2,Urban-industrial wastewater core
Beijing,E. coli | Aztreonam,E. coli,Aztreonam,other,32.787887351952556,-2.789300680160519,94907,6,FALSE,2,Urban-industrial wastewater core
Beijing,E. coli | Cefazolin,E. coli,Cefazolin,cephalosporins,67.55988268313604,-1.7502963542938232,11606,6,FALSE,2,Urban-industrial wastewater core
Beijing,E. coli | Cefepime,E. coli,Cefepime,cephalosporins,27.579857131729607,2.8208374977111816,152053,6,FALSE,2,Urban-industrial wastewater core
Beijing,E. coli | Cefotaxime,E. coli,Cefotaxime,cephalosporins,51.01455735395172,-1.399618387222283,18136,6,FALSE,2,Urban-industrial wastewater core
Beijing,E. coli | Cefotetan,E. coli,Cefotetan,cephalosporins,3.625423424891495,-1.049451157450676,39554,6,FALSE,2,Urban-industrial wastewater core
Beijing,E. coli | Cefoxitin,E. coli,Cefoxitin,cephalosporins,12.996113290828577,-2.823247015476225,53516,6,FALSE,2,Urban-industrial wastewater core
Beijing,E. coli | Ceftazidime,E. coli,Ceftazidime,cephalosporins,23.680016636106707,-1.5318170189857483,151233,6,FALSE,2,Urban-industrial wastewater core
Beijing,E. coli | Ceftriaxone,E. coli,Ceftriaxone,cephalosporins,50.420406881817264,-1.3058125972747803,115959,6,FALSE,2,Urban-industrial wastewater core
Beijing,E. coli | Cefuroxime,E. coli,Cefuroxime,cephalosporins,51.16191947538704,-1.7470598220825195,96091,6,FALSE,2,Urban-industrial wastewater core
Beijing,E. coli | Chloramphenicol,E. coli,Chloramphenicol,other,22.558880462602993,2.182804048061371,16007,6,FALSE,2,Urban-industrial wastewater core
Beijing,E. coli | Ciprofloxacin,E. coli,Ciprofloxacin,fluoroquinolones,54.99679453401987,1.860564947128296,93620,6,TRUE,2,Urban-industrial wastewater core
Beijing,E. coli | Ertapenem,E. coli,Ertapenem,carbapenems,2.599232599154806,1.2824950739741323,71675,6,FALSE,2,Urban-industrial wastewater core
Beijing,E. coli | Gentamicin,E. coli,Gentamicin,aminoglycosides,34.948224702773324,-4.996150732040405,86817,6,FALSE,2,Urban-industrial wastewater core
Beijing,E. coli | Imipenem,E. coli,Imipenem,carbapenems,2.736431883863037,-0.18649064004421234,153448,6,FALSE,2,Urban-industrial wastewater core
Beijing,E. coli | Levofloxacin,E. coli,Levofloxacin,fluoroquinolones,53.62666254455123,3.9333224296569753,138888,6,TRUE,2,Urban-industrial wastewater core
Beijing,E. coli | Meropenem,E. coli,Meropenem,carbapenems,2.396762080060525,-0.033593922853469405,101053,6,FALSE,2,Urban-industrial wastewater core
Beijing,E. coli | Nitrofurantoin,E. coli,Nitrofurantoin,other,3.515896386751318,-2.4623656645417213,18715,6,FALSE,2,Urban-industrial wastewater core
Beijing,E. coli | Polymyxin B,E. coli,Polymyxin B,other,1.9188192426965904,NA,1355,4,FALSE,2,Urban-industrial wastewater core
Beijing,E. coli | Tigecycline,E. coli,Tigecycline,tetracyclines,0.22941041696612857,0.0900742830708623,78462,6,FALSE,2,Urban-industrial wastewater core
Beijing,E. coli | Tobramycin,E. coli,Tobramycin,aminoglycosides,15.955604957358492,21.444671601057053,64692,6,FALSE,2,Urban-industrial wastewater core
Beijing,K. pneumoniae | Amikacin,K. pneumoniae,Amikacin,aminoglycosides,16.516835110895034,8.618238568305971,132816,6,FALSE,2,Urban-industrial wastewater core
Beijing,K. pneumoniae | Ampicillin,K. pneumoniae,Ampicillin,other,89.93265624191031,1.1314511299133159,23462,6,FALSE,2,Urban-industrial wastewater core
Beijing,K. pneumoniae | Aztreonam,K. pneumoniae,Aztreonam,other,36.070587332070296,5.309498310089111,92538,6,FALSE,2,Urban-industrial wastewater core
Beijing,K. pneumoniae | Cefazolin,K. pneumoniae,Cefazolin,cephalosporins,44.71165760684867,7.7571094036102295,16092,6,FALSE,2,Urban-industrial wastewater core
Beijing,K. pneumoniae | Cefepime,K. pneumoniae,Cefepime,cephalosporins,35.40403716394976,7.669547200202942,138230,6,FALSE,2,Urban-industrial wastewater core
Beijing,K. pneumoniae | Cefotaxime,K. pneumoniae,Cefotaxime,cephalosporins,36.51186919179373,11.762115359306335,17356,6,FALSE,2,Urban-industrial wastewater core
Beijing,K. pneumoniae | Cefotetan,K. pneumoniae,Cefotetan,cephalosporins,18.23904636658857,0.018864870071411133,35742,6,FALSE,2,Urban-industrial wastewater core
Beijing,K. pneumoniae | Cefoxitin,K. pneumoniae,Cefoxitin,cephalosporins,30.88698781037159,-1.206317543983456,44420,6,FALSE,2,Urban-industrial wastewater core
Beijing,K. pneumoniae | Ceftazidime,K. pneumoniae,Ceftazidime,cephalosporins,35.88449919768874,8.652728796005249,135964,6,FALSE,2,Urban-industrial wastewater core
Beijing,K. pneumoniae | Ceftriaxone,K. pneumoniae,Ceftriaxone,cephalosporins,42.885458883734344,4.052326083183289,92325,6,FALSE,2,Urban-industrial wastewater core
Beijing,K. pneumoniae | Cefuroxime,K. pneumoniae,Cefuroxime,cephalosporins,47.055822936436016,6.237342953681946,72533,6,FALSE,2,Urban-industrial wastewater core
Beijing,K. pneumoniae | Chloramphenicol,K. pneumoniae,Chloramphenicol,other,20.91223789487854,1.5279173851013184,19644,6,FALSE,2,Urban-industrial wastewater core
Beijing,K. pneumoniae | Ciprofloxacin,K. pneumoniae,Ciprofloxacin,fluoroquinolones,33.04543996567931,2.8535664081573486,90427,6,TRUE,2,Urban-industrial wastewater core
Beijing,K. pneumoniae | Ertapenem,K. pneumoniae,Ertapenem,carbapenems,22.143593911700147,9.844432771205902,61047,6,FALSE,2,Urban-industrial wastewater core
Beijing,K. pneumoniae | Gentamicin,K. pneumoniae,Gentamicin,aminoglycosides,24.98425419300498,0.9808778762817347,71449,6,FALSE,2,Urban-industrial wastewater core
Beijing,K. pneumoniae | Imipenem,K. pneumoniae,Imipenem,carbapenems,24.45051366878582,3.7891894578933716,138766,6,FALSE,2,Urban-industrial wastewater core
Beijing,K. pneumoniae | Levofloxacin,K. pneumoniae,Levofloxacin,fluoroquinolones,31.43408462279707,3.5305649042129517,127998,6,TRUE,2,Urban-industrial wastewater core
Beijing,K. pneumoniae | Meropenem,K. pneumoniae,Meropenem,carbapenems,24.9797849941083,5.830797553062439,84096,6,FALSE,2,Urban-industrial wastewater core
Beijing,K. pneumoniae | Nitrofurantoin,K. pneumoniae,Nitrofurantoin,other,34.51965149595054,-3.4340113401412964,13740,6,FALSE,2,Urban-industrial wastewater core
Beijing,K. pneumoniae | Polymyxin B,K. pneumoniae,Polymyxin B,other,1.2086513944553168,NA,1572,4,FALSE,2,Urban-industrial wastewater core
Beijing,K. pneumoniae | Tigecycline,K. pneumoniae,Tigecycline,tetracyclines,4.07016800308185,2.1040547639131546,66754,6,FALSE,2,Urban-industrial wastewater core
Beijing,K. pneumoniae | Tobramycin,K. pneumoniae,Tobramycin,aminoglycosides,25.02561931014582,14.243802428245544,66356,6,FALSE,2,Urban-industrial wastewater core
Beijing,P. aeruginosa | Amikacin,P. aeruginosa,Amikacin,aminoglycosides,3.593779637786967,-0.8471148088574405,94914,6,FALSE,2,Urban-industrial wastewater core
Beijing,P. aeruginosa | Aztreonam,P. aeruginosa,Aztreonam,other,21.879887199569918,-1.3973295688629186,44758,6,FALSE,2,Urban-industrial wastewater core
Beijing,P. aeruginosa | Cefepime,P. aeruginosa,Cefepime,cephalosporins,10.134216388309191,-4.487095028162004,101478,6,FALSE,2,Urban-industrial wastewater core
Beijing,P. aeruginosa | Ceftazidime,P. aeruginosa,Ceftazidime,cephalosporins,15.355923696198795,-1.4179021120071393,101075,6,FALSE,2,Urban-industrial wastewater core
Beijing,P. aeruginosa | Ciprofloxacin,P. aeruginosa,Ciprofloxacin,fluoroquinolones,13.064062522838645,-0.9109899401664734,97795,6,TRUE,2,Urban-industrial wastewater core
Beijing,P. aeruginosa | Gentamicin,P. aeruginosa,Gentamicin,aminoglycosides,9.431765380800881,0.3809690475463867,42940,6,FALSE,2,Urban-industrial wastewater core
Beijing,P. aeruginosa | Imipenem,P. aeruginosa,Imipenem,carbapenems,24.061823198808344,-1.7855077981948853,101580,6,FALSE,2,Urban-industrial wastewater core
Beijing,P. aeruginosa | Levofloxacin,P. aeruginosa,Levofloxacin,fluoroquinolones,14.846404315388549,-0.43594837188720525,98603,6,FALSE,2,Urban-industrial wastewater core
Beijing,P. aeruginosa | Meropenem,P. aeruginosa,Meropenem,carbapenems,20.704645537867904,-1.073777675628662,90173,6,FALSE,2,Urban-industrial wastewater core
Beijing,P. aeruginosa | Piperacillin,P. aeruginosa,Piperacillin,other,16.61713578407613,-0.3928452730178833,31630,6,FALSE,2,Urban-industrial wastewater core
Beijing,P. aeruginosa | Polymyxin B,P. aeruginosa,Polymyxin B,other,6.693407014716491,-2.991117537021637,3989,6,FALSE,2,Urban-industrial wastewater core
Beijing,P. aeruginosa | Tobramycin,P. aeruginosa,Tobramycin,aminoglycosides,8.752189618678537,0.8773043751716614,82208,6,FALSE,2,Urban-industrial wastewater core
Beijing,S. aureus | Amikacin,S. aureus,Amikacin,aminoglycosides,13.927575945854189,NA,359,1,FALSE,2,Urban-industrial wastewater core
Beijing,S. aureus | Cefoxitin,S. aureus,Cefoxitin,cephalosporins,21.98473258176226,0.180034339427948,7860,6,FALSE,2,Urban-industrial wastewater core
Beijing,S. aureus | Chloramphenicol,S. aureus,Chloramphenicol,other,6.015891032494292,0.6000254303216934,881,6,FALSE,2,Urban-industrial wastewater core
Beijing,S. aureus | Ciprofloxacin,S. aureus,Ciprofloxacin,fluoroquinolones,21.907177327797584,-0.7344022393226624,26416,6,FALSE,2,Urban-industrial wastewater core
Beijing,S. aureus | Clindamycin,S. aureus,Clindamycin,other,29.670850363110056,-8.431220054626465,63345,6,FALSE,2,Urban-industrial wastewater core
Beijing,S. aureus | Erythromycin,S. aureus,Erythromycin,macrolides,58.341930658141365,-3.0105412006378174,64955,6,TRUE,2,Urban-industrial wastewater core
Beijing,S. aureus | Gentamicin,S. aureus,Gentamicin,aminoglycosides,16.188546815302637,-8.130673319101334,65151,6,FALSE,2,Urban-industrial wastewater core
Beijing,S. aureus | Levofloxacin,S. aureus,Levofloxacin,fluoroquinolones,22.959835711236046,-1.2440860271453857,59456,6,FALSE,2,Urban-industrial wastewater core
Beijing,S. aureus | Linezolid,S. aureus,Linezolid,other,0,0,64699,6,FALSE,2,Urban-industrial wastewater core
Beijing,S. aureus | Nitrofurantoin,S. aureus,Nitrofurantoin,other,0.49291988810950693,-0.6154735572636127,11158,6,FALSE,2,Urban-industrial wastewater core
Beijing,S. aureus | Oxacillin,S. aureus,Oxacillin,other,33.02343118705653,-2.1833300590515137,63461,6,FALSE,2,Urban-industrial wastewater core
