province,endpoint,bacteria_species,amr_antibiotic,amr_class,amr_mean_2019_2024,amr_2019_2024_change,total_strains_2019_2024,n_years,sentinel_endpoint,cluster_id,cluster_name
Guangdong,K. pneumoniae | Levofloxacin,K. pneumoniae,Levofloxacin,fluoroquinolones,21.128591173778094,3.1997650861740077,228515,6,TRUE,2,Urban-industrial wastewater core
Guangdong,K. pneumoniae | Meropenem,K. pneumoniae,Meropenem,carbapenems,12.451081000462697,5.60516342520714,83045,6,FALSE,2,Urban-industrial wastewater core
Guangdong,K. pneumoniae | Nitrofurantoin,K. pneumoniae,Nitrofurantoin,other,30.898522619740863,-0.3844529390335083,22192,6,FALSE,2,Urban-industrial wastewater core
Guangdong,K. pneumoniae | Polymyxin B,K. pneumoniae,Polymyxin B,other,4.13419177632,NA,5902,4,FALSE,2,Urban-industrial wastewater core
Guangdong,K. pneumoniae | Tigecycline,K. pneumoniae,Tigecycline,tetracyclines,2.582490064014733,0.7443686947226524,135683,6,FALSE,2,Urban-industrial wastewater core
Guangdong,K. pneumoniae | Tobramycin,K. pneumoniae,Tobramycin,aminoglycosides,15.47215911705426,14.480337500572203,64671,6,FALSE,2,Urban-industrial wastewater core
Guangdong,P. aeruginosa | Amikacin,P. aeruginosa,Amikacin,aminoglycosides,2.2384250292872787,-0.7756480947136879,186113,6,FALSE,2,Urban-industrial wastewater core
Guangdong,P. aeruginosa | Aztreonam,P. aeruginosa,Aztreonam,other,17.288885603102546,-2.7287110686302185,86304,6,FALSE,2,Urban-industrial wastewater core
Guangdong,P. aeruginosa | Cefepime,P. aeruginosa,Cefepime,cephalosporins,5.041004272772758,-2.0082898437976837,192541,6,FALSE,2,Urban-industrial wastewater core
Guangdong,P. aeruginosa | Ceftazidime,P. aeruginosa,Ceftazidime,cephalosporins,10.332267256901014,0.11164769530296326,191352,6,FALSE,2,Urban-industrial wastewater core
Guangdong,P. aeruginosa | Ciprofloxacin,P. aeruginosa,Ciprofloxacin,fluoroquinolones,8.757609462668308,-2.1013110876083356,188910,6,TRUE,2,Urban-industrial wastewater core
Guangdong,P. aeruginosa | Gentamicin,P. aeruginosa,Gentamicin,aminoglycosides,6.1626864225601885,-0.174839049577713,56907,6,FALSE,2,Urban-industrial wastewater core
Guangdong,P. aeruginosa | Imipenem,P. aeruginosa,Imipenem,carbapenems,14.127965451775207,-1.1928454041481018,192349,6,FALSE,2,Urban-industrial wastewater core
Guangdong,P. aeruginosa | Levofloxacin,P. aeruginosa,Levofloxacin,fluoroquinolones,10.727315088728728,-1.1902347207069397,189684,6,FALSE,2,Urban-industrial wastewater core
Guangdong,P. aeruginosa | Meropenem,P. aeruginosa,Meropenem,carbapenems,10.696381059121748,-1.4955781400203723,184109,6,FALSE,2,Urban-industrial wastewater core
Guangdong,P. aeruginosa | Piperacillin,P. aeruginosa,Piperacillin,other,12.735400422477683,4.698511213064194,49437,6,FALSE,2,Urban-industrial wastewater core
Guangdong,P. aeruginosa | Polymyxin B,P. aeruginosa,Polymyxin B,other,2.5058170292457804,0.6647595670074227,16761,6,FALSE,2,Urban-industrial wastewater core
Guangdong,P. aeruginosa | Tobramycin,P. aeruginosa,Tobramycin,aminoglycosides,3.7938879347540273,0.49330778419971466,164396,6,FALSE,2,Urban-industrial wastewater core
Guangdong,S. aureus | Amikacin,S. aureus,Amikacin,aminoglycosides,1.8430251628160477,NA,3147,1,FALSE,2,Urban-industrial wastewater core
Guangdong,S. aureus | Cefoxitin,S. aureus,Cefoxitin,cephalosporins,35.639460897929986,-4.997554421424866,21956,6,FALSE,2,Urban-industrial wastewater core
Guangdong,S. aureus | Chloramphenicol,S. aureus,Chloramphenicol,other,6.284466939456145,-1.650363951921463,8704,6,FALSE,2,Urban-industrial wastewater core
Guangdong,S. aureus | Ciprofloxacin,S. aureus,Ciprofloxacin,fluoroquinolones,15.934448070577993,2.371862530708313,87747,6,FALSE,2,Urban-industrial wastewater core
Guangdong,S. aureus | Clindamycin,S. aureus,Clindamycin,other,23.952742687348668,-5.057029426097873,194341,6,FALSE,2,Urban-industrial wastewater core
Guangdong,S. aureus | Erythromycin,S. aureus,Erythromycin,macrolides,40.73635444037862,-6.423872709274292,202674,6,TRUE,2,Urban-industrial wastewater core
Guangdong,S. aureus | Gentamicin,S. aureus,Gentamicin,aminoglycosides,10.116173200667834,-0.4063762724399549,204178,6,FALSE,2,Urban-industrial wastewater core
Guangdong,S. aureus | Levofloxacin,S. aureus,Levofloxacin,fluoroquinolones,15.142492972632697,3.9061471819877625,189764,6,FALSE,2,Urban-industrial wastewater core
Guangdong,S. aureus | Linezolid,S. aureus,Linezolid,other,0,0,201749,6,FALSE,2,Urban-industrial wastewater core
Guangdong,S. aureus | Nitrofurantoin,S. aureus,Nitrofurantoin,other,0.12976729799037762,-0.14204413746483624,45466,6,FALSE,2,Urban-industrial wastewater core
Guangdong,S. aureus | Oxacillin,S. aureus,Oxacillin,other,29.955683198312983,-3.5479366779327393,202182,6,FALSE,2,Urban-industrial wastewater core
Guangdong,S. aureus | Penicillin G,S. aureus,Penicillin G,other,87.4360929499725,-3.2580554485321045,195791,6,FALSE,2,Urban-industrial wastewater core
Guangdong,S. aureus | Rifampicin,S. aureus,Rifampicin,other,2.5860556816836846,-0.4541367292404175,199493,6,FALSE,2,Urban-industrial wastewater core
Guangdong,S. aureus | Teicoplanin,S. aureus,Teicoplanin,other,0,0,136603,6,FALSE,2,Urban-industrial wastewater core
Guangdong,S. aureus | Tetracycline,S. aureus,Tetracycline,tetracyclines,29.22346632750363,-2.5574415922164917,87221,6,FALSE,2,Urban-industrial wastewater core
Guangdong,S. aureus | Vancomycin,S. aureus,Vancomycin,other,0,0,203578,6,FALSE,2,Urban-industrial wastewater core
Guangxi,A. baumannii | Amikacin,A. baumannii,Amikacin,aminoglycosides,39.10990837974753,3.3995747566223145,43636,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,A. baumannii | Aztreonam,A. baumannii,Aztreonam,other,74.41258763425942,-5.70904016494751,32856,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,A. baumannii | Cefepime,A. baumannii,Cefepime,cephalosporins,53.218058196354434,-3.0529558658599854,74315,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,A. baumannii | Cefotaxime,A. baumannii,Cefotaxime,cephalosporins,58.783337679470534,3.08341383934021,9074,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,A. baumannii | Ceftazidime,A. baumannii,Ceftazidime,cephalosporins,56.22797045185663,-1.184910535812385,75466,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,A. baumannii | Ceftriaxone,A. baumannii,Ceftriaxone,cephalosporins,52.07009988456351,-8.698588609695435,22197,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,A. baumannii | Ciprofloxacin,A. baumannii,Ciprofloxacin,fluoroquinolones,58.47683280408365,-3.8831353187561035,67596,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,A. baumannii | Gentamicin,A. baumannii,Gentamicin,aminoglycosides,56.82544448395828,0.9322106838226247,33170,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,A. baumannii | Imipenem,A. baumannii,Imipenem,carbapenems,55.83122760745138,-0.15679001808166504,72026,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,A. baumannii | Levofloxacin,A. baumannii,Levofloxacin,fluoroquinolones,52.0508090358675,-2.6379764080047607,73215,6,TRUE,1,Eastern production-infrastructure belt
Guangxi,A. baumannii | Meropenem,A. baumannii,Meropenem,carbapenems,58.12703363983874,-3.1574487686157227,62692,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,A. baumannii | Minocycline,A. baumannii,Minocycline,other,21.72840462528185,-8.156472444534302,53101,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,A. baumannii | Polymyxin B,A. baumannii,Polymyxin B,other,1.202540843829882,0.17705969512462616,20623,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,A. baumannii | Tigecycline,A. baumannii,Tigecycline,tetracyclines,3.1400252684466903,1.494397222995758,47420,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,A. baumannii | Tobramycin,A. baumannii,Tobramycin,aminoglycosides,51.260693306891184,-4.962325096130371,57865,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,E. coli | Amikacin,E. coli,Amikacin,aminoglycosides,2.3323142101494105,1.9363921135663986,252839,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,E. coli | Ampicillin,E. coli,Ampicillin,other,82.48791395689057,-2.336663007736206,144386,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,E. coli | Aztreonam,E. coli,Aztreonam,other,27.94790025110084,-4.726359248161316,128829,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,E. coli | Cefazolin,E. coli,Cefazolin,cephalosporins,61.62596241637703,-2.7226507663726807,60395,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,E. coli | Cefepime,E. coli,Cefepime,cephalosporins,22.68843499566449,1.4452964067459106,260992,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,E. coli | Cefotaxime,E. coli,Cefotaxime,cephalosporins,46.78318787054364,-0.5676627159118652,46801,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,E. coli | Cefotetan,E. coli,Cefotetan,cephalosporins,2.7980983331991642,0.6907211616635323,57003,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,E. coli | Cefoxitin,E. coli,Cefoxitin,cephalosporins,11.883631220818922,-1.1933416128158587,177917,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,E. coli | Ceftazidime,E. coli,Ceftazidime,cephalosporins,20.36099303656922,-0.44521838426589255,266210,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,E. coli | Ceftriaxone,E. coli,Ceftriaxone,cephalosporins,45.5310000553268,-1.53847336769104,226516,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,E. coli | Cefuroxime,E. coli,Cefuroxime,cephalosporins,46.96266760742805,-2.688223123550415,209526,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,E. coli | Chloramphenicol,E. coli,Chloramphenicol,other,36.47902160726475,1.252254843711853,43806,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,E. coli | Ciprofloxacin,E. coli,Ciprofloxacin,fluoroquinolones,45.77544666577457,-4.297074675559998,141080,6,TRUE,1,Eastern production-infrastructure belt
Guangxi,E. coli | Ertapenem,E. coli,Ertapenem,carbapenems,2.066357706335871,2.0223669707775116,175865,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,E. coli | Gentamicin,E. coli,Gentamicin,aminoglycosides,33.813171151697794,-3.23980450630188,155747,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,E. coli | Imipenem,E. coli,Imipenem,carbapenems,1.8582524125274795,1.4429619535803795,255186,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,E. coli | Levofloxacin,E. coli,Levofloxacin,fluoroquinolones,43.41014023536894,-0.4996299743652344,259133,6,TRUE,1,Eastern production-infrastructure belt
Guangxi,E. coli | Meropenem,E. coli,Meropenem,carbapenems,1.818999575198186,1.4173676259815693,115613,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,E. coli | Nitrofurantoin,E. coli,Nitrofurantoin,other,4.281463172065716,-3.3376993611454964,49399,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,E. coli | Polymyxin B,E. coli,Polymyxin B,other,0.8845643368952522,NA,29393,4,FALSE,1,Eastern production-infrastructure belt
Guangxi,E. coli | Tigecycline,E. coli,Tigecycline,tetracyclines,0.21795445833474875,0.008540740236639977,136267,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,E. coli | Tobramycin,E. coli,Tobramycin,aminoglycosides,16.43047078176723,15.45565873384476,95895,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,K. pneumoniae | Amikacin,K. pneumoniae,Amikacin,aminoglycosides,5.505312542473847,2.4238552898168564,173269,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,K. pneumoniae | Ampicillin,K. pneumoniae,Ampicillin,other,92.95031852261275,-2.5474905967712402,56882,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,K. pneumoniae | Aztreonam,K. pneumoniae,Aztreonam,other,24.22734072149193,0.980021059513092,84578,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,K. pneumoniae | Cefazolin,K. pneumoniae,Cefazolin,cephalosporins,36.75199462419711,-5.090054869651794,66176,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,K. pneumoniae | Cefepime,K. pneumoniae,Cefepime,cephalosporins,18.808226890178638,2.1783068776130676,179900,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,K. pneumoniae | Cefotaxime,K. pneumoniae,Cefotaxime,cephalosporins,31.42994744978364,3.8147926330566406,29071,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,K. pneumoniae | Cefotetan,K. pneumoniae,Cefotetan,cephalosporins,6.282893955806613,4.246467724442482,39711,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,K. pneumoniae | Cefoxitin,K. pneumoniae,Cefoxitin,cephalosporins,15.249981038618763,-0.7706582546234149,118669,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,K. pneumoniae | Ceftazidime,K. pneumoniae,Ceftazidime,cephalosporins,19.12814491666075,1.312364637851715,182255,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,K. pneumoniae | Ceftriaxone,K. pneumoniae,Ceftriaxone,cephalosporins,27.229035980062143,-3.7984877824783325,148562,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,K. pneumoniae | Cefuroxime,K. pneumoniae,Cefuroxime,cephalosporins,30.094798571997067,-4.049864411354065,140403,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,K. pneumoniae | Chloramphenicol,K. pneumoniae,Chloramphenicol,other,34.64768372924023,-4.881983995437622,35962,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,K. pneumoniae | Ciprofloxacin,K. pneumoniae,Ciprofloxacin,fluoroquinolones,23.308069269265815,-1.4816418290138245,89587,6,TRUE,1,Eastern production-infrastructure belt
Guangxi,K. pneumoniae | Ertapenem,K. pneumoniae,Ertapenem,carbapenems,6.14828970363205,5.149356834590435,117675,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,K. pneumoniae | Gentamicin,K. pneumoniae,Gentamicin,aminoglycosides,19.49251802049615,1.5192240476608276,99038,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,K. pneumoniae | Imipenem,K. pneumoniae,Imipenem,carbapenems,6.824827994733605,4.8311622813344,173030,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,K. pneumoniae | Levofloxacin,K. pneumoniae,Levofloxacin,fluoroquinolones,17.272814842347127,1.2514963746070862,176717,6,TRUE,1,Eastern production-infrastructure belt
Guangxi,K. pneumoniae | Meropenem,K. pneumoniae,Meropenem,carbapenems,9.083456194245398,6.403515674173832,73188,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,K. pneumoniae | Nitrofurantoin,K. pneumoniae,Nitrofurantoin,other,35.605916208061714,-1.030859351158142,31506,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,K. pneumoniae | Polymyxin B,K. pneumoniae,Polymyxin B,other,2.886702001890073,NA,19815,4,FALSE,1,Eastern production-infrastructure belt
Guangxi,K. pneumoniae | Tigecycline,K. pneumoniae,Tigecycline,tetracyclines,3.7287346453606185,1.605393923819065,90111,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,K. pneumoniae | Tobramycin,K. pneumoniae,Tobramycin,aminoglycosides,13.192280987772007,10.374939441680908,66122,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,P. aeruginosa | Amikacin,P. aeruginosa,Amikacin,aminoglycosides,2.8679702599563113,-1.277209259569645,122177,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,P. aeruginosa | Aztreonam,P. aeruginosa,Aztreonam,other,19.211054878037245,-1.908394694328308,77648,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,P. aeruginosa | Cefepime,P. aeruginosa,Cefepime,cephalosporins,7.4242365611207,-3.269071877002716,125885,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,P. aeruginosa | Ceftazidime,P. aeruginosa,Ceftazidime,cephalosporins,12.58925242545733,-1.381867378950119,127728,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,P. aeruginosa | Ciprofloxacin,P. aeruginosa,Ciprofloxacin,fluoroquinolones,9.104296403945627,-3.1268492341041583,120196,6,TRUE,1,Eastern production-infrastructure belt
Guangxi,P. aeruginosa | Gentamicin,P. aeruginosa,Gentamicin,aminoglycosides,7.504497665376993,-3.527561202645302,54474,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,P. aeruginosa | Imipenem,P. aeruginosa,Imipenem,carbapenems,14.324546077003031,2.065501362085344,120667,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,P. aeruginosa | Levofloxacin,P. aeruginosa,Levofloxacin,fluoroquinolones,10.452781226517216,-1.7078645527362823,121604,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,P. aeruginosa | Meropenem,P. aeruginosa,Meropenem,carbapenems,12.12136285479741,0.9322077035903931,120630,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,P. aeruginosa | Piperacillin,P. aeruginosa,Piperacillin,other,16.1204426640309,-2.002771198749546,49949,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,P. aeruginosa | Polymyxin B,P. aeruginosa,Polymyxin B,other,1.0577533434994402,0.411249790340662,33089,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,P. aeruginosa | Tobramycin,P. aeruginosa,Tobramycin,aminoglycosides,4.848134756301076,-0.4055000841617584,105587,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,S. aureus | Amikacin,S. aureus,Amikacin,aminoglycosides,2.683134563267231,NA,2348,1,FALSE,1,Eastern production-infrastructure belt
Guangxi,S. aureus | Cefoxitin,S. aureus,Cefoxitin,cephalosporins,31.11011309800047,-3.7943363189697266,26718,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,S. aureus | Chloramphenicol,S. aureus,Chloramphenicol,other,8.748416233568504,-4.5318253338336945,20518,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,S. aureus | Ciprofloxacin,S. aureus,Ciprofloxacin,fluoroquinolones,10.839972621574208,0.8149698376655579,59871,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,S. aureus | Clindamycin,S. aureus,Clindamycin,other,28.661265474524964,-6.976497173309326,110836,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,S. aureus | Erythromycin,S. aureus,Erythromycin,macrolides,42.55532008238744,-9.162637591362,119938,6,TRUE,1,Eastern production-infrastructure belt
Guangxi,S. aureus | Gentamicin,S. aureus,Gentamicin,aminoglycosides,6.5138481213755615,-1.581474393606186,120666,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,S. aureus | Levofloxacin,S. aureus,Levofloxacin,fluoroquinolones,9.213531175745285,1.4231055974960327,112096,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,S. aureus | Linezolid,S. aureus,Linezolid,other,0,0,118628,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,S. aureus | Nitrofurantoin,S. aureus,Nitrofurantoin,other,1.6591742710905266,0.7631417363882065,33812,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,S. aureus | Oxacillin,S. aureus,Oxacillin,other,28.709324151015096,-3.843924403190613,116962,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,S. aureus | Penicillin G,S. aureus,Penicillin G,other,91.19128869253336,-2.3131489753723145,115522,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,S. aureus | Rifampicin,S. aureus,Rifampicin,other,4.138877486516572,-2.5723032653331757,119501,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,S. aureus | Teicoplanin,S. aureus,Teicoplanin,other,0,0,79775,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,S. aureus | Tetracycline,S. aureus,Tetracycline,tetracyclines,32.453746446183665,-2.055266499519348,66698,6,FALSE,1,Eastern production-infrastructure belt
Guangxi,S. aureus | Vancomycin,S. aureus,Vancomycin,other,0,0,118693,6,FALSE,1,Eastern production-infrastructure belt
Guizhou,A. baumannii | Amikacin,A. baumannii,Amikacin,aminoglycosides,41.177384847920216,7.271283864974976,25735,6,FALSE,3,Inland surveillance-gap belt
Guizhou,A. baumannii | Aztreonam,A. baumannii,Aztreonam,other,70.58938041987342,-27.673080563545227,10282,6,FALSE,3,Inland surveillance-gap belt
Guizhou,A. baumannii | Cefepime,A. baumannii,Cefepime,cephalosporins,48.254814430055255,-9.233412146568298,41285,6,FALSE,3,Inland surveillance-gap belt
Guizhou,A. baumannii | Cefotaxime,A. baumannii,Cefotaxime,cephalosporins,53.57389920368595,-23.97858500480652,8674,6,FALSE,3,Inland surveillance-gap belt
Guizhou,A. baumannii | Ceftazidime,A. baumannii,Ceftazidime,cephalosporins,49.76462444626367,-6.7793577909469604,40786,6,FALSE,3,Inland surveillance-gap belt
Guizhou,A. baumannii | Ceftriaxone,A. baumannii,Ceftriaxone,cephalosporins,51.52058382826574,-4.850810766220093,16178,6,FALSE,3,Inland surveillance-gap belt
Guizhou,A. baumannii | Ciprofloxacin,A. baumannii,Ciprofloxacin,fluoroquinolones,51.2697855710638,-5.775177478790283,38668,6,FALSE,3,Inland surveillance-gap belt
Guizhou,A. baumannii | Gentamicin,A. baumannii,Gentamicin,aminoglycosides,46.32486203005403,4.221075773239136,27033,6,FALSE,3,Inland surveillance-gap belt
Guizhou,A. baumannii | Imipenem,A. baumannii,Imipenem,carbapenems,47.657114206067,-3.783142566680908,38905,6,FALSE,3,Inland surveillance-gap belt
Guizhou,A. baumannii | Levofloxacin,A. baumannii,Levofloxacin,fluoroquinolones,36.71361257635011,-0.13924837112426758,40756,6,TRUE,3,Inland surveillance-gap belt
Guizhou,A. baumannii | Meropenem,A. baumannii,Meropenem,carbapenems,50.95874184841903,-9.354516863822937,27171,6,FALSE,3,Inland surveillance-gap belt
Guizhou,A. baumannii | Minocycline,A. baumannii,Minocycline,other,11.705743100443664,2.6040740311145782,23245,6,FALSE,3,Inland surveillance-gap belt
Guizhou,A. baumannii | Polymyxin B,A. baumannii,Polymyxin B,other,0.7780507824366133,0.1385243609547614,2442,6,FALSE,3,Inland surveillance-gap belt
Guizhou,A. baumannii | Tigecycline,A. baumannii,Tigecycline,tetracyclines,2.849849133397178,1.506639365106821,21545,6,FALSE,3,Inland surveillance-gap belt
Guizhou,A. baumannii | Tobramycin,A. baumannii,Tobramycin,aminoglycosides,46.394093924726796,-0.25157630443573,33459,6,FALSE,3,Inland surveillance-gap belt
Guizhou,E. coli | Amikacin,E. coli,Amikacin,aminoglycosides,2.8510923127090395,6.513050384819508,161026,6,FALSE,3,Inland surveillance-gap belt
Guizhou,E. coli | Ampicillin,E. coli,Ampicillin,other,85.4640872543656,-1.485586166381836,119848,6,FALSE,3,Inland surveillance-gap belt
Guizhou,E. coli | Aztreonam,E. coli,Aztreonam,other,32.6176584980462,-6.8264394998550415,115695,6,FALSE,3,Inland surveillance-gap belt
Guizhou,E. coli | Cefazolin,E. coli,Cefazolin,cephalosporins,61.205317596371444,-5.049687623977654,42578,6,FALSE,3,Inland surveillance-gap belt
Guizhou,E. coli | Cefepime,E. coli,Cefepime,cephalosporins,22.696339135263983,2.272576093673706,157814,6,FALSE,3,Inland surveillance-gap belt
Guizhou,E. coli | Cefotaxime,E. coli,Cefotaxime,cephalosporins,48.707311116895795,-7.5346678495407104,26998,6,FALSE,3,Inland surveillance-gap belt
Guizhou,E. coli | Cefotetan,E. coli,Cefotetan,cephalosporins,1.9368845572524716,-0.2346351742744448,58496,6,FALSE,3,Inland surveillance-gap belt
Guizhou,E. coli | Cefoxitin,E. coli,Cefoxitin,cephalosporins,9.669726016985818,-6.426418572664261,71698,6,FALSE,3,Inland surveillance-gap belt
Guizhou,E. coli | Ceftazidime,E. coli,Ceftazidime,cephalosporins,20.88967941246866,-5.188183486461639,165273,6,FALSE,3,Inland surveillance-gap belt
Guizhou,E. coli | Ceftriaxone,E. coli,Ceftriaxone,cephalosporins,51.86136022478805,-5.129146575927734,147634,6,FALSE,3,Inland surveillance-gap belt
Guizhou,E. coli | Cefuroxime,E. coli,Cefuroxime,cephalosporins,53.25688054502674,-7.227832078933716,100802,6,FALSE,3,Inland surveillance-gap belt
Guizhou,E. coli | Chloramphenicol,E. coli,Chloramphenicol,other,24.106521516032025,-0.9745478630065918,17236,6,FALSE,3,Inland surveillance-gap belt
Guizhou,E. coli | Ciprofloxacin,E. coli,Ciprofloxacin,fluoroquinolones,46.0846605001268,-1.423478126525879,93172,6,TRUE,3,Inland surveillance-gap belt
Guizhou,E. coli | Ertapenem,E. coli,Ertapenem,carbapenems,0.895048362928619,0.2827160991728306,124686,6,FALSE,3,Inland surveillance-gap belt
Guizhou,E. coli | Gentamicin,E. coli,Gentamicin,aminoglycosides,34.95783550220058,-3.089556097984314,120837,6,FALSE,3,Inland surveillance-gap belt
Guizhou,E. coli | Imipenem,E. coli,Imipenem,carbapenems,0.8438896624768389,0.02035582438111283,161988,6,FALSE,3,Inland surveillance-gap belt
Guizhou,E. coli | Levofloxacin,E. coli,Levofloxacin,fluoroquinolones,44.65400045206092,-1.168614625930779,158324,6,TRUE,3,Inland surveillance-gap belt
Guizhou,E. coli | Meropenem,E. coli,Meropenem,carbapenems,0.9066197692917265,0.1475243829190731,62540,6,FALSE,3,Inland surveillance-gap belt
Guizhou,E. coli | Nitrofurantoin,E. coli,Nitrofurantoin,other,2.690301268272912,-0.11096019297838211,36613,6,FALSE,3,Inland surveillance-gap belt
Guizhou,E. coli | Polymyxin B,E. coli,Polymyxin B,other,1.251303418787105,NA,4795,4,FALSE,3,Inland surveillance-gap belt
Guizhou,E. coli | Tigecycline,E. coli,Tigecycline,tetracyclines,0.17414479752337594,0.13080631324555725,66037,6,FALSE,3,Inland surveillance-gap belt
Guizhou,E. coli | Tobramycin,E. coli,Tobramycin,aminoglycosides,15.667880308824767,18.698008358478546,75792,6,FALSE,3,Inland surveillance-gap belt
Guizhou,K. pneumoniae | Amikacin,K. pneumoniae,Amikacin,aminoglycosides,8.013711954761375,4.447436705231668,97433,6,FALSE,3,Inland surveillance-gap belt
Guizhou,K. pneumoniae | Ampicillin,K. pneumoniae,Ampicillin,other,85.89501663112502,-1.8216252326965332,41340,6,FALSE,3,Inland surveillance-gap belt
Guizhou,K. pneumoniae | Aztreonam,K. pneumoniae,Aztreonam,other,21.717581638882898,-4.239027202129371,70215,6,FALSE,3,Inland surveillance-gap belt
Guizhou,K. pneumoniae | Cefazolin,K. pneumoniae,Cefazolin,cephalosporins,31.82235471699075,-14.202919602394104,34856,6,FALSE,3,Inland surveillance-gap belt
Guizhou,K. pneumoniae | Cefepime,K. pneumoniae,Cefepime,cephalosporins,15.762758853432535,-0.8014410734176618,94368,6,FALSE,3,Inland surveillance-gap belt
Guizhou,K. pneumoniae | Cefotaxime,K. pneumoniae,Cefotaxime,cephalosporins,21.86705611435953,-10.252997279167175,15736,6,FALSE,3,Inland surveillance-gap belt
Guizhou,K. pneumoniae | Cefotetan,K. pneumoniae,Cefotetan,cephalosporins,6.418642596771486,0.8476279675960541,34244,6,FALSE,3,Inland surveillance-gap belt
Guizhou,K. pneumoniae | Cefoxitin,K. pneumoniae,Cefoxitin,cephalosporins,15.242288854772356,-9.769900143146515,44967,6,FALSE,3,Inland surveillance-gap belt
Guizhou,K. pneumoniae | Ceftazidime,K. pneumoniae,Ceftazidime,cephalosporins,18.051984666838077,-3.585916757583618,98798,6,FALSE,3,Inland surveillance-gap belt
Guizhou,K. pneumoniae | Ceftriaxone,K. pneumoniae,Ceftriaxone,cephalosporins,25.97654202437866,-8.421418070793152,87221,6,FALSE,3,Inland surveillance-gap belt
